# id tag_id v_alpha v_beta vdc sector overmodulated error_code a_num b_num sum_num base denominator t1 t2 L M H duty_u duty_v duty_w
00001067 0000 0004c84 1f80409 022425e 6 0 0 00fc94292c 011f9ad5ec 0021c2eff18 053a4077e0 0053a4077e0 030511f6e 03704659c 04c553d7b 07ca65ce9 0b3aac285 07ca65d 0b3aac3 04c553d
00001068 0000 00b5eb9 00388e3 023f445 3 0 0 0222a388dc 00ef28c6db 00311cc4fb7 057c75c750 0057c75c750 063a3ae95 02b97d5cb 038623dd0 09c05ec65 0c79dc230 038623e 09c05ec 0c79dc2
00001069 0000 1fa6a6d 00c29f0 01ee324 1 0 0 02e2aec808 0054468d78 00336f55580 04b688ae40 004b688ae40 09cbb7520 011e1a573 028b172b7 0c56ce7d7 0d74e8d4a 0c56ce8 028b173 0d74e8d
0000106a 0000 1f15549 1f7c941 02157e2 4 0 0 022bc02117 024586dd7c 0047146fe93 051678ec20 0051678ec20 06d3b7bf6 0724c7604 0103c0703 07d7782f9 0efc3f8fd 0efc3f9 07d7783 0103c07
0000106b 0000 004c175 0113195 0215d2c 1 0 0 012ef9e4ec 035c48a3dc 0048b4288c8 05174786c0 005174786c0 03b834b49 0a8fbc2ea 00dc078e7 04943c430 0f23f871a 04943c4 00dc079 0f23f87
0000106c 0000 006d371 1f3f2e7 01540ad 6 0 0 0007b5ec9c 0327a036cc 0032f562368 033e2e65d0 0033e2e65d0 00260b121 0f90b6f8f 00249efa8 004aaa0c9 0fdb61058 004aaa1 0fdb610 00249f0
0000106d 0000 1f80c15 01221f6 0184ede 1 1 0 043760e740 009368c430 004cac9ab70 03b588bfe0 004cac9ab70 0e13d4744 01ec2b8bc 000000000 0e13d4744 100000000 0e13d47 0000000 1000000
0000106e 0000 00113ee 1f824d1 018256c 6 0 0 00ca9ad09c 0148ea533c 002138523d8 03af35cac0 003af35cac0 036fd5b1c 05945a6b7 037de7f17 06edbda33 0c82180ea 06edbda 0c82181 037de7f
0000106f 0000 1f2f63d 0051ddc 013ee22 5 1 0 015a314a3c 024edde398 003a90f2dd4 030a861020 003a90f2dd4 05e93fe89 0a16c0177 000000000 05e93fe89 100000000 1000000 0000000 05e93ff
00001070 0000 0130b11 1ee05fd 01ee12c 2 1 0 01fbb2fe9c 04c04cd4fb 006bbffd397 04b63bc6c0 006bbffd397 04b63a514 0b49c5aec 000000000 04b63a514 100000000 0000000 1000000 04b63a5
00001071 0000 1effc2f 001f184 01c1ed1 5 0 0 00837dfc24 0368a198c8 003ec1f94ec 044a73c410 0044a73c410 01ea519c4 0cb5f0a1a 00afdee11 029a307d5 0f50211ef 0f50212 00afdee 029a308
00001072 0000 1ff70b6 1fffcb4 01afe7f 4 0 0 0000df112c 00205c5100 000213b622c 041e7540f0 0041e7540f0 0003627ec 007db4188 07bf74b46 07c2d7332 08408b4ba 08408b5 07c2d73 07bf74b
00001073 0000 1f50cce 1ef218d 00c47c8 4 1 0 04755af2eb 0046f4af74 004bc4fa25f 01dfb3f480 004bc4fa25f 0f1043822 00efbc7de 000000000 0f1043822 100000000 1000000 0f10438 0000000
00001074 0000 00fbd1b 1f217ad 00f2484 2 1 0 01c3b94e4c 03acfc17cb 00570b56617 024f826440 00570b56617 053088bcc 0acf77434 000000000 053088bcc 100000000 0000000 1000000 053088c
00001075 0000 1ff12dd 1fe2b0d 020cad0 6 0 0 00743e6704 0007b0f174 0007bef5878 0500f25d00 00500f25d00 0173b481b 001897f62 0739d9c42 08ad8e45d 08c6263bf 08ad8e4 08c6264 0739d9c
00001076 0000 1f9bd91 1f2bdaf 017ff4a 6 0 0 032f4bf3fc 0051c2c42c 003810eb828 03a9643aa0 003a9643aa0 0dea7f717 0165427f1 00581f07c 0e429e793 0fa7e0f84 0e429e8 0fa7e10 00581f0
00001077 0000 1fa644b 0032075 01530b6 5 0 0 00d38f0c3d 00ded57f94 001b2648bd1 033bbec560 0033bbec560 0416dfb19 044eaaf4a 03cd3aacf 07e41a5e8 0c32c5532 0c32c55 03cd3ab 07e41a6
00001078 0000 00f5076 1f7be43 023cd7d 2 0 0 026a02b48c 022ea7dcc5 00498aa9151 05768ae2d0 005768ae2d0 071201b49 06642b9b8 0144e9580 0856eb0c9 0ebb16a81 0144e96 0ebb16b 0856eb1
00001079 0000 1ffb4dc 011d4fd 017ac93 1 1 0 026c6bc3e4 024a063924 004b671fd08 039cc52e30 004b671fd08 083a63d6e 07c59c292 000000000 083a63d6e 100000000 083a63d 0000000 1000000
0000107a 0000 1fa7c79 1ed99d5 023e2aa 6 0 0 03b17ad4c4 012b557874 004dcd04d38 0579c610a0 00579c610a0 0acab422a 036aa841d 00e551cdd 0bb005f07 0f1aae324 0bb005f 0f1aae3 00e551d
0000107b 0000 1ec09a6 1ee8498 018fa19 4 1 0 049ed6afa8 0242480f50 006e11ebef8 03cfa97090 006e11ebef8 0abf09886 0540f677a 000000000 0abf09886 100000000 1000000 0abf099 0000000
0000107c 0000 00b67e9 00d8da8 00c3e88 3 1 0 00d1d48538 0395057be8 00466da0120 01de4aa080 00466da0120 02fab685e 0d05497a2 000000000 02fab685e 100000000 0000000 02fab68 1000000
0000107d 0000 1fc8523 000d9bd 01fe0aa 5 0 0 00398c34c5 00af2157b4 000e8ad8c79 04dd37f0a0 004dd37f0a0 00bd4bdc7 024012034 068151103 073e9ceca 097eaeefe 097eaef 0681511 073e9cf
0000107e 0000 0117222 1eeee85 01725f8 2 1 0 01bcd42354 0482d7bb33 0063fabde87 03883b2780 0063fabde87 0472fecdc 0b8d01324 000000000 0472fecdc 100000000 0000000 1000000 0472fed
0000107f 0000 00f2e2d 1f3f16e 00fd9f9 2 1 0 01e19cb9d0 032fc5d462 00511628e32 026b328e90 00511628e32 05f081ec6 0a0f7e13a 000000000 05f081ec6 100000000 0000000 1000000 05f081f
00001080 0000 1fe02bb 001b3c0 014c9f0 5 0 0 00732ae9c0 003afb67f8 000ae2651b8 032c102f00 0032c102f00 0244e61cb 012980887 0648ccad7 088db2ca2 09b733529 09b7335 0648ccb 088db2d
00001081 0000 0135365 00ff13c 01a088d 3 1 0 025111e448 0436a8f49c 00687bad8e4 03f8ee03d0 00687bad8e4 05ad1d367 0a52e2c99 000000000 05ad1d367 100000000 0000000 05ad1d3 1000000
00001082 0000 009c1cc 0078aa7 0189130 3 0 0 013c94efd4 01fe443d3f 0033ad92d13 03bfa76300 003bfa76300 05473c750 0881ec303 011b6bad7 0662a8227 0ee49452a 011b6bb 0662a82 0ee4945
00001083 0000 010bdcb 1f76d58 00e851d 2 1 0 02b2ef9368 02440ac8e8 004f6fa5c50 02372fbcd0 004f6fa5c50 08b2b07e7 074d4f819 000000000 08b2b07e7 100000000 0000000 1000000 08b2b08
00001084 0000 0067cdb 005c197 00e110a 3 1 0 00b96af7fc 01857751af 0023ee249ab 02257996a0 0023ee249ab 0529162f4 0ad6e9d0c 000000000 0529162f4 100000000 0000000 0529163 1000000
00001085 0000 1f21c00 0115f31 011cbed 5 1 0 049761aa59 00e23f3a6c 00579a0e4c5 02b72dd9d0 00579a0e4c5 0d6ad5c4e 02952a3b2 000000000 0d6ad5c4e 100000000 1000000 0000000 0d6ad5c
00001086 0000 1f8b14e 1f65fd1 016a805 4 0 0 028b470c07 00668c57c4 002f1d363cb 0375034350 00375034350 0bc63b1b4 01da9c9e7 012f94233 0cf5cf3e7 0ed06bdce 0ed06be 0cf5cf4 012f942
00001087 0000 1fa7f19 1fdb7e8 01cb19b 4 0 0 009a5fdfd8 00f54a1348 0018fa9f320 0460d9b6b0 00460d9b6b0 0234242a2 038060a8e 0525bd968 0759e1c0a 0ada42698 0ada427 0759e1c 0525bd9
00001088 0000 1ed6910 01391b5 01b68da 5 1 0 052c0d8f7d 01ab3eff9c 006d74c8f19 042eafc3a0 006d74c8f19 0c18bde57 03e7421a9 000000000 0c18bde57 100000000 1000000 0000000 0c18bde
00001089 0000 1f6d2c5 1f2e4d0 00fbab3 4 1 0 0376c482b0 005e568548 003d51b07f8 02666cf030 003d51b07f8 0e76266d8 0189d9928 000000000 0e76266d8 100000000 1000000 0e76267 0000000
0000108a 0000 00d8577 00101f0 02178ff 3 0 0 02f62ea9e8 00442c1770 0033a5ac158 051b8668f0 0051b8668f0 09471bee1 00d58f0ce 02f1aa829 0c38c670a 0d0e557d8 02f1aa8 0c38c67 0d0e558
0000108b 0000 1f3958e 00a2e8c 0140ae9 5 1 0 02b0e75e6c 017f0e6fc0 0042ff5ce2c 030eea2d90 0042ff5ce2c 0a4853c18 05b7ac3e8 000000000 0a4853c18 100000000 1000000 0000000 0a4853c
0000108c 0000 002ba9e 1eccc41 01c19b0 6 1 0 01e9abdf5c 03297912fc 0051324f258 0449ab6b00 0051324f258 0607db91f 09f8246e1 000000000 0607db91f 100000000 0607db9 1000000 0000000
0000108d 0000 00b3721 1fcc873 020d8b8 2 0 0 02245307d4 00d9a99315 002fdfc9ae9 0503119380 00503119380 06d670ff4 02b6da95c 03395a358 0a0fcb34c 0cc6a5ca8 03395a3 0cc6a5d 0a0fcb3
0000108e 0000 1ef6a98 1ff5dc4 01f9db3 4 0 0 002ae0cd9c 03b6423010 003e122fdac 04d3002030 004d3002030 008e35a46 0c4fa01ed 0191151e7 021f4ac2d 0e6eeae1a 0e6eeae 021f4ac 0191152
0000108f 0000 1f4cf6d 00886d9 01b389c 5 0 0 0240ebd041 016f348094 003b02050d5 0427534dc0 00427534dc0 08ae56a9d 05867f943 00e594e10 0993eb8ad 0f1a6b1f0 0f1a6b2 00e594e 0993eb9
00001090 0000 0045027 013c842 019e011 1 1 0 01a079eb80 0399eac5d0 0053a64b150 03f2c09810 0053a64b150 04fa93f90 0b056c070 000000000 04fa93f90 100000000 04fa940 0000000 1000000
00001091 0000 1fe6aee 00b4201 01024d9 1 1 0 01d98b6084 01201e3324 002f9a993a8 02769f5c90 002f9a993a8 09f295bfa 060d6a406 000000000 09f295bfa 100000000 09f295c 0000000 1000000
00001092 0000 004c7fc 01135e3 0219bc4 1 0 0 012e0d0d5c 035e58b89c 0048c65c5f8 0520d49840 00520d49840 03ae64565 0a82803cc 00e78db68 0495f20cd 0f1872499 0495f21 00e78db 0f18725
00001093 0000 1f0e3a9 1f3f555 0195f4a 4 1 0 032ebdcbe3 01de0ba90c 0050cc974ef 03df1a3aa0 0050cc974ef 0a15628ba 05ea9d746 000000000 0a15628ba 100000000 1000000 0a15629 0000000
00001094 0000 00f4e19 00aa40d 01fdc0e 3 1 0 0218d28114 02cff5b395 004e8c834a9 04dc83e2e0 004e8c834a9 06d591153 092a6eead 000000000 06d591153 100000000 0000000 06d5911 1000000
00001095 0000 000fe0a 0046592 01a07a9 1 0 0 005a96d4f8 00cee108d8 0012977ddd0 03f8cb3990 003f8cb3990 016cecc0f 034161817 05a8d8ded 0715c59fc 0a5727213 0715c5a 05a8d8e 0a57272
00001096 0000 1f23e27 1f77f13 0194f9d 4 1 0 023f5b2375 02066cf194 00445c81509 03dcb5e4d0 00445c81509 086a98c48 0795673b8 000000000 086a98c48 100000000 1000000 086a98c 0000000
00001097 0000 0069d0f 1edf2f5 017bcd4 6 1 0 00df1e9134 03e623df04 004c5427038 039f401940 004c5427038 02ec52ca1 0d13ad35f 000000000 02ec52ca1 100000000 02ec52d 1000000 0000000
00001098 0000 1f49615 00c85dd 014d317 5 1 0 034f4d35e5 00f525c984 0044472ff69 032d75b270 0044472ff69 0c68d99f6 03972660a 000000000 0c68d99f6 100000000 1000000 0000000 0c68d9a
00001099 0000 1fa50e5 0047eff 0184622 5 0 0 0130349357 00b4f40bdc 001e5289f33 03b4339020 003b4339020 052217e7f 030daca33 03e81dba7 090a35a26 0c17e2459 0c17e24 03e81dc 090a35a
0000109a 0000 1ecbaed 1f38d97 018628a 4 1 0 034a290251 02c4090954 0060e320ba5 03b8892ea0 0060e320ba5 08b132113 074ecdeed 000000000 08b132113 100000000 1000000 08b1321 0000000
0000109b 0000 1ffc8ae 1f783d1 00df676 6 1 0 012bb2529c 01125f793c 0023e11cbd8 02216b6160 0023e11cbd8 085a57a4b 07a5a85b5 000000000 085a57a4b 100000000 085a57a 1000000 0000000
0000109c 0000 0106847 1f2d67d 00f8ff7 2 1 0 02041dbcac 037a8db07b 0057eab6d27 025fe7a070 0057eab6d27 05ded94be 0a2126b42 000000000 05ded94be 100000000 0000000 1000000 05ded95
0000109d 0000 00071c2 0008a9b 012c5a3 3 0 0 0007b8bbd4 0024a21153 0002c5acd27 02dd482f30 002dd482f30 002b21bad 00cca0709 07841eea5 07af40a52 087be115b 07841ef 07af40a 087be11
0000109e 0000 1f2a331 1fc1357 020237e 4 0 0 0109877691 028a343bf4 00393bbb285 04e76a69e0 004e76a69e0 0362551f2 084965c60 022a228d7 058c77ac9 0dd5dd729 0dd5dd7 058c77b 022a229
0000109f 0000 1f3abe2 1f0a94b 0151494 4 1 0 040dd19c7d 00cb7f9aec 004d9513769 033773d540 004d9513769 0d6083102 029f7cefe 000000000 0d6083102 100000000 1000000 0d60831 0000000
000010a0 0000 1edc34f 013f74b 00d85fb 5 1 0 0546e6e183 01892aadfc 006d0118f7f 0210419cb0 006d0118f7f 0c64a2b5e 039b5d4a2 000000000 0c64a2b5e 100000000 1000000 0000000 0c64a2b
000010a1 0000 00386b2 1f92156 010061c 6 0 0 0019c80118 01b7009c78 001d0c89d90 0271eea5c0 00271eea5c0 00a8b55e8 0b38c2dd5 020f43e22 02b7f940a 0df0bc1df 02b7f94 0df0bc2 020f43e
000010a2 0000 0118566 1fa5851 013fdb2 2 1 0 034353e4a4 017e9e7f87 004c1f2642b 030ce5f920 004c1f2642b 0af93cdfb 0506c3205 000000000 0af93cdfb 100000000 0000000 1000000 0af93ce
000010a3 0000 009cf87 008ffdd 01110d9 3 1 0 010e686e24 0260e7bfe5 0036f502e09 029aa21c90 0036f502e09 04eb9bebf 0b1464141 000000000 04eb9bebf 100000000 0000000 04eb9bf 1000000
000010a4 0000 1f2a1a2 1f56dde 0136d07 4 1 0 02cb395e72 01a9b9eda8 00474f34c1a 02f6d2e170 00474f34c1a 0a07a5a69 05f85a597 000000000 0a07a5a69 100000000 1000000 0a07a5a 0000000
000010a5 0000 1f09210 1f0bf73 014ff69 4 1 0 0407f68415 01841e04bc 0058c1488d1 033438f590 0058c1488d1 0ba08948d 045f76b73 000000000 0ba08948d 100000000 1000000 0ba0895 0000000
000010a6 0000 0059562 00d6452 01d4dec 1 0 0 007ddcbfb8 030c2e8c18 0038a0b4bd0 0478b3d2c0 00478b3d2c0 01c25d023 0ae7aa062 01aafc7be 036d597e1 0e5503843 036d598 01aafc8 0e55038
000010a7 0000 0035d94 1f6eef7 013b055 6 0 0 006d812c94 01f7e75c54 002656888e8 030117f850 0030117f850 024731a98 0a7baa469 019e92080 03e5c3b18 0e616df81 03e5c3b 0e616e0 019e921
000010a8 0000 1edf104 0027f54 021eb2d 5 0 0 00a8f90a74 03cda2b810 004769bc284 052cf28dd0 0052cf28dd0 020a5eb07 0bc1f0773 0119d86c3 0324371ca 0ee62793d 0ee6279 0119d87 0324372
000010a9 0000 00f1b43 1ecebac 022cbdb 2 1 0 00efb9b438 050aea6774 005faa41bac 054f3b1ab0 005faa41bac 02818182b 0d7e7e7d5 000000000 02818182b 100000000 0000000 1000000 0281818
000010aa 0000 1f262a2 00eebf5 0116d87 5 1 0 03f19ae3bd 0124f6bfec 0051691a3a9 02a8c66970 0051691a3a9 0c66c2480 03993db80 000000000 0c66c2480 100000000 1000000 0000000 0c66c25
000010ab 0000 00cad98 1fa71e1 013968d 2 1 0 022aefd194 0177dcef77 003a2ccc10b 02fd28e3d0 003a2ccc10b 098a022ed 0675fdd13 000000000 098a022ed 100000000 0000000 1000000 098a023
000010ac 0000 00d7266 00735f1 017df61 3 1 0 021ffa4bfc 01e7e0af19 00407dafb15 03a485bd10 00407dafb15 086f588f2 0790a770e 000000000 086f588f2 100000000 0000000 086f589 1000000
000010ad 0000 013f80e 1f2ae1d 0101338 2 1 0 02cf786154 03853977db 00654b1d92f 0273eebb80 00654b1d92f 071a53419 08e5acbe7 000000000 071a53419 100000000 0000000 1000000 071a534
000010ae 0000 1f800e4 1fcb32c 018c4a7 4 0 0 00df4933f4 0164e8dd10 00244321104 03c781bb70 003c781bb70 03b14b80f 05e6ffc28 0333da5e5 06e525df4 0ccc25a1c 0ccc25a 06e525e 0333da6
000010af 0000 1f837eb 1f31a7f 021562d 4 0 0 0368944529 0013afdea4 0037c4423cd 0516363dd0 00516363dd0 0ab8a0345 003dec7e8 0284b9a6a 0d3d59daf 0d7b46597 0d7b466 0d3d59e 0284b9a
000010b0 0000 01107e2 00bc3a7 01fc6c1 3 1 0 0257ef54e4 031bf8de3f 00573e83323 04d943d310 00573e83323 06e062784 091f9d87c 000000000 06e062784 100000000 0000000 06e0628 1000000
000010b1 0000 1f6cb1d 1ef6ef7 011a15f 6 1 0 044bdd193c 0014f76fac 00460d488e8 02b0af8ef0 00460d488e8 0fb3610f1 004c9ef0f 000000000 0fb3610f1 100000000 0fb3611 1000000 0000000
000010b2 0000 00feac4 0081a42 020d517 3 0 0 02928b8bb8 0224389b92 004b6c4274a 050283d270 0050283d270 08373642b 06d6de153 0078f5d41 08b02c16c 0f870a2bf 0078f5d 08b02c1 0f870a3
000010b3 0000 0015245 1f37c24 01a53a3 6 0 0 0159f01338 01f4c90928 0034eb91c60 0404630f30 00404630f30 0561d9299 07ca98983 0169c71f2 06cba048b 0e9638e0e 06cba05 0e9638e 0169c72
000010b4 0000 1f3f143 1fd3db5 01c47b9 4 0 0 00baabe483 02652b011c 0031fd6e59f 0450b1aa90 00450b1aa90 02b4249f0 08e1834cd 02352c0a2 04e950a92 0dcad3f5f 0dcad3f 04e950b 02352c1
000010b5 0000 011e93c 012ce6e 01d68ac 3 1 0 019d4af288 04f871109e 00695bc0326 047cc8bec0 00695bc0326 03ec38289 0c13c7d77 000000000 03ec38289 100000000 0000000 03ec383 1000000
000010b6 0000 00bfda7 0020da9 0186758 3 0 0 0279205834 008aee3f91 003040e97c5 03b944dd80 003b944dd80 0aa069c29 0254f4d28 018550b58 0c25ba781 0e7aaf4a9 018550b 0c25ba8 0e7aaf5
000010b7 0000 004cb99 01350ee 01a2427 1 1 0 0174742640 03a6673ff0 0051adb6630 03fd243370 0051adb6630 048f5bb92 0b70a446e 000000000 048f5bb92 100000000 048f5bc 0000000 1000000
000010b8 0000 1f53a6c 1f37d50 022f15d 4 0 0 034e765630 00cff3ee20 0041e6a4450 0554f440d0 00554f440d0 09ec179eb 027008295 01d1f01c0 0bbe07bab 0e2e0fe40 0e2e0fe 0bbe07c 01d1f02
000010b9 0000 1f60313 1ec5f7c 01197d2 6 1 0 04e12dd008 004eb61298 0052fe3e2a0 02af3a7b20 0052fe3e2a0 0f0d353d0 00f2cac30 000000000 0f0d353d0 100000000 0f0d354 1000000 0000000
000010ba 0000 1fbcb46 1fdd92f 01c139a 4 0 0 00919452f9 00ada85c5c 0013f3caf55 0448bdafa0 00448bdafa0 021fb20ff 02888f3b9 05abdf5a4 07cb916a3 0a5420a5c 0a5420a 07cb917 05abdf6
000010bb 0000 00842e4 1f16967 01f7f68 6 0 0 00096f1054 03d18dcf14 003dafcdf68 04ce60ce80 004ce60ce80 001f67e31 0cb655660 0195215b8 01b4893e9 0e6adea49 01b4894 0e6adea 0195216
000010bc 0000 1f5917e 009e544 019e4a5 5 0 0 029d8925e4 01147b70e0 003b20496c4 03f3736d50 003f3736d50 0a975eeab 045fa66ae 00847d554 0b1bdc3ff 0f7b82aad 0f7b82b 00847d5 0b1bdc4
000010bd 0000 1ede4f1 0104783 014be3e 5 1 0 044d767e7b 01fe2e5b6c 0064ba4d9e7 032a4755e0 0064ba4d9e7 0aef5f625 0510a09db 000000000 0aef5f625 100000000 1000000 0000000 0aef5f6
000010be 0000 00764f9 00e7cba 01a9a8c 1 0 0 0038cee630 039b57a1e0 003d4268810 040f34fcc0 0040f34fcc0 00dfe85b6 0e3752bfb 007462728 01544acde 0f8b9d8d9 01544ad 0074627 0f8b9d9
000010bf 0000 00dd85f 0067323 0169e00 3 1 0 02510f226c 01b4642b1b 00405734d87 03737be000 00405734d87 0937ad3dc 06c852c24 000000000 0937ad3dc 100000000 0000000 0937ad4 1000000
000010c0 0000 1ff9533 0085175 0108eea 1 0 0 0131d5659c 0100f1ae2c 00232c713c8 0286ce94a0 00286ce94a0 0790bc6e1 065b22d14 010a10606 089accce7 0ef5ef9fb 089accd 010a106 0ef5efa
000010c1 0000 1fcb5ac 00766e8 01585b5 1 0 0 01bb304a00 003999f640 001f4ca4040 0348b6ee50 00348b6ee50 086f3c3fc 0118a300e 033c105fb 0bab4c9f7 0cc3efa05 0bab4ca 033c106 0cc3efa
000010c2 0000 009d882 1ed09ee 01793f0 6 1 0 00408617b8 04c2521a18 00502d831d0 039902cf00 00502d831d0 00ce04b13 0f31fb4ed 000000000 00ce04b13 100000000 00ce04b 1000000 0000000
000010c3 0000 004272b 008c094 019a393 1 0 0 0034bb8f08 021b698e18 00250251d20 03e9859e30 003e9859e30 00d7aa2a7 089e134a8 034521459 041ccb700 0cbadeba8 041ccb7 0345214 0cbadec
000010c4 0000 1fe2604 1f498f7 01fe30b 6 0 0 01ee360214 01153cf6d4 0030372f8e8 04dd94ddb0 004dd94ddb0 06592cd78 038fad311 030b92fbc 0964bfd34 0cf46d045 0964bfd 0cf46d0 030b930
000010c5 0000 005c1f1 01347fa 01fb70d 1 1 0 013ae313f0 03dd9a9620 005187daa10 04d6de6bd0 005187daa10 03dcb8858 0c23477a8 000000000 03dcb8858 100000000 03dcb88 0000000 1000000
000010c6 0000 0104dce 0089363 012e3e9 3 1 0 0299350d54 02443c355b 004dd7142af 02e1e6bd90 004dd7142af 088bba479 077445b87 000000000 088bba479 100000000 0000000 088bba4 1000000
000010c7 0000 1fe5016 1eee1e3 016de58 6 1 0 02a5ea23f4 01e0333614 004861d5a08 037d4d4d80 004861d5a08 095da3017 06a25cfe9 000000000 095da3017 100000000 095da30 1000000 0000000
000010c8 0000 000ae07 00b60a2 02005df 1 0 0 01590bfe00 01a8b5d250 00301c1d050 04e2e556f0 004e2e556f0 0469d6fa8 056eb19e8 0313bbb38 077d92ae0 0cec444c8 077d92b 0313bbb 0cec445
000010c9 0000 010a390 1f708e3 01515ab 2 1 0 029fa85c7c 025e97b925 004fe4015a1 03379e67b0 004fe4015a1 08683f19b 0797c0e65 000000000 08683f19b 100000000 0000000 1000000 08683f2
000010ca 0000 1fb97d0 010556d 0163f98 1 1 0 032ac287c4 0126510ec4 00451139688 0365142180 00451139688 0bbd1b3b9 0442e4c47 000000000 0bbd1b3b9 100000000 0bbd1b4 0000000 1000000
000010cb 0000 012a30b 1f79f7b 019815e 2 1 0 0328a03964 0236ca86cd 0055f6ac031 03e44d67e0 0055f6ac031 096817b96 0697e846a 000000000 096817b96 100000000 0000000 1000000 096817c
000010cc 0000 0117300 1f2f9d6 0216ff5 2 1 0 0245d5c338 0371360fba 005b70bd2f2 051a255250 005b70bd2f2 065ced722 09a3128de 000000000 065ced722 100000000 0000000 1000000 065ced7
000010cd 0000 1ee7899 1ecfdb3 01a0e51 4 1 0 050626abd5 01800be664 00686329239 03f9cf3c10 00686329239 0c5229a49 03add65b7 000000000 0c5229a49 100000000 1000000 0c5229a 0000000
000010ce 0000 00a70cf 0109be0 0119964 3 1 0 0031e8eb68 0463c286e0 00495ab7248 02af77d240 00495ab7248 00ae2e480 0f51d1b80 000000000 00ae2e480 100000000 0000000 00ae2e5 1000000
000010cf 0000 1f54000 1f98cf0 0173623 4 0 0 01b45f2590 019bb5a6c0 0035014cc50 038ab2b730 0038ab2b730 07b34e088 0743e4e0f 0084668b5 0837b493d 0f7b9974c 0f7b997 0837b49 0084669
000010d0 0000 012887f 1f9bc16 016073d 2 1 0 0369fc69a0 01a7e9137a 00511e57d1a 035c7abed0 00511e57d1a 0ac630f5a 0539cf0a6 000000000 0ac630f5a 100000000 0000000 1000000 0ac630f
000010d1 0000 1f51233 1f45dbb 0134f77 4 1 0 0313262e8d 00f6d05d94 00409f68c21 02f2501870 00409f68c21 0c2e41de7 03d1be219 000000000 0c2e41de7 100000000 1000000 0c2e41e 0000000
000010d2 0000 1f8a928 00abf65 015d5b0 5 0 0 02d72fc8ad 004275fb9c 00319a5c449 0354eb2b00 00354eb2b00 0da4316f7 013f2ad38 008e51de9 0e32834e0 0f71ae218 0f71ae2 008e51e 0e32835
000010d3 0000 1ecd087 009590a 01f550d 5 1 0 027879659a 0327ed9390 005a066f92a 04c7ea4bd0 005a066f92a 0706890ce 08f976f32 000000000 0706890ce 100000000 1000000 0000000 0706891
000010d4 0000 1ef675e 1f4a183 010da35 4 1 0 03013c1785 024bd6f7ac 0054d130f31 02924bb650 0054d130f31 0911bf98e 06ee40672 000000000 0911bf98e 100000000 1000000 0911bfa 0000000
000010d5 0000 0105faa 1ee40d9 016285e 2 1 0 01670efda4 04b0be65bf 00617cd6363 036188d7e0 00617cd6363 03aee0dd1 0c511f22f 000000000 03aee0dd1 100000000 0000000 1000000 03aee0e
000010d6 0000 00826b1 1fd34f0 023ee2a 2 0 0 017f1dd9d8 00bcfd3d90 0023c1b1768 057b8748a0 0057b8748a0 045e12630 022789d51 04bd31e40 091b44470 0b42ce1c1 04bd31e 0b42ce2 091b444
000010d7 0000 01037d8 1f61875 01330bd 2 1 0 02673b6e24 029e233bc3 005055ea9e7 02ed9fd6d0 005055ea9e7 07a884aaa 08577b556 000000000 07a884aaa 100000000 0000000 1000000 07a884b
000010d8 0000 0069843 000084b 017e255 3 0 0 0181510cac 0002311a83 0018382272f 03a4f91850 003a4f91850 069ba478a 00099f64e 04ad5e114 0b490289e 0b52a1eec 04ad5e1 0b49029 0b52a1f
000010d9 0000 1ee8d0f 1f88036 0162d4a 4 1 0 01fb653a5a 0300b7fbd0 004fc1d362a 0362491aa0 004fc1d362a 065c9c0cb 09a363f35 000000000 065c9c0cb 100000000 1000000 065c9c1 0000000
000010da 0000 0117217 1f5db5c 01679c0 2 1 0 02a71577d8 02ae491c44 005555e941c 036df3dc00 005555e941c 07f5329c1 080acd63f 000000000 07f5329c1 100000000 0000000 1000000 07f532a
000010db 0000 1ff48b6 1fd83cd 0216a19 6 0 0 007e05052c 002a1dd54c 000a822da78 0519407090 00519407090 018b760cd 00842a628 06f82fc86 0883a5d53 0907d037b 0883a5d 0907d03 06f82fd
000010dc 0000 0069b42 003d237 01bf4ae 3 0 0 0101d5f6a4 01028a2b4f 002046021f3 044405cce0 0044405cce0 03c719abd 03c9bd97f 0437945e2 07feae09f 0bc86ba1e 0437946 07feae1 0bc86ba
000010dd 0000 1fb83f0 0083bc1 01e29ef 1 0 0 021d4aa654 000fc01354 0022d0ab9a8 049a4607f0 0049a4607f0 0759ad57b 0036c097e 0437c9084 0b91765ff 0bc836f7d 0b91766 0437c91 0bc836f
000010de 0000 1ede242 002458f 01cf37b 5 1 0 0099b45867 03d8a5ab64 004725a03cb 046ae6f4b0 004725a03cb 02290ea2b 0dd6f15d5 000000000 02290ea2b 100000000 1000000 0000000 02290ea
000010df 0000 1fa182b 000dfcf 00f6269 5 0 0 003b26eca7 013c74e20c 001779bceb3 0258f42590 00258f42590 01932ba49 086cea466 02fff50a9 049320af2 0d000af58 0d000af 02fff51 049320b
000010e0 0000 00eca71 01004f5 015e01e 3 1 0 0144be1d34 043bdf64bd 005809d81f1 03568293e0 005809d81f1 03b04b0fa 0c4fb4f06 000000000 03b04b0fa 100000000 0000000 03b04b1 1000000
000010e1 0000 011b696 1fc7463 0125a60 2 1 0 0395f38a0c 00efe141a5 00485d4cbb1 02ccea4600 00485d4cbb1 0caf63a1d 03509c5e3 000000000 0caf63a1d 100000000 0000000 1000000 0caf63a
