# id tag_id v_alpha v_beta cmp0 cmp1 cmp2 b0 b1 b2 sector X Y Z a_num b_num
00001092 0000 004c7fc 01135e3 01135e3 ff747a18e fe71b1f16 1 0 0 1 048c76fbdb 035e58b89c 012e0d0d5c 012e0d0d5c 035e58b89c
00001093 0000 1f0e3a9 1f3f555 1f3f555 ff2337bd7 025515a25 0 0 1 4 fcd142341d faf34295bc 01de0ba90c 032ebdcbe3 01de0ba90c
00001094 0000 00f4e19 00aa40d 00aa40d 00f7ee397 fdbb8b305 1 1 0 3 02cff5b395 04e8bd909c fde72d7eec 0218d28114 02cff5b395
00001095 0000 000fe0a 0046592 0046592 ffd627e56 ffa072082 1 0 0 1 01297c4362 00cee108d8 005a96d4f8 005a96d4f8 00cee108d8
00001096 0000 1f23e27 1f77f13 1f77f13 ff1090769 01f92c77b 0 0 1 4 fdc0a4dc8b fbba406be4 02066cf194 023f5b2375 02066cf194
00001097 0000 0069d0f 1edf2f5 1edf2f5 01cd0631d 00671165f 0 1 1 6 fb3aab82bd ff20e16ecc fc19dc20fc 00df1e9134 03e623df04
00001098 0000 1f49615 00c85dd 00c85dd fe0771fb3 007136ca9 1 0 1 5 034f4d35e5 ff0ada367c 044466798c 034f4d35e5 00f525c984
00001099 0000 1fa50e5 0047eff 0047eff ff1fece4f 0053927a5 1 0 1 5 0130349357 ff4b0bf424 01e5242034 0130349357 00b4f40bdc
0000109a 0000 1ecbaed 1f38d97 1f38d97 feb8fe567 02cbf8fad 0 0 1 4 fcb5d6fdaf f9f1da66c4 02c4090954 034a290251 02c4090954
0000109b 0000 1ffc8ae 1f783d1 1f783d1 007ebb434 008a6d798 0 1 1 6 fdc1e5b7f9 fed44dad64 feeda086c4 012bb2529c 01125f793c
0000109c 0000 0106847 1f2d67d 1f2d67d 0289aea05 ff11a29d7 0 1 0 2 fc85724f85 02041dbcac fa8161bc5c 02041dbcac 037a8db07b
0000109d 0000 00071c2 0008a9b 0008a9b 000390dc4 ffeb83b80 1 1 0 3 0024a21153 002c5a428c fff847442c 0007b8bbd4 0024a21153
0000109e 0000 1f2a331 1fc1357 1fc1357 fed3b22eb 01a6f1729 0 0 1 4 fef678896f fc6c483a24 028a343bf4 0109877691 028a343bf4
0000109f 0000 1f3abe2 1f0a94b 1f0a94b ffa206604 023d4f380 0 0 1 4 fbf22e6383 fb26be1f4c 00cb7f9aec 040dd19c7d 00cb7f9aec
000010a0 0000 1edc34f 013f74b 013f74b fcda7d961 00b592823 1 0 1 5 0546e6e183 fe76d55204 06cffd9834 0546e6e183 01892aadfc
000010a1 0000 00386b2 1f92156 1f92156 00cac4516 000be9ef2 0 1 1 6 fe2f3083c6 ffe637fee8 fe48ff6388 0019c80118 01b7009c78
000010a2 0000 0118566 1fa5851 1fa5851 02328626c fe7e31f60 0 1 0 2 fe81618079 034353e4a4 fb3e134384 034353e4a4 017e9e7f87
000010a3 0000 009cf87 008ffdd 008ffdd 007ce2585 fe69e1ed7 1 1 0 3 0260e7bfe5 036f472e2c fef19791dc 010e686e24 0260e7bfe5
000010a4 0000 1f2a1a2 1f56dde 1f56dde ff3b61836 020ef5232 0 0 1 4 fd34c6a18e fb8b174608 01a9b9eda8 02cb395e72 01a9b9eda8
000010a5 0000 1f09210 1f0bf73 1f0bf73 ff4cc16c2 028fdfca2 0 0 1 4 fbf8097beb fa73fab7bc 01841e04bc 0407f68415 01841e04bc
000010a6 0000 0059562 00d6452 00d6452 ffc5db2ae fe97a5d2a 1 0 0 1 038a18b022 030c2e8c18 007ddcbfb8 007ddcbfb8 030c2e8c18
000010a7 0000 0035d94 1f6eef7 1f6eef7 00e8bea1e 003295b76 0 1 1 6 fd9a8e660f ff927ed36c fe0818a3ac 006d812c94 01f7e75c54
000010a8 0000 1edf104 0027f54 0027f54 fdf044fbc 01c1b0034 1 0 1 5 00a8f90a74 fc325d47f0 0476994330 00a8f90a74 03cda2b810
000010a9 0000 00f1b43 1ecebac 1ecebac 02c2ef65b ff914bdb5 0 1 0 2 faf515988c 00efb9b438 fa056ef8a8 00efb9b438 050aea6774
000010aa 0000 1f262a2 00eebf5 00eebf5 fda6666c0 00874bebc 1 0 1 5 03f19ae3bd fedb094014 051682b7b4 03f19ae3bd 0124f6bfec
000010ab 0000 00cad98 1fa71e1 1fa71e1 01ade685e feffb2c2e 0 1 0 2 fe88231089 022aefd194 fc5d38cd14 022aefd194 0177dcef77
000010ac 0000 00d7266 00735f1 00735f1 00fb3d12c fe236d420 1 1 0 3 01e7e0af19 0407d3c524 fde005b404 021ffa4bfc 01e7e0af19
000010ad 0000 013f80e 1f2ae1d 1f2ae1d 02ec8875c feb3b6800 0 1 0 2 fc7ac68825 02cf786154 f9ab5b78b4 02cf786154 03853977db
000010ae 0000 1f800e4 1fcb32c 1fcb32c ff5b288ac 010bf8564 0 0 1 4 ff20b6cc0c fdbbd13bd0 0164e8dd10 00df4933f4 0164e8dd10
000010af 0000 1f837eb 1f31a7f 1f31a7f fff6eb475 019c18b7f 0 0 1 4 fc976bbad7 fc83c8c1b4 0013afdea4 0368944529 0013afdea4
000010b0 0000 01107e2 00bc3a7 00bc3a7 01151442c fd7b499a8 1 1 0 3 031bf8de3f 0573dc6f7c fda810ab1c 0257ef54e4 031bf8de3f
000010b1 0000 1f6cb1d 1ef6ef7 1ef6ef7 0009b2ed7 01fc016bd 0 1 1 6 fb9f1ae60f fbb422e6c4 ffeb089054 044bdd193c 0014f76fac
000010b2 0000 00feac4 0081a42 0081a42 013027110 fdd2a4608 1 1 0 3 0224389b92 04b6bc0d08 fd6d747448 02928b8bb8 0224389b92
000010b3 0000 0015245 1f37c24 1f37c24 00e74eb8d 009fc9e23 0 1 1 6 fcb13a5fc4 fea60fecc8 fe0b36f6d8 0159f01338 01f4c90928
000010b4 0000 1f3f143 1fd3db5 1fd3db5 fee4ccf91 01716aaeb 0 0 1 4 ff45541b7d fce02bdcac 02652b011c 00baabe483 02652b011c
000010b5 0000 011e93c 012ce6e 012ce6e 00bede710 fcf56ea18 1 1 0 3 04f871109e 0695a934b8 fe62b50d78 019d4af288 04f871109e
000010b6 0000 00bfda7 0020da9 0020da9 01246b06d fe9b6a17f 1 1 0 3 008aee3f91 03040c8a1c fd86dfa7cc 0279205834 008aee3f91
000010b7 0000 004cb99 01350ee 01350ee ff53f555d fe50699cb 1 0 0 1 051aeeb71e 03a6673ff0 0174742640 0174742640 03a6673ff0
000010b8 0000 1f53a6c 1f37d50 1f37d50 ff9ff708c 01e6fcf34 0 0 1 4 fcb189a9d0 fbe1a23e60 00cff3ee20 034e765630 00cff3ee20
000010b9 0000 1f60313 1ec5f7c 1ec5f7c 00245f40b 0240f8dc5 0 1 1 6 fad0087cdc fb1ed22ff8 ffb149ed68 04e12dd008 004eb61298
000010ba 0000 1fbcb46 1fdd92f 1fdd92f ffafcb980 0093716b4 0 0 1 4 ff6e6bad07 fec0c5777c 00ada85c5c 00919452f9 00ada85c5c
000010bb 0000 00842e4 1f16967 1f16967 01c38350e 00045edc6 0 1 1 6 fc24f489ff fff690efac fc2e7230ec 00096f1054 03d18dcf14
000010bc 0000 1f5917e 009e544 009e544 fe4b131b6 007fb057a 1 0 1 5 029d8925e4 feeb848f20 03b1fab180 029d8925e4 01147b70e0
000010bd 0000 1ede4f1 0104783 0104783 fd17a65b3 00eb9ee71 1 0 1 5 044d767e7b fe01d1a494 064b949264 044d767e7b 01fe2e5b6c
000010be 0000 00764f9 00e7cba 00e7cba ffe5bfb85 fe5586933 1 0 0 1 03d43504ca 039b57a1e0 0038cee630 0038cee630 039b57a1e0
000010bf 0000 00dd85f 0067323 0067323 0111e8881 fe2489723 1 1 0 3 01b4642b1b 04056cda64 fdaef0dd94 02510f226c 01b4642b1b
000010c0 0000 1ff9533 0085175 0085175 ff72bcf01 ff895187b 1 0 0 1 0232cf653d 0100f1ae2c 0131d5659c 0131d5659c 0100f1ae2c
000010c1 0000 1fcb5ac 00766e8 00766e8 ff334c95c ffe563984 1 0 0 1 01f4d1a728 003999f640 01bb304a00 01bb304a00 003999f640
000010c2 0000 009d882 1ed09ee 1ed09ee 0232b8176 001dd19b2 0 1 1 6 fafd14d81e ffbf79e848 fb3dade5e8 00408617b8 04c2521a18
000010c3 0000 004272b 008c094 008c094 ffe7a2f33 ff06dafbd 1 0 0 1 02502dddb4 021b698e18 0034bb8f08 0034bb8f08 021b698e18
000010c4 0000 1fe2604 1f498f7 1f498f7 00800eb8e 00e445206 0 1 1 6 fcfc81a00f fe11c9fdec feeac3092c 01ee360214 01153cf6d4
000010c5 0000 005c1f1 01347fa 01347fa ff6e8be7d fe36ead3b 1 0 0 1 051890f20a 03dd9a9620 013ae313f0 013ae313f0 03dd9a9620
000010c6 0000 0104dce 0089363 0089363 01333aac0 fdc0c77e4 1 1 0 3 02443c355b 04dd68af4c fd66caf2ac 0299350d54 02443c355b
000010c7 0000 1fe5016 1eee1e3 1eee1e3 00ddcdd88 01391f31c 0 1 1 6 fb79d187db fd5a15dc0c fe1fccc9ec 02a5ea23f4 01e0333614
000010c8 0000 000ae07 00b60a2 00b60a2 ff609fba3 ff3bd47f5 1 0 0 1 0301cd30f2 01a8b5d250 01590bfe00 01590bfe00 01a8b5d250
000010c9 0000 010a390 1f708e3 1f708e3 024e5f8e2 fec9cabc2 0 1 0 2 fda16846db 029fa85c7c fb01c8e17c 029fa85c7c 025e97b925
000010ca 0000 1fb97d0 010556d 010556d fe8985a5e ff780ccbe 1 0 0 1 045123ebf5 0126510ec4 032ac287c4 032ac287c4 0126510ec4
000010cb 0000 012a30b 1f79f7b 1f79f7b 027b4077d fe8a87c47 0 1 0 2 fdc9357933 0328a03964 faa09da054 0328a03964 0236ca86cd
000010cc 0000 0117300 1f2f9d6 1f2f9d6 02a3b8804 fef348204 0 1 0 2 fc8ec9f046 0245d5c338 fa49013338 0245d5c338 0371360fba
000010cd 0000 1ee7899 1ecfdb3 1ecfdb3 ff4ea39fb 030364469 0 0 1 4 faf9d9542b f979e07014 01800be664 050626abd5 01800be664
000010ce 0000 00a70cf 0109be0 0109be0 00170955f fde1ef921 1 1 0 3 0463c286e0 04959ad668 ffce171498 0031e8eb68 0463c286e0
000010cf 0000 1f54000 1f98cf0 1f98cf0 ff41d9da0 0187b1da0 0 0 1 4 fe4ba0da70 fcaff1a6c0 019bb5a6c0 01b45f2590 019bb5a6c0
000010d0 0000 012887f 1f9bc16 1f9bc16 025773153 fe6c573b5 0 1 0 2 fe5816ec86 0369fc69a0 faee20c6d0 0369fc69a0 01a7e9137a
000010d1 0000 1f51233 1f45dbb 1f45dbb ff8e03fa5 01dd8af1f 0 0 1 4 fcecd9d173 fbf6151624 00f6d05d94 0313262e8d 00f6d05d94
000010d2 0000 1f8a928 00abf65 00abf65 fe9173406 001eafab6 1 0 1 5 02d72fc8ad ffbd8a0464 03199b04e4 02d72fc8ad 004275fb9c
000010d3 0000 1ecd087 009590a 009590a fd66bc093 0175257e5 1 0 1 5 027879659a fcd8126c70 05a05da020 027879659a 0327ed9390
000010d4 0000 1ef675e 1f4a183 1f4a183 fef081c10 0272c7014 0 0 1 4 fcfec3e87b fab2f84f4c 024bd6f7ac 03013c1785 024bd6f7ac
000010d5 0000 0105faa 1ee40d9 1ee40d9 02d067aa0 ff5a2dd8c 0 1 0 2 fb4f419a41 01670efda4 f9e8445bc4 01670efda4 04b0be65bf
000010d6 0000 00826b1 1fd34f0 1fd34f0 01083bf01 ff4f0dc3f 0 1 0 2 ff4302c270 017f1dd9d8 fdc3e7b3a8 017f1dd9d8 00bcfd3d90
000010d7 0000 01037d8 1f61875 1f61875 0251a9216 fee3da966 0 1 0 2 fd61dcc43d 02673b6e24 fafaab3da4 02673b6e24 029e233bc3
000010d8 0000 0069843 000084b 000084b 00b1f7015 ff4d05d6f 1 1 0 3 0002311a83 0183821ee4 fe7eaef354 0181510cac 0002311a83
000010d9 0000 1ee8d0f 1f88036 1f88036 fe9cf61a3 024d634e5 0 0 1 4 fe049ac5a6 fb03ea49a0 0300b7fbd0 01fb653a5a 0300b7fbd0
000010da 0000 0117217 1f5db5c 1f5db5c 02769c10f fec65cf41 0 1 0 2 fd51b6e3bc 02a71577d8 faaaab9088 02a71577d8 02ae491c44
000010db 0000 1ff48b6 1fd83cd 1fd83cd 0013745a4 003a34df8 0 1 1 6 ff57daa955 ff81fafad4 ffd5e22ab4 007e05052c 002a1dd54c
000010dc 0000 0069b42 003d237 003d237 0077150ec ff1181ba8 1 1 0 3 01028a2b4f 02045c4fbc fefe2a095c 0101d5f6a4 01028a2b4f
000010dd 0000 1fb83f0 0083bc1 0083bc1 ff05fce76 fff8b7c96 1 0 0 1 022d12f569 000fc01354 021d4aa654 021d4aa654 000fc01354
000010de 0000 1ede242 002458f 002458f fdf23c3fc 01c6c60b8 1 0 1 5 0099b45867 fc275a549c 047257be3c 0099b45867 03d8a5ab64
000010df 0000 1fa182b 000dfcf 000dfcf ff5285095 009228f1f 1 0 1 5 003b26eca7 fec38b1df4 01779aeee4 003b26eca7 013c74e20c
000010e0 0000 00eca71 01004f5 01004f5 0095f91df fd756bf9d 1 1 0 3 043bdf64bd 05808d7cfc febb41e2cc 0144be1d34 043bdf64bd
000010e1 0000 011b696 1fc7463 1fc7463 0216c2b08 fe580839c 0 1 0 2 ff101ebe5b 0395f38a0c fb7a2ebfec 0395f38a0c 00efe141a5
000010e2 0000 00673e7 003e155 003e155 0071ffcb5 ff14be947 1 1 0 3 010689001d 01fd59b68c ff092b683c 00f6d497c4 010689001d
000010e3 0000 013dcae 1ef8746 1ef8746 031ae27f2 fee7da356 0 1 0 2 fba5879f36 025e967f48 f9470198a8 025e967f48 045a7860ca
000010e4 0000 0020d7a 008f203 008f203 ffabc746c ff3caddb8 1 0 0 1 025d3e8cfb 01a6e071ec 00b655290c 00b655290c 01a6e071ec
000010e5 0000 0129848 010ccd6 010ccd6 00f0b88cc fd024653c 1 1 0 3 0470b33b46 0679dbf1f8 fdf6c67c78 0209398388 0470b33b46
000010e6 0000 00f88c6 005d3e0 005d3e0 014956e26 fe008c05a 1 1 0 3 018a4c7ee0 0453596710 fd36ed43f0 02c912bc10 018a4c7ee0
000010e7 0000 006f5b3 1f366c6 1f366c6 018133667 000880ee1 0 1 1 6 fcab94aab6 ffed9d1240 fcbe0431b0 001262edc0 0341fbce50
000010e8 0000 00ad621 00c842f 00c842f 0061b17eb fe172bc49 1 1 0 3 034edb9007 04225a2384 ff2c74e854 00d38b17ac 034edb9007
000010e9 0000 005e370 00c525e 00c525e ffded40a4 fea01dfc4 1 0 0 1 0341b0fa0e 02f9d8be58 0047cbe958 0047cbe958 02f9d8be58
000010ea 0000 1f8f5ad 0060e4f 0060e4f fee2d9077 005fe7d3d 1 0 1 5 0199be1f27 ff30571924 026960f7b4 0199be1f27 00cfa8e6dc
000010eb 0000 00b8632 004a6f8 004a6f8 00ef2ec62 fe7f6f73e 1 1 0 3 013ac521b8 03409f3f10 fdfa213bb0 0205dec450 013ac521b8
000010ec 0000 000e09f 00a3c22 00a3c22 ff77d33bb ff48559dd 1 0 0 1 02b47e9872 018da39290 0126d0c9c0 0126d0c9c0 018da39290
000010ed 0000 1f262a1 003745f 003745f fe5992d8b 013a788e9 1 0 1 5 00e9bcafb7 fd571fa744 0392999414 00e9bcafb7 02a8e058bc
000010ee 0000 00e804a 0028037 0028037 01615c774 fe507cd20 1 1 0 3 00a935094f 03a646347c fd02ec549c 02fd13ab64 00a935094f
000010ef 0000 0068402 1f5b770 1f5b770 015102402 fff05953e 0 1 0 2 fd483868f0 0021e82df0 fd265a8390 0021e82df0 02b7c79710
000010f0 0000 1fd7187 00a5b04 00a5b04 ff190236f ffa3618c1 1 0 0 1 02bca821a4 00c882e178 01f41ae528 01f41ae528 00c882e178
000010f1 0000 0138770 1fa7008 1fa7008 02676aca0 fe46683c0 0 1 0 2 fe87a60d48 03bc1d9920 facb8e0420 03bc1d9920 017859f2b8
000010f2 0000 011a52e 1f631db 1f631db 0276bb2f0 febbaed54 0 1 0 2 fd68933a93 02be3503ac faaa68050c 02be3503ac 02976cc56d
000010f3 0000 1f6aaa8 1f2192e 1f2192e ffdca0f3c 01d5cc2ec 0 0 1 4 fc5369a95e fc06db2bd8 004c9c6458 03ac9656a2 004c9c6458
000010f4 0000 011510c 1f71469 1f71469 0260026c2 feb6bfc2a 0 1 0 2 fda473f451 02c8e34714 fadb9998d4 02c8e34714 025b8c0baf
000010f5 0000 1ed52a9 1f2b4f3 1f2b4f3 fed641a8b 02c927ad9 0 0 1 4 fc7c950d6b f9f7f48a94 0284adcde4 03836af295 0284adcde4
000010f6 0000 005294a 1f0c24f 1f0c24f 0179d1504 0062768b0 0 1 1 6 fbf8caf327 ff2ad8605c fcce01d07c 00d5279fa4 0331fe2f84
000010f7 0000 00165c7 00eff80 00eff80 ff3b7a297 feefd5769 1 0 0 1 03f6c52b80 024d3e9a28 01a97791d8 01a97791d8 024d3e9a28
000010f8 0000 1ecd2b1 005da82 005da82 fd9d8fa6d 01ab83fab 1 0 1 5 018c0d45d2 fc625ce8c0 0529aa8290 018c0d45d2 039da31740
000010f9 0000 00bcb77 1f339a6 1f339a6 0206cd82b ff8868f9d 0 1 0 2 fc9fa78096 0102f3e820 fb9cc05ed0 0102f3e820 0360587f6a
000010fa 0000 1eeb532 1f53623 1f53623 fed499b64 027c8a840 0 0 1 4 fd260be61b fa9dd441ac 0288426e4c 02d9f419e5 0288426e4c
000010fb 0000 0092461 006e83a 006e83a 008b7bf6d fe9caaf4b 1 1 0 3 01d3567c4a 0301535da0 fed1fc3670 012e03c990 01d3567c4a
000010fc 0000 1f801c9 1eebdd4 1eebdd4 00355a3f1 01e5f99ff 0 1 1 6 fb7049ccf4 fbe3d620e8 ff8c84ee38 041c29df18 00737b11c8
000010fd 0000 0083118 1fab848 1fab848 013031348 ff74d0018 0 1 0 2 fe9abe7f88 012d5e79e0 fd6d654d60 012d5e79e0 0165418078
000010fe 0000 00b3002 1f71973 1f71973 01b9d5914 ff5c4f250 0 1 0 2 fda5c8e5eb 01626ddb6c fc4363f10c 01626ddb6c 025a371a15
000010ff 0000 003500b 1f11249 1f11249 0142e8751 008f9c21b 0 1 1 6 fc0dee2d31 fec91891fc fd44e488ec 0136e76e04 02bb1b7714
00001100 0000 1f5d476 00b9c70 00b9c70 fe3759636 005dcdf0a 1 0 1 5 03119b95f0 ff34e0ded0 03dcaf1ab0 03119b95f0 00cb1f2130
00001101 0000 0022bf0 00d2707 00d2707 ff6d4341a fef7b923a 1 0 0 1 0379e5989f 023c2aaf4c 013dadc24c 013dadc24c 023c2aaf4c
00001102 0000 00fcd5c 010b74b 010b74b 00a67595e fd4f2a826 1 1 0 3 046b01a183 05d3613bbc fe978fae7c 0168705184 046b01a183
00001103 0000 006c5ac 0128a97 0128a97 ff9590076 fe270509e 1 0 0 1 04e68302af 040006922c 00e669e5ec 00e669e5ec 040006922c
00001104 0000 1f31686 1f28f64 1f28f64 ff74910fe 022f6dfb2 0 0 1 4 fc72a7d504 fb44ca5e60 012deae740 038d582afc 012deae740
00001105 0000 1fd1caa 0086e5c 0086e5c ff2e1b5b2 ffca6be9e 1 0 0 1 023a72eebc 0073fcc920 01c66db740 01c66db740 0073fcc920
00001106 0000 1fe14b0 1f33cdf 1f33cdf 009378bea 00fb5908a 0 1 1 6 fca0818c37 fddfd3502c fec0baff2c 02202cafd4 013f4500d4
00001107 0000 00b532d 1fc5464 1fc5464 016bd4575 ff06de73b 0 1 0 2 ff07a9e204 021b685b88 fcec453218 021b685b88 00f8561dfc
00001108 0000 010459c 0087443 0087443 01344336e fdc38b9b6 1 1 0 3 023c02493b 04d76b971c fd648e3ddc 029b71c224 023c02493b
00001109 0000 00ef6f2 1f442f1 1f442f1 024c64ff8 ff226f154 0 1 0 2 fce5c54419 01dfbdf444 fb06130ce4 01dfbdf444 031a3abbe7
0000110a 0000 1ed4944 0030d29 0030d29 fdd5e11fa 01cac39f2 1 0 1 5 00ce756b11 fc1eb61754 04afbc4694 00ce756b11 03e149e8ac
0000110b 0000 010bc19 1f8fcc9 1f8fcc9 0232749ff fea8afd6d 0 1 0 2 fe25877bb1 02e754984c fb3e39e69c 02e754984c 01da78844f
0000110c 0000 005a444 00ae47f 00ae47f ffee7b2fe febd204f6 1 0 0 1 02e0fe14d7 02bb0a888c 0025e8a7cc 0025e8a7cc 02bb0a888c
0000110d 0000 0078c6d 001146a 001146a 00bb694d9 ff22d8c1f 1 1 0 3 00490e37fa 01ded2a480 fe6a3a7f10 0195c580f0 00490e37fa
0000110e 0000 1fc3bfe 1f6e669 1f6e669 002847614 00f4184d8 0 1 1 6 fd984b9651 fdef8582c4 ffa8cf2d24 02107a7d3c 005730d2dc
0000110f 0000 1fac323 1fb6241 1fb6241 ffba61ab9 00d5dfe53 0 0 1 4 fec7aadfe9 fe30f1899c 0096bdf40c 0138552017 0096bdf40c
00001110 0000 1f2f1ce 013ea68 013ea68 fd67813de 002a21902 1 0 1 5 05437ef6a8 ffa4bdc470 059ead47d0 05437ef6a8 005b423b90
00001111 0000 1f8846b 00db66a 00db66a fe5f3d577 fff43e381 1 0 0 1 039fcb29fa 00196d9750 03864fdc40 03864fdc40 00196d9750
00001112 0000 006061c 1ff3117 1ff3117 00afa64e6 ff699ba2e 0 1 0 2 ffc9506d2f 01459e96ac fe83b2a56c 01459e96ac 0036af92d1
00001113 0000 00fbc91 0053db3 0053db3 0157fb073 fe043cdf1 1 1 0 3 01629b942b 044b5bfb54 fd173a5b24 02e8c5a4dc 01629b942b
00001114 0000 0139cb1 001537e 001537e 01fe07e55 fdd886f93 1 1 0 3 0059ba182e 04aa018570 fbafb73f40 045048c0c0 0059ba182e
00001115 0000 00697df 00f54f5 00f54f5 ffc2de8ed fe5e0288f 1 0 0 1 040d5b34bd 0388f8a24c 0084533d7c 0084533d7c 0388f8a24c
00001116 0000 1f6a6c9 1f761ed 1f761ed ff89a7887 0183a4495 0 0 1 4 fdb8f0ac75 fcb8b9369c 01004013ec 02470f538b 01004013ec
00001117 0000 0133b8f 1f896ec 1f896ec 027c45a67 fe6b4e0a9 0 1 0 2 fe0a9b65cc 036c3b2a58 fa9e67a488 036c3b2a58 01f5649a34
00001118 0000 013a08a 1f4666c 1f4666c 02c8683f2 fea21711e 0 1 0 2 fcef25e14c 02f59f5360 f9f9922780 02f59f5360 0310da1eb4
00001119 0000 1f6777c 1ed8e45 1ed8e45 001e3295a 02222f7e2 0 1 1 6 fb200efa8d fb6179bfc4 ffbea7ac84 049e86403c 004158537c
0000111a 0000 0119601 0037c5f 0037c5f 01a5742eb fded9d389 1 1 0 3 00ebd9f7b7 047c588844 fc6f7df314 0390820cec 00ebd9f7b7
0000111b 0000 011482b 007d1ea 007d1ea 015981237 fdb21f0c1 1 1 0 3 021119d17a 04fd259750 fd13ec6840 02ec1397c0 021119d17a
0000111c 0000 0091f4b 1f141f9 1f141f9 01dd380b1 ffef7a4fb 0 1 0 2 fc1a88b861 0023cd4dbc fbf6ca28ac 0023cd4dbc 03e577479f
0000111d 0000 00eadc4 013197b 013197b 0062d0666 fd485355e 1 1 0 3 050c470333 05e22f893c ff2a04607c 00d5fb9f84 050c470333
0000111e 0000 00fa070 000c387 000c387 019af6b9a fe4d2b0ba 1 1 0 3 0033ad691f 03ad76f54c fc8635b04c 0379ca4fb4 0033ad691f
0000111f 0000 00001f3 00a876c 00a876c ff5bb0c8b ff5b47485 1 0 0 1 02c864aa4c 01649f47b8 0163badb28 0163badb28 01649f47b8
00001120 0000 009ce1c 1ecbbca 1ecbbca 023663a18 0023aff60 0 1 1 6 fae86dd65a ffb2c545e8 fb35bbd4a8 004d3aba18 04ca442b58
00001121 0000 1f526c3 0098fa9 0098fa9 fe45044c9 009032523 1 0 1 5 0286e91191 fec7c6f2bc 03bf188f2c 0286e91191 0138390d44
00001122 0000 1f670fd 1fc8b81 1fc8b81 ff334dff3 0138aa819 0 0 1 4 ff163adb29 fd5b0b900c 01bb32bf9c 00e9c524d7 01bb32bf9c
00001123 0000 0139d37 1ec8aa0 1ec8aa0 0342d89c7 ff1d3b5b9 0 1 0 2 fadb6f63a0 01eb053b28 f8f07d9dd8 01eb053b28 0524909c60
00001124 0000 1f1e1a2 0055d08 0055d08 fe2e1c932 012a4832e 1 0 1 5 016ae38248 fd7a2bbed0 03f0b26670 016ae38248 0285d44130
00001125 0000 1ee82f7 1fe3edf 1fe3edf fe4221e01 01f4b1673 0 0 1 4 ff894bde37 fbc3f08854 03c55d1704 0076b421c9 03c55d1704
00001126 0000 1fc5624 1fbafee 1fbafee ffe03e478 00a687eb0 0 0 1 4 fedc326e1e fe9772ac78 0044c411b8 0123cd91e2 0044c411b8
00001127 0000 0003659 0119159 0119159 fef33fb9f fee7c228d 1 0 0 1 04a4a33ec1 025eb9458c 0245d867dc 0245d867dc 025eb9458c
00001128 0000 0087f7b 1f8aa1c 1f8aa1c 015897fb3 ff8ca419d 0 1 0 2 fe0fada07c 00f9c80a38 fd15ecec28 00f9c80a38 01f0525f84
00001129 0000 1ed4a7d 1fac002 1fac002 fe57b7b79 024c5809f 0 0 1 4 fe9cc94752 fb062bcfe0 0396a2b770 016336b8ae 0396a2b770
0000112a 0000 1ef0c7c 1f8e706 1f8e706 fea4281e0 0239a4668 0 0 1 4 fe1fc714f6 fb2eaa9898 02f1239558 01e038eb0a 02f1239558
0000112b 0000 1ee1994 00a564d 00a564d fd7a0fc22 0142e757a 1 0 1 5 02bb691fd5 fd44da1ca4 057684ace4 02bb691fd5 02bb25e35c
0000112c 0000 0099e67 00a8b90 00a8b90 005f8a197 fe56ec929 1 1 0 3 02c97cd210 0398528668 ff311fc018 00cee03fe8 02c97cd210
0000112d 0000 1fe67fb 008c51b 008c51b ff4bd632d ffa21a417 1 0 0 1 0251602fd3 00cb485064 01860f1a54 01860f1a54 00cb485064
0000112e 0000 00e7e90 1f7c330 1f7c330 0208f74b0 fef875190 0 1 0 2 fdd2a56ab0 023a9e9940 fb980f0e40 023a9e9940 022d5a9550
0000112f 0000 1f2f5e2 000390b 000390b fe9ba2e84 015d66800 1 0 1 5 000f138943 fd0b80da4c 03039275ec 000f138943 02f47f25b4
00001130 0000 1f92383 011b241 011b241 fe31cfd19 ffa52dbf3 1 0 0 1 04ad55afe9 00c49ac29c 03e8a93b0c 03e8a93b0c 00c49ac29c
00001131 0000 0048474 1f9fd69 1f9fd69 00d828faa ffe3a7f42 0 1 0 2 fe695ac551 003d6150d4 fe2bff7714 003d6150d4 0196a53aaf
00001132 0000 1ed644f 1ffebd1 1ffebd1 fe09a5f85 01f8d0c47 0 0 1 4 fffaaa5ff9 fbbb02aefc 043fa7c52c 000555a007 043fa7c52c
00001133 0000 1f97c7f 1f3e895 1f3e895 000ca714d 016d34baf 0 1 1 6 fccde3895d fce94e81cc ffe4a11efc 0316b17e34 001b5ee104
00001134 0000 1ff26a3 1f4629c 1f4629c 009e80d5b 00cc759f5 0 1 1 6 fcee23ecfc fe4557a3f8 fea8d7e668 01baa85c08 0157281998
00001135 0000 1fbe728 00014f7 00014f7 ff8fd8172 006d98c22 1 0 1 5 00058a7c0f ff12b5834c 00f2d4e3cc 00058a7c0f 00ed4a7cb4
00001136 0000 002906b 1f8ff24 1f8ff24 00b2d1bd3 0028091dd 0 1 1 6 fe2626dac4 ffa954eb58 fe7cd8f048 0056ab14a8 0183270fb8
00001137 0000 00552ba 003b647 003b647 00560eb44 ff35f1210 1 1 0 3 00fb27e9df 01b5795c3c ff45aad75c 00ba5528a4 00fb27e9df
00001138 0000 1f741cb 1f00279 1f00279 000d3de31 01e674d7b 0 1 1 6 fbc6174ce1 fbe2cab3bc ffe35c96ac 041d354c44 001ca36954
