# profile id id_meas iq_meas id_ref iq_ref we vdc pi_reset uq_zero_en old_xd old_xq old_du_d old_du_q old_sat error_code ud_raw uq_raw xd_next xq_next
0 00000085 1d96c0d 01945e9 18afad1 0159796 7164c9a4 12b2246 0 0 a05e0293f1 e19e9980c5 9a0341aac0 41943f5ae5 1 1 0000000000 0000000000 a05e0293f1 e19e9980c5
0 00000086 01f659d 179c8e4 0f3508e 0cf3728 032ba4b0 1739cc9 1 0 8aeb2acb03 e8f5bfd98c af86e65e87 2a6140750c 1 1 0000000000 0000000000 8aeb2acb03 e8f5bfd98c
0 00000087 06a71a8 05435f0 1076cc2 18e2580 3a3e3749 1aa07e7 1 0 26e47ceaf8 84d269f18f 46028c5e99 4545d301f9 1 1 0000000000 0000000000 26e47ceaf8 84d269f18f
0 00000088 0478bf8 1860a1f 033639c 11cedd3 c28188ca 158de23 0 1 73d489bb35 d345f4e577 f740c3b192 94b30d7f18 1 1 0000000000 0000000000 73d489bb35 d345f4e577
0 00000089 030efd5 1ee0935 08f757a 0dd46b4 0cae0c97 10e24e7 0 0 c3a6e7cd09 93e48824b5 754afa327d ee495365a3 0 1 0000000000 0000000000 c3a6e7cd09 93e48824b5
0 0000008a 18eee1c 1e20a13 0d10eaf 1093882 fa71ffa3 0413b69 1 1 7229ee2a7a 929d8be192 b77e684fa7 8d913ed187 1 0 0000000000 0000000000 0000000000 0000000000
0 0000008b 1a41f01 1b40be1 1192e01 161fb99 daf86829 0053b29 1 1 5a7e3ebcc1 59b99c5e19 431d40547a 2f97b32bda 1 0 0000000000 0000000000 0000000000 0000000000
0 0000008c 049275e 1938295 09f7fe3 0e14cf6 c4baa032 0f07f68 0 1 2564a91029 d3123f4ccb 1067071750 1a93c4f705 0 0 14d64dd8e8 0000000000 22e97e91b2 0000000000
0 0000008d 1cc2434 1d4948b 043ed95 02a05c4 017c7052 143751a 0 0 179589f2e1 3ba1ab070d ad3942de06 e18bdc81e6 0 1 0000000000 0000000000 179589f2e1 3ba1ab070d
0 0000008e 16c3ff6 08f9c6a 0201be0 01bb662 01676cbe 0a599c7 1 0 8a9e945a61 d7d5bfd7d9 fe9abb3357 a43a0b5424 0 0 0000000000 0000000000 0000000000 0000000000
0 0000008f 0597032 022ab02 097c19d 0250e59 3599134d 1ddde6d 1 0 806c7cd420 72468b2f50 3a8cdc99ff dbee90e100 1 1 0000000000 0000000000 806c7cd420 72468b2f50
0 00000090 07c4b4c 163c1ac 043bd58 10f5ab2 0d6fcac2 070f157 1 1 d8f0d6fbfe 92b88affdf e6ba86f032 73f027184d 0 0 0000000000 0000000000 0000000000 0000000000
0 00000091 0f081bc 07dcc18 040cfaf 0396cd3 7e2b12e6 05486fc 1 1 94c9e4e1cb edf739a6af 4cf13cd171 87f727c62c 0 0 0000000000 0000000000 0000000000 0000000000
0 00000092 16de8a5 1b572cb 0081df8 0df0ea0 12af8fc8 1c703c8 1 0 0b725acfdb 14ef1b96f1 20bd177b8d 81c63e355e 0 1 0000000000 0000000000 0b725acfdb 14ef1b96f1
0 00000093 0760804 1554e2b 0dedd5d 09569c1 6d551d8a 05342e6 1 0 2140c925bf 8bde6516cb e61b461700 1aec885c0f 1 0 0000000000 0000000000 0000000000 0000000000
0 00000094 1b32dc7 186d338 02e14e4 1b389c1 eecb7016 0787945 1 1 8554a4482e 2d8aca1459 830d46d95f 0e9421220a 0 0 0000000000 0000000000 0000000000 0000000000
0 00000095 0a9c8d2 07d9fc9 05ef30d 07df14f 6f7e3c31 19383f3 0 0 37053d8d64 d9a9af3987 54fca7ea5a 2bd75b39d7 0 1 0000000000 0000000000 37053d8d64 d9a9af3987
0 00000096 07dee63 021a0c7 1dee980 1e4a942 6bee12dc 11beb78 0 1 2302e10efb 6bc170e440 580409c654 a050826007 1 1 0000000000 0000000000 2302e10efb 6bc170e440
0 00000097 075799f 1e08d59 0f6f4ec 004664a cd9088cb 0895fbd 1 1 02a28aa0b9 43e5b5c3ba 5c46b12dfb 38181a9d20 1 0 0000000000 0000000000 0000000000 0000000000
0 00000098 0b14f36 0880b9b 08bde29 1755ec1 5e026c7d 098725d 0 1 c017c302e0 d43dfec8d2 da696ad1e6 d277007684 0 0 90e7b6b19b 0000000000 c7438aa5c1 0000000000
0 00000099 081525e 023ddc6 0befd71 07ea5d0 eeb9ee0f 1039113 0 0 a9f7669326 be12c7b437 0ef6b5455d 3e18d0d717 1 1 0000000000 0000000000 a9f7669326 be12c7b437
0 0000009a 011ce7e 1e0af3c 0137373 102927a 636723d9 140b1be 1 0 73b150aeab 88acd8ccdc a3a9c836fc ffb91d3fa1 1 1 0000000000 0000000000 73b150aeab 88acd8ccdc
0 0000009b 064479c 15879fb 11ac473 1c2d72b b55f511b 145ede0 1 0 a67f57654b 73cd3e8554 1efbeb653f 2484c3816c 1 1 0000000000 0000000000 a67f57654b 73cd3e8554
0 0000009c 167dda9 0cf541e 0616710 081e6bb 7ea3b064 066675c 1 1 8c5212c252 71dfdc9363 2f993a04c6 2ec1c87fcd 0 0 0000000000 0000000000 0000000000 0000000000
0 0000009d 1d7a9eb 1c15672 034a409 02fd1e2 68010554 06d5297 1 1 f83a8d5d45 99b96d9354 6428df70ed 46a8666896 0 0 0000000000 0000000000 0000000000 0000000000
0 0000009e 18f809c 0984bad 16631f2 1fbc898 040c05fb 049ef5f 1 0 168266b55d c4bd281252 fd3db8b1a5 e1607c9fc9 0 0 0000000000 0000000000 0000000000 0000000000
0 0000009f 0890407 183f17d 0039138 126fe43 6194620a 05166ec 1 0 d27d526b2c 558c8806d9 dfcc8b35d2 f3d02f3f36 0 0 0000000000 0000000000 0000000000 0000000000
0 000000a0 0bb7643 1a71637 0755a44 1ac4e7a 7cac422c 1cfe5a4 1 0 06bee47d41 040a6f7f48 c8342f1973 d828941f89 0 1 0000000000 0000000000 06bee47d41 040a6f7f48
0 000000a1 0333826 1a1fe67 1570e5c 0e74c1e 2e420cb8 0e2de05 1 0 8b32325969 6516bcc26a d95a1866dd b62dba0d54 1 0 0000000000 0000000000 0000000000 0000000000
0 000000a2 082ad47 0b00e38 13c48fc 1c76799 8d93b695 029413a 1 0 98c56f19af 38c3be6d2d 2265ca37cf 6c56ea64c4 1 0 0000000000 0000000000 0000000000 0000000000
0 000000a3 054fb30 008166d 1093d5f 1c1261f 8ee9f99b 1075dc4 1 0 cbdce45ac7 9642b033e8 ab00227eb1 a9d55639da 0 1 0000000000 0000000000 cbdce45ac7 9642b033e8
0 000000a4 133298f 0ffdd72 196fe26 04449d5 ff9c61ae 1a52550 1 0 c2282721c1 934a59997a 25a32a9c4c 18d1db9e46 0 1 0000000000 0000000000 c2282721c1 934a59997a
0 000000a5 028ad50 0e024fc 16b8b44 17d0fa6 06cbbd22 17df050 0 0 410f68f248 2ec8b231e9 a349ccd8fc c56b174640 1 1 0000000000 0000000000 410f68f248 2ec8b231e9
0 000000a6 19c7ee1 1cade80 1e83de3 16f5148 ab8e2a10 003a31a 1 1 3e22eb6e7f 76dfb42e18 3510cf8462 c963203ec4 1 0 0000000000 0000000000 0000000000 0000000000
0 000000a7 1dc4f20 1d35450 17a856e 153f68a 766003e3 0645abc 0 1 c6a60e5796 df48f03f36 1bd616b1a8 c63d4320e1 0 0 d27011f0b4 0000000000 c02d14c45f 0000000000
0 000000a8 0fc1233 038793c 185c188 01bbbeb 74119efa 0f236a0 0 0 5375e9c2db 5200f401ac 2b292fd778 148001c45c 1 2 0000000000 0000000000 5375e9c2db 5200f401ac
0 000000a9 070c8e2 05d062b 108127e 048cb9d d06f33b0 1757b7e 1 1 6701c726d1 bd236ce120 eaa878deb1 da6eca2c9d 0 1 0000000000 0000000000 6701c726d1 bd236ce120
0 000000aa 138d711 189c2ba 0b94f0c 1371466 1ed99dbb 05b0936 0 0 dc6d298e04 b22a207b91 c13fae415e fbafb35863 1 0 035d221c4e 9b6f87582d ec89377d25 b24308699a
0 000000ab 05f1ba2 1e3ede3 088712f 16701c7 e6877df9 02a64df 1 0 51942ce71d fdb448683c dd9093a2e1 47e58e7417 0 0 0000000000 0000000000 0000000000 0000000000
0 000000ac 1ac4e22 0664d6a 1d19ffb 0ef722c 48164f27 1e53944 1 1 d144877780 236faf3786 2b01ebcf73 0538bbd825 1 1 0000000000 0000000000 d144877780 236faf3786
0 000000ad 177ec2f 0a8beb1 18ae04b 03d5e41 6180c7cb 061c23a 0 0 bf67798a3b e1e10aaee7 a75a6f7383 11992ec8ea 1 0 874652de66 ba00a9c62e d14f1b7ace dd5d85be35
0 000000ae 1b52eec 1f90eb1 1e1ef9f 1571cab d6c48738 05bb5bd 0 0 9180df0bb1 97894f9c55 6d5b70349b e4a3dcc736 0 2 0000000000 0000000000 9180df0bb1 97894f9c55
0 000000af 1d75f94 15db5c2 1f65e17 1deac59 f1953548 1b563aa 0 1 3eabe947db 3a99afbdb5 85e4d749c8 dc3be9c7a3 0 1 0000000000 0000000000 3eabe947db 3a99afbdb5
0 000000b0 071741f 0832496 1a4480b 1ca5f60 d28d25f2 0a8b602 1 0 10bc3ebaf4 0f3af819e8 8fd38a09e3 76ad081ac1 0 0 0000000000 0000000000 0000000000 0000000000
0 000000b1 0ecebde 1b3c216 0e1c57a 1077772 cb3ea44f 0168869 0 0 b41f94b446 049ef40c17 96eb4fc5ac e7d25b0f1a 0 0 a553745186 c5d13b94f7 c9094af63d 07dc8d13fb
0 000000b2 195ecb1 0ebd7ae 1c53891 11142f8 27c70b2e 19ac573 1 1 d57c21e4a2 757064ca4f 64097470cc 8e9092a401 1 1 0000000000 0000000000 d57c21e4a2 757064ca4f
0 000000b3 18e17bd 1492ad9 0c98fe4 075026f dd9847bc 02db887 0 1 74b713b72b 88345b6474 3ada131896 a0a2c06e6a 0 0 7443efe1f2 0000000000 6bdd864dc0 0000000000
0 000000b4 0a38b6f 0b314ec 1e13a37 06885d1 8d61e283 1aeb4d0 1 1 c4bbe9be5e 702ed5e32a 433e4bd46b 74747fc0d9 1 1 0000000000 0000000000 c4bbe9be5e 702ed5e32a
0 000000b5 171d024 1215dc8 0f7dcf8 078648c a9f0fca8 1b5795d 1 0 810eceaf92 6c8afe57c4 b9de0c1a20 bc6891836e 1 1 0000000000 0000000000 810eceaf92 6c8afe57c4
0 000000b6 0425dee 17f2fbe 008575e 014d72b 7f29212d 1b1ccf4 0 1 fcd01c9f6e 959f8ce8eb 848283f2c5 ec9ecb5f18 1 1 0000000000 0000000000 fcd01c9f6e 959f8ce8eb
0 000000b7 13dbf91 05fc558 07ccfe7 1b17ba5 f3f7d0ac 0da21b3 0 0 88c710010f a68a030855 2b4ccd3e76 e23d559f26 0 0 a28c3f73df a11e8ea6ef 83124895f2 aae0aebcd4
0 000000b8 14d587a 0e65542 0cc0c6e 192e0ca a3ce0a6f 0dcd2fc 1 1 8ba1aaa8ef 50da13bf6f 58317440ff edf64c78f1 1 0 0000000000 0000000000 0000000000 0000000000
0 000000b9 0e6109e 0412e13 1685571 1834bc0 56fd39a6 1b5f5bb 0 0 4d25614ab4 5a40d62bb1 447837b998 7c4b6a469a 1 1 0000000000 0000000000 4d25614ab4 5a40d62bb1
0 000000ba 05bd649 19b481f 012b17b 0350cee 8c71c4c0 09b354a 1 0 f45198fafa 189815b6e2 c698ff5f5f 3868107c14 0 0 0000000000 0000000000 0000000000 0000000000
0 000000bb 11e4ba5 07be071 01d914e 05e7033 ef12194f 13ee390 1 0 5d10ad9042 732e2ec223 37c49af499 a1be3761b1 0 1 0000000000 0000000000 5d10ad9042 732e2ec223
0 000000bc 0727c2f 003cbb1 04be6ee 1dcb585 6e1c7982 0eb1e4e 0 0 6f0376d293 89859544b8 a619875f5b 26381269e3 1 2 0000000000 0000000000 6f0376d293 89859544b8
0 000000bd 1e5012c 0dd5729 0597507 138d402 bfa3b528 0ceb528 1 1 252473a9c0 f65a3d5c6c d466b14745 8bedf9e6cf 0 0 0000000000 0000000000 0000000000 0000000000
0 000000be 1a8ef29 091a7a6 0c75e0b 01fdb32 149fbd9f 1a1a8ce 1 1 e8677aa146 70f178b690 6ea2182ca5 2bd4c6e70a 1 1 0000000000 0000000000 e8677aa146 70f178b690
0 000000bf 169c31a 0d906be 1658cc3 1078dc7 49f8dccf 0a0caad 0 0 1b0786839c 2d94b3bc29 23961b5374 3848b7233f 0 0 e2b6d4974d f17f233619 13df856949 1e03ca106f
0 000000c0 1e63685 17c4366 07dc061 14794b6 9f092c7c 01819f3 0 1 eb7d8c4539 2713d58fc3 fd2dfec14f 067d07e03c 0 0 c93d538908 0000000000 ed75185d34 0000000000
0 000000c1 1c2f0f7 0a9a74f 133d772 02dde7f f755a561 1784f79 1 0 1fe0ae9016 bf201f31b5 fada3aadc8 4d45e97265 0 1 0000000000 0000000000 1fe0ae9016 bf201f31b5
0 000000c2 1e41a53 08a6935 1702c10 042c3cc c41ee831 0afccc6 0 0 4a8e758d31 9364f9f478 111c38f954 65d28ce9c8 0 2 0000000000 0000000000 4a8e758d31 9364f9f478
0 000000c3 0aba11c 0eb1e96 0b85cd3 1f36389 7fbb5816 0176d66 0 1 203bdc4c2d 38b400b69f 3ee2baa971 3cac50cbfc 1 0 b84a0fa347 0000000000 13c64af043 0000000000
0 000000c4 16f81e9 199422d 106b897 15adf95 b3ee1a58 1add4a3 1 0 17958f6471 3d69677a09 21b4eff43e 9c5c588d52 0 1 0000000000 0000000000 17958f6471 3d69677a09
0 000000c5 0374b8a 0b9f1fb 0886174 1204230 d741805c 0ee6160 0 0 d5dcfd334e cb90413324 df6031ab0e 0d7fdabcbd 0 0 f5d4ca9910 a207a58026 dd2385e5d0 c512205a60
0 000000c6 1995a23 1e38960 189f2a5 162ca18 e0606660 1f6b093 1 0 a2a3b8d3af a310d2aaa1 30cb05019e b9d4681dba 1 1 0000000000 0000000000 a2a3b8d3af a310d2aaa1
0 000000c7 131876b 11bd974 0f566e8 0b02a8c fac816c9 10d6689 0 0 c4d1bd5b12 c30e2b99ae 95ee505ec0 f21317307d 1 1 0000000000 0000000000 c4d1bd5b12 c30e2b99ae
0 000000c8 0ced769 1a43545 1276e8b 1d9b53b 56d39aa3 00b92e9 0 1 53b491ed93 80b0bd0f72 229d054432 fda298d032 1 0 52a8c4623c 0000000000 48dce29b25 0000000000
0 000000c9 168240c 1ad40c0 151c689 0366ca3 ac4fb116 0e546a7 1 0 f39f13e55d 4fb4023603 8214686234 655c9b399e 1 0 0000000000 0000000000 0000000000 0000000000
0 000000ca 0057f4b 134f7e8 081d79e 0c26461 a0ab5663 07eb1da 0 1 7f210c3dce dbfcce4c28 a64e6f2746 483bd50c6a 1 2 0000000000 0000000000 7f210c3dce dbfcce4c28
0 000000cb 043d38e 096c9a6 15f230d 06c479f 356be9b2 1d9c9bf 0 0 89dc032c44 63d35513d9 179692248b ecdb1cbb1b 0 1 0000000000 0000000000 89dc032c44 63d35513d9
0 000000cc 14a07e3 15e9db2 1a2b57e 1dda6cd 58527e5e 0ff2a30 0 0 314bc4c173 5b497f5789 6d2db8b3d5 962f3c0c80 1 0 69161c7165 384f0c91b9 1c47fde7d1 71a05311d2
0 000000cd 0b5866d 005f80c 10c68aa 05d0456 9ffb31d9 1902618 0 0 e2ab79d9e2 0ae049f224 c86e44baab 77af4451d6 0 1 0000000000 0000000000 e2ab79d9e2 0ae049f224
0 000000ce 140204a 16f1a5a 1f9730f 127ba8a 08d01c0e 0c7410e 1 1 faf494644a 31fda4f248 6a351f7f31 4ce4ea9184 0 0 0000000000 0000000000 0000000000 0000000000
0 000000cf 162efcd 05f51c3 15f5b60 06b947a 4146d257 1626c2f 0 1 f17c08329d 236dc9857b befc3afadb a938a9b052 1 1 0000000000 0000000000 f17c08329d 236dc9857b
0 000000d0 1819944 1cd4f0b 12f9e95 1fdd33d 8a1824ac 07a680d 1 0 f8f1653df4 9d0d616b5b 0c67976367 e2c38c757e 1 0 0000000000 0000000000 0000000000 0000000000
0 000000d1 1eff80f 1fe6e42 01a4720 13a06fe 94a9ef56 0b1e600 1 1 cb4e0ca7e8 0cf393dea7 4c5f3908f1 24499e57b3 1 0 0000000000 0000000000 0000000000 0000000000
0 000000d2 19b4873 0af5a18 0ce59ca 0714ab1 aa1c75ff 0d3f73b 0 0 3d03eaee89 6e45dd0809 e2aeffe7cc 6aa8efcb99 0 2 0000000000 0000000000 3d03eaee89 6e45dd0809
0 000000d3 0c583c2 1eddce3 0bdaf38 0c69074 2a25d82d 08b2f94 0 1 97ef85d8b5 610cf3c528 78dd003eac 1e9a3c8295 1 2 0000000000 0000000000 97ef85d8b5 610cf3c528
0 000000d4 01add8a 02bcf60 0011d24 19ec15e 2d7282b7 17f8172 0 1 79f3488832 93dad995f0 e55612c816 64d578a37a 1 1 0000000000 0000000000 79f3488832 93dad995f0
0 000000d5 12b9257 11c5f08 1752574 1747ddf 5cd85383 112df0d 1 0 7763dee78b 7b3584cf2c bb4fc5df13 b1510e88ab 0 1 0000000000 0000000000 7763dee78b 7b3584cf2c
0 000000d6 0320669 1155bda 171e8c7 0f2ee59 aea18e60 080e5b2 1 0 113104045d cc0378c56a 0e9b0ce01b efd875bd6c 1 0 0000000000 0000000000 0000000000 0000000000
0 000000d7 142226f 095981e 1c1510b 020260b dd657880 04d9797 0 0 077146af87 e4c12fde59 cb13400a49 e53d6805da 0 0 222d7f1bf0 eecca3b139 1334728a68 e904f5a5a4
0 000000d8 1c6fed6 06cf228 191094d 019fbb9 f5080ff3 06f2af5 0 1 502ebb3b66 4b7599d7c6 1a2d5e04d2 2fca2d925f 0 0 50acc83551 0000000000 4a72932b9a 0000000000
0 000000d9 05be13e 0658abf 0ac8aee 0df5afa 0a91b1f6 1ad923a 1 1 dd78cc2a0d 8aff4d2016 c23f5a8c1d bfcc10bb0d 1 1 0000000000 0000000000 dd78cc2a0d 8aff4d2016
0 000000da 1db70bf 142db12 031620b 0f1327f 4fa49873 0a28f85 0 0 730f4fdc2e 431c5116c8 4c697cdfd4 3ed47f84bb 1 2 0000000000 0000000000 730f4fdc2e 431c5116c8
0 000000db 05cef8d 0185ec4 108deea 1ceec26 d36df42c 117cf8f 1 0 141a93930c c1a783b048 66beebc73d 51586a4a5c 1 1 0000000000 0000000000 141a93930c c1a783b048
0 000000dc 142e35e 0bf41e6 00275ba 0ae75f6 7a6ba36a 1e44547 0 1 ec08b8e4b4 3c281a952b c85b21c1c2 4b20b99b76 1 1 0000000000 0000000000 ec08b8e4b4 3c281a952b
0 000000dd 04d4c33 1ed355d 008071f 0d53363 1579b64d 1dd0f32 0 1 3337beaf35 8d1e78fc0a 21b312e9c4 0bed5821d8 1 1 0000000000 0000000000 3337beaf35 8d1e78fc0a
0 000000de 110c2f9 1254967 0f7a328 114ecbc 10a76f20 1929cc9 1 0 4a538a247c 9843c90180 82c9f0cf04 cbfb919b2b 0 1 0000000000 0000000000 4a538a247c 9843c90180
0 000000df 084f66b 1f489f6 0f18c0a 0817f4c 47b92ecc 15311aa 0 1 c0e9cedd1b 206c01d3b0 22c08fb702 f614040e07 0 1 0000000000 0000000000 c0e9cedd1b 206c01d3b0
0 000000e0 0cb6ad8 13262b9 068a90d 1a25be9 fc2ede4e 0ec8f5b 1 0 1ec3169df3 6bcdb5ca14 efa5d6f847 211ac4e244 1 0 0000000000 0000000000 0000000000 0000000000
0 000000e1 0e784e3 189bf61 0a4c4fc 11922d2 f1520da9 1b8e192 1 0 93dcb35c06 285e790a24 8edbe5a530 c203ac1d02 0 1 0000000000 0000000000 93dcb35c06 285e790a24
0 000000e2 0be7786 1aa99df 1887e60 0c9ac6f c796540f 1e1fd6f 1 0 0bac330131 d3138e0f3c 5c4a398c6a ddd2f24a4b 0 1 0000000000 0000000000 0bac330131 d3138e0f3c
0 000000e3 0fd3055 0c77841 02860d2 1a0183c f8c42c95 1d84ec6 0 0 12ecb0d4a0 8120f84340 62abc514d1 e814a5869c 1 1 0000000000 0000000000 12ecb0d4a0 8120f84340
0 000000e4 02c1405 0798a49 0438a93 016ab8f 6678a795 02f0ac3 0 0 5dfc2445e2 4f09a0ebca 3eccd6089e 92edf492d5 0 0 341e5573fc 6682988827 51a461d996 63efb7195c
0 000000e5 0bec1ca 12cdbf3 0f613b4 01296fa e0f261cc 099ebd2 1 0 8d5912ca67 b97146012b b75888fa27 763654d80f 0 0 0000000000 0000000000 0000000000 0000000000
0 000000e6 10abd7c 1aea7fb 040e63b 1f31b77 6b8dac0d 0030fd9 1 0 70c189cf6b e48acd0a45 0b29726638 9b800aca36 1 0 0000000000 0000000000 0000000000 0000000000
0 000000e7 0df32b5 122d8e6 02c2524 10c9b6a a86665be 127162a 0 0 616843c916 50102d50d1 9f276aa199 36f4eb35d9 1 1 0000000000 0000000000 616843c916 50102d50d1
0 000000e8 1249089 0d35015 09c6f29 0f11b32 9251ff9a 010a7bf 1 1 21da8ed187 eb9d7850dc 92ae578789 2e939e2f0e 1 0 0000000000 0000000000 0000000000 0000000000
0 000000e9 0898429 16ff9fe 19f5472 00995df 90c19543 0537b37 0 1 3f83d9b9e2 38105dbd4b 9f6fdc5d38 107ebc533a 0 0 f7a2db2506 0000000000 50a8db369f 0000000000
0 000000ea 132928a 103d0c6 0d8a991 1f9605e 08d0c6cf 04cc0a8 0 0 0d913f7412 cb594ca827 876d89ff7b c1c2d7a6bb 1 0 3218f5ba46 d7029095f9 2996e4932e da11e8fed6
0 000000eb 076b618 1d8bf0e 1fbf350 19b036f 021247e0 0ad679a 1 0 086dd38f4c 1d650a9fc7 6078489ce2 e983c9fb24 0 0 0000000000 0000000000 0000000000 0000000000
0 000000ec 00055b7 043cfab 1316ffb 05543d6 1fa3630c 0fd950d 1 1 64fceab010 304cbfad81 7f18be88ac d84991b8d6 0 0 0000000000 0000000000 0000000000 0000000000
0 000000ed 13996dd 0c20344 1a6d20c 1a1c8b4 5a9c78dc 0b9a320 0 1 4226c1294a d5652573e1 077fc9c416 73e50e384a 0 0 0c3e681c2c 0000000000 41a9acc25b 0000000000
0 000000ee 06404ea 00aa377 10de464 0175e5b 33e84fe2 16f05ff 1 0 4ef66a0bec b0851bd1c5 b74c575968 7b9f6bf657 1 1 0000000000 0000000000 4ef66a0bec b0851bd1c5
0 000000ef 062d21d 1aabdee 1d5d118 17c6a6d 5ffa1197 04c83ee 1 0 a3c32a150d 76fc3e3fad 63dcb490a9 532fe4a802 1 0 0000000000 0000000000 0000000000 0000000000
0 000000f0 1288116 111b115 097e476 11bfadc 2dde1124 007e773 0 1 1c2cc38d2c 298ecc5d5f 87eae8ab57 03772e3a62 0 0 5b5d838960 0000000000 3797b1153e 0000000000
0 000000f1 149812a 1ba1a0b 0fbad06 0734080 93955c01 13fb47d 0 1 f6ec8164a8 b815135223 97db6ed54e 70c3df1b7e 1 1 0000000000 0000000000 f6ec8164a8 b815135223
0 000000f2 1fa85c5 120ac66 0b4940f 129b0e8 4bf06488 1f160d5 0 1 42415c83f5 a5fc3c1cce d8c0847ffd 72c33d9216 1 1 0000000000 0000000000 42415c83f5 a5fc3c1cce
0 000000f3 0e59adc 0326aed 19122bc 07da633 4ad5a4a3 0d01ba5 0 1 6905e64e03 4a6a95cfd2 01d3ef311b f3e9b95a81 0 0 44a5c70840 0000000000 6581669236 0000000000
0 000000f4 18ca958 0f301e5 0810ff9 09952ac 8cba143a 0f9d5c4 1 1 ebbad64ff7 9c97084827 80f34de434 6889fd6362 0 0 0000000000 0000000000 0000000000 0000000000
0 000000f5 103a58b 1df5f73 0bb5e53 1978ea5 6a04c037 0721b82 1 1 f89e91824e c62908f1fb 3a65b5d487 34a695a15b 0 0 0000000000 0000000000 0000000000 0000000000
0 000000f6 1b6af97 1941265 19f695f 0c92437 660ce931 1862cd4 0 1 10851dbe0a 58d79ccc02 1c4aff9839 a16666f551 0 1 0000000000 0000000000 10851dbe0a 58d79ccc02
0 000000f7 0cbbb44 1dce97b 05d3285 0134566 cefc5696 181bdf2 1 0 c6087ab66b 30ded12528 add29fe241 844129030d 1 1 0000000000 0000000000 c6087ab66b 30ded12528
0 000000f8 101e344 0e275f7 02ad832 105b544 a1f4a8fc 0359690 0 0 cb3d8c8ba2 70fb49c80c 1be628c25b b076896e9c 0 2 0000000000 0000000000 cb3d8c8ba2 70fb49c80c
0 000000f9 1ac1985 0beef40 0013b5c 07911ec ad7e904b 160a4dd 1 1 f9d9660e5d f9ff011767 c986fe27c5 bcbcb7b6bf 0 1 0000000000 0000000000 f9d9660e5d f9ff011767
0 000000fa 09f98b5 1a29184 1a111d6 0d9709d 8afdacc3 110417a 0 0 2d81030b8b 8edf56f4e9 22bb9a7255 495250646d 0 1 0000000000 0000000000 2d81030b8b 8edf56f4e9
0 000000fb 07f38b6 0fd1f45 1edeac8 1b885df d80f7aed 0484a86 1 0 001d50b80b 180398808f 09e0d3cb7b f2362a9408 1 0 0000000000 0000000000 0000000000 0000000000
0 000000fc 0d63b8b 1acef71 0a54179 00f0652 2b95c26d 05ff63c 1 1 5896231dfb 13afa44527 548770aa99 469a980ec5 0 0 0000000000 0000000000 0000000000 0000000000
0 000000fd 04120dd 1b907f1 1ca5522 0764086 f8bff4b1 0f239d1 1 0 f759aec95b 244b2e987f c9c4b312b5 e4edb95402 1 0 0000000000 0000000000 0000000000 0000000000
0 000000fe 0560c31 0f7b02c 1b533f6 152a19b ffec327c 125af2d 1 0 57fc5a86a3 7a35853eab 45bb2eb1a1 2c6b2a7477 1 1 0000000000 0000000000 57fc5a86a3 7a35853eab
0 000000ff 1ea98af 12361c6 1f684c1 1b8ca98 bebf6e03 0eaae02 0 0 413b0c7c60 dfaad2e783 db1c1c53eb 57b0bcbe55 1 0 0fcd4aa45b e5867af714 48b814ff85 cf832d5418
0 00000100 1a79777 0226796 168bd59 0a10df8 08a8c786 13e5656 1 0 0c97d89803 eb32c028fc e3ab76658b b542ef5f56 0 1 0000000000 0000000000 0c97d89803 eb32c028fc
0 00000101 1deb5c6 191d2e4 080bd95 0bb742e 32f04d24 0d48701 1 1 5191aea71d 5dc87816cd 5bf9debf99 fd1144017e 0 0 0000000000 0000000000 0000000000 0000000000
0 00000102 02f318b 137389a 1d2814d 18541e3 fcaebff5 09a6ec6 1 1 5c3d367384 0dbfcaa975 7a30a07c08 a7a0d74700 1 0 0000000000 0000000000 0000000000 0000000000
0 00000103 1d3a378 1c235f4 1ca3132 03136b7 c1ae60d5 0f95b53 1 0 caab6d627b 8a17166921 1f177b8145 3e52662aaf 1 0 0000000000 0000000000 0000000000 0000000000
0 00000104 02a4ef6 1fc3180 1fd8b0f 0c079b2 39bd181b 01f4782 1 1 dd06217d78 49062d0797 db5be19d8d 629756b8bf 0 0 0000000000 0000000000 0000000000 0000000000
0 00000105 0f56700 14be17d 04fb293 13b2b40 d3c35f08 05baa77 0 1 1cb2534877 d2c9920f2a fbcc90b5c0 e968a2430b 1 0 f597efaa8c 0000000000 1c00b120e5 0000000000
0 00000106 0a2f3c9 06d46f7 1bbb5e5 0ab10ea 599a360f 1832b5a 0 0 99a19a9f14 083292794b a834155e0e b25e48afb8 0 1 0000000000 0000000000 99a19a9f14 083292794b
0 00000107 09b7beb 16c807e 00bdab3 0a58183 6476acc7 161c1b7 1 0 c20c37d77a d416ca9f0c d18b6139a0 e720d33170 1 1 0000000000 0000000000 c20c37d77a d416ca9f0c
0 00000108 106e672 16dc94b 1370011 0234f7a 13961714 124551c 1 0 5d90eaab08 df8e3bfe20 148a84e071 528470bdce 1 1 0000000000 0000000000 5d90eaab08 df8e3bfe20
0 00000109 1b9aa70 0088b64 166af36 1964d6a fc8b36c4 1a7889d 1 0 e8e8209e60 f53237372c 55ef478580 54b24e9fbd 1 1 0000000000 0000000000 e8e8209e60 f53237372c
