# id numerator denominator quotient remainder div_by_zero
00000000 000000000000000000 00000000000 000000000000000000 00000000000 1
00000134 afff300aafb898139d 16559aeb173 00000000007e14cf12 10eb1d79c87 0
00000135 3392581436d19e38a3 082e07242fc 000000000064e04c64 0502c993e33 0
00000136 2b5cb8f81ba8c30d58 1039cc787bb 00000000002ac2427c 076bd6918c4 0
00000137 a0bc958ea440ecfaa6 04fa5e462d8 000000000204a1600e 035ff8692d6 0
00000138 dc14a96b6d1137eb00 17d998d7429 000000000093a4b051 0cc4655fa07 0
00000139 82b874a379aef6d6e6 146b9076c98 0000000000666cb3ea 10dfd1f4bf6 0
0000013a d8588efb01e17eac75 18cffb3d93c 00000000008b8213a7 0c4d5948251 0
0000013b b6d09e8c4a0224ab64 15d1b8d2b16 0000000000860ecfa1 12ea951c88e 0
0000013c 91e000e68b316df6c2 120c0103898 000000000081546be6 100b1539632 0
0000013d 3c73147442f0a11bfa 06c69e5b6a7 00000000008ebdb579 03cfd9eb40b 0
0000013e 88d23d296f61e90a98 01aea341c95 0000000005155f3386 01894a5659a 0
0000013f 9a33c3ee05815266d8 1d698ea2ff0 000000000053e266d1 09c3927a3e8 0
00000140 0a04c1621873937842 18ed0cf4d9e 0000000000066e5164 1583d26288a 0
00000141 2a4500bab17c9aa08a 170df10ee6b 00000000001d55df4b 0af1a6e9231 0
00000142 fbf99bf565cc0532fb 137b6d78d2f 0000000000cef033d0 1041db21fcb 0
00000143 637991016e05f8d99e 0a458ff73d5 00000000009af30aae 01678a2ccd8 0
00000144 2bd1c51531d455582b 08a99afebbc 000000000050efa3b2 0102066bb73 0
00000145 dd1054792673b7dc5e 0c5135acd4d 00000000011f2916d4 0946a8c3a9a 0
00000146 042a2c834cfdc97316 1a1c342e4ff 0000000000028d56ac 1633576edc2 0
00000147 e4140a33514b13e363 10d0b73a8e7 0000000000d90512f8 071f5a5059b 0
00000148 3a5feeb0e8d5f6ffa4 0dfdb87b2d2 000000000042c1a60c 0a8995471cc 0
00000149 76d881f13885288529 0072768d729 00000000109cd48e1e 0069592905b 0
0000014a 2f6f394fb214c0e031 025d4ec57df 000000000140fad832 00284ad8ea3 0
0000014b 4cde78401117d01532 1f95aaa3e0d 000000000026f0a114 1c0d74d0f2e 0
0000014c 05f597a3bb26ee280d 1c497e123b5 0000000000035eeb6e 1bffcf3a947 0
0000014d e242e630e1daff3174 17f6d19e6a4 000000000097110e77 0ebac740338 0
0000014e 6d9e612d9365aa6e23 12f27e60b09 00000000005c9147b3 04636a837d8 0
0000014f aab2166ad99643be04 0cda106e729 0000000000d48264c0 0cac7f85b44 0
00000150 506a489306aeba4a92 1bbd08069e9 00000000002e6287f2 057744a4d50 0
00000151 5eebdda4373f6bf8e8 049226d943f 00000000014c434454 0235799983c 0
00000152 5716b798cf2f8df9fb 017e34f3882 0000000003a54e069a 00794f6efc7 0
00000153 b5e89accf3896f402c 04f0e9f46f1 00000000024d0cd498 03723d18d14 0
00000154 bba8a5a1388846ee7d 11c7f5a3432 0000000000a8dc8610 101b0597f5d 0
00000155 fdd0aa299a817335c8 09e92cbe186 000000000199c1f1c5 05d7f3983aa 0
00000156 83552acb68b1dbbb75 08c547f8283 0000000000ef9619fb 0029f55fa04 0
00000157 39165cc1c488fd8ba9 1120a3fb96b 000000000035544cca 031898d793b 0
00000158 252a30378a9ff19649 141d66d2cac 00000000001d8fe458 0e43e8d0b29 0
00000159 1dafcd25b68afde96e 076824cb412 00000000004020e44b 0570be52028 0
0000015a 8558947a78c9b47bcb 0473a95be4a 0000000001df408e7f 027a15e0915 0
0000015b 8f17753d05554de65c 09f0eaf9a3a 0000000000e64dade8 091db7eefcc 0
0000015c 34cd02b6436577b9b3 111b3c51327 00000000003162c583 0c1f3f3e9be 0
0000015d cad2aa37098d8312b1 152073ce72b 0000000000999ac0b6 07ef7f87a1f 0
0000015e 1eb72740df4154f9c8 1ac5e19c34e 0000000000125b28a2 033c5c9326c 0
0000015f 1c70f45cce2e8502f0 1efb8ef7001 00000000000eb00432 05b43511ebe 0
00000160 c4598d73503d432891 00cae77e386 000000000f7bafa68e 005cea0103d 0
00000161 ab7a2e7eb62ca3b562 00902de3cae 00000000130782f049 006700547c4 0
00000162 4356ce56e580a66596 009e32625ac 0000000006cf87b0b8 00411a111f6 0
00000163 750e1f22cf04ab0edf 07e3bb652e3 0000000000ed630cad 075e9c96778 0
00000164 b485742389f50b9bf3 025115cc2f7 0000000004deba1bdf 0173337b9ca 0
00000165 a844d0346f1a615482 0413053d583 000000000294cd1129 03115df6f87 0
00000166 073d723c1f16040131 1c9b336950d 0000000000040caa94 19e0adf33ad 0
00000167 185e5323800fb854ff 0f35db4a104 000000000019a22d71 093aa278e3b 0
00000168 f7a03541145e6f27d4 07843110f6e 00000000020f1e1c41 072388634e6 0
00000169 3bfefc698da475cafb 0c98eaffdf7 00000000004c339959 0beee48e11c 0
0000016a 06c6328f22da146c9d 012f27146af 00000000005b87570b 01174e7ea18 0
0000016b 2dd74f904aa65f7a9b 05e0b3ac25e 00000000007cc9168d 03f468058d5 0
0000016c 3f5737960ff70d15e4 150fd264b96 0000000000301e32b3 0547eeef002 0
0000016d d6e35e7d6d367210ad 1f413ad0d99 00000000006e017df5 1b616975840 0
0000016e cefb88cc3521b763ea 0c15e4fd8ae 000000000112061406 0855ed6b7d6 0
0000016f 9831a2d6cb340a810d 15c071a770f 00000000006ff325f8 0defaf4ff85 0
00000170 f815ab3962edd2e096 164c9adb9f8 0000000000b201085a 0aa6ef7bf66 0
00000171 6617e42b7440b5cd99 0cb61c25b40 00000000008081a996 02faf571619 0
00000172 4618facda39fa66e3d 153babe8066 000000000034d24604 0ea91e488a5 0
00000173 2d3d0ecbbf25b08b4f 10ec97bb4ef 00000000002ac4a4b9 0968e65ae98 0
00000174 f6be7e0f5e798b282c 1d639219010 000000000086553ffb 0b7fddef87c 0
00000175 e9c82f471f9a8d3a2e 0005931a598 000000029efd4a1d94 0005427464e 0
00000176 39c2735938069bb5c0 186534a6c32 000000000025e1e32e 12dbf59eec4 0
00000177 f431f27c638ac724cb 177ef35566a 0000000000a64a1d1d 040b04e58c9 0
00000178 c63edb0a8d035db4ad 11cca4bfb6d 0000000000b234501b 10b12a4202e 0
00000179 ef81107e241d8b73c5 14700d49169 0000000000bb7ff73c 006fd561029 0
0000017a 788432a3d6bd92a4fe 12a09c427e0 000000000067848249 0b4a8e3861e 0
0000017b 7584a7440c41a350c8 1e64c258b70 00000000003ddd5e02 1a6d07519e8 0
0000017c ab00c2136869f4c00a 1ee89da9c0e 000000000058853aa7 15911b7c6e8 0
0000017d 1c4ebd521c670d82c1 09ab21fc831 00000000002ed8583b 070b5918776 0
0000017e 2bbc1e81ac104b58df 0e1f6b88a94 0000000000318c5d31 058afb10e8b 0
0000017f a4200aa7f922094495 1b5c6f779f6 00000000005ff9d185 020ce9f11c7 0
00000180 e31f8475694326ad75 0a88f2f12bf 000000000158f1a7af 0465eef43e4 0
00000181 203e558aee1981016d 0cc9af45282 00000000002857bc90 01f294d204d 0
00000182 71e8effa17e1f0abde 031848fab96 00000000024ce5db39 00970fc2578 0
00000183 e21c03c801773dcef2 1e8bd8c5620 0000000000766f61e6 188e6a64e32 0
00000184 7b6325e4281a565051 13d34e87f8d 000000000063943e75 0a158abdee0 0
00000185 fe9edb50b650ccef5f 1d4678291e4 00000000008b28cd15 1c8aca363ab 0
00000186 26a4c73c22b4f2bc65 1e3ab281a46 00000000001474211a 1b9c7c50b49 0
00000187 78055a382c979ed39c 18885132e1b 00000000004e46f685 11430f7ed95 0
00000188 ffb5d6121e4a02f740 07a543ae312 00000000021721153c 067d4434508 0
00000189 81f540969b3ffb8424 1a419164053 00000000004f31abcb 19d917c1153 0
0000018a f32cf1788d7a2954d3 0f085a8e76c 000000000102d2ff05 0eef0c03bb7 0
0000018b 99ca04b8491753721b 06f4007a40d 000000000161e32ef5 0530c021baa 0
0000018c 391abd0cbf2151c114 16c25a540eb 0000000000282528a0 03eaded7634 0
0000018d 503944deb305c55ddc 1ad4454a1dc 00000000002fd7b83e 0d4512c0a94 0
0000018e 33b7c62d06f4b781c3 14f87317eb7 00000000002775a265 12c815db590 0
0000018f 019bd32ee490477364 0d894454adf 000000000001e6c896 09b69d55cba 0
00000190 f4a1307d1f793f333e 15fb0a7771d 0000000000b211bb4d 15beff13085 0
00000191 d26638eb1fb6fb17b6 1599987cf77 00000000009bd9f94b 0ceba8790d9 0
00000192 428b34746ccd390ff8 059fcb77ba6 0000000000bd4e999a 00fe35e781c 0
00000193 f12547cb5f34b6f58f 07f7607b96d 0000000001e4549d96 03263b476b1 0
00000194 e0fbb74154a5305263 1e30d9da72f 0000000000773b8f88 00df837406b 0
00000195 c2a6ac73621da987cf 1d28f30f5b9 00000000006acdf8d7 0e10e5af170 0
00000196 827e8ca962e38669ff 0409c52f5a1 0000000002050b48ec 03cbf0bb193 0
00000197 85c53e4529b1cf5358 1af45d29698 00000000004f67b2c8 17b396bfc98 0
00000198 9c448d098d97b3a8fb 048b9c336f5 0000000002261330bb 009d99d9404 0
00000199 8046242a0e6465c8cc 061cae552ee 00000000014fcb3a11 039c1a75afe 0
0000019a 64bd1e74b5485aa81d 0a6dce76d9b 00000000009a8d8035 04f39447706 0
0000019b d63ba21c20b5c3af36 1a6ac0a9d7f 000000000081c12c3f 12cd05618f5 0
0000019c 5709cb54d927fad2c9 194b0cc1e35 0000000000370f0fe3 131451beeca 0
0000019d a9fa811c69d79a3966 0584ae89f48 0000000001ecd81f6b 00b9855ee4e 0
0000019e f1ec70f54baf3da5eb 1b98356bf35 00000000008c45ef89 073e405d78e 0
0000019f c4662dc5dd4515d55c 08abe085b76 00000000016a62a49a 021ba4b3860 0
000001a0 31bd310e5b0dc7745e 0896b8a76a2 00000000005ca8acbb 038659df408 0
000001a1 157f33ed2e928376d6 04f1c31e387 000000000045905624 0327a201dda 0
000001a2 e64b006df36198695d 0b834b438a6 0000000001400cad46 0b50640bdf9 0
000001a3 88fdcaec5666c00e21 0a42ed50145 0000000000d59a1834 067bedb541d 0
000001a4 e16591e283e94dd1bb 1dd3843664f 000000000078e974fd 0179e6ee9a8 0
000001a5 40f9ec4b164953a758 16dd656ea87 00000000002d77d4fe 0fae51e2966 0
000001a6 b815743bacac3ff5b1 0ba3b2f8cd0 0000000000fd0c51be 05689a7a351 0
000001a7 68c707bb65a83a4e58 190469e6e1c 00000000004302e89e 04c4e70f910 0
000001a8 35fa66f74c07518cad 0973e1853dd 00000000005b5da72a 053f2559f6b 0
000001a9 038d9fb0cc50cc58d8 003878ac025 000000000101b9207a 00260eb2736 0
000001aa cc10b35397b79295f8 1ff074b5aa4 0000000000663a01d4 02e80a8e228 0
000001ab e55fb15702f9f3fdcb 13f841d5d5d 0000000000b7c6e6e1 109c955610e 0
000001ac dcfa04463154797617 0c3aa9e405c 0000000001211d5032 0136708241f 0
000001ad 8a55c5c91e9c75ed56 043deb0e2cd 000000000209ca07d6 02573a2baf8 0
000001ae c3f06e5e35c518b0df 02762fc6df8 0000000004f989d775 02675a72687 0
000001af fcaedb1e34469f4b55 00ae5b96d3c 00000000173002e4da 00166f6d63d 0
000001b0 ec47e6772dc1558b77 08746be59fa 0000000001bf24aa98 0012b681b07 0
000001b1 48b0234371f2bfb14d 1f19551eed7 00000000002565a3de 106fcccaddb 0
000001b2 e5c1ea7cd67008788d 1df47ad7816 00000000007ab8ae49 18a4c224647 0
000001b3 e228fb36401cae3c54 08359a67374 0000000001b8c88a8b 02122710458 0
000001b4 429554434fca7d8c30 0c2f8628184 0000000000576cdf36 03f17343e58 0
000001b5 92d4c7f173d1b9070a 1bab9dcce38 000000000054e72cf9 0faa1fad292 0
000001b6 34ab7595515fa2fec6 05f6d882775 00000000008d4b7762 04026e580fc 0
000001b7 b6d595d8b148990a71 1b1e47f9351 00000000006bdfa906 0f986cc1d8b 0
000001b8 723d128a93c650c471 122c9ac41af 000000000064926654 0e925d17d05 0
000001b9 fe85e1b4628a3c1fdb 1646e0623b1 0000000000b6ce9bb7 0a99dce7154 0
000001ba f27f17174400497c1a 08743c871e1 0000000001caf1ea0e 079546a97cc 0
000001bb 44e9de62c8ce5f9ec9 08122c60a00 0000000000889d64cf 004325588c9 0
000001bc 7dbbc3d218f5ee37d0 12512644213 00000000006dd43453 02ed344efa7 0
000001bd 0e7fcbd0965afbc8c3 0b261e67bfc 000000000014cede7c 0219b0b32b3 0
000001be d91a81ee55ed32bd81 032c2d9eb13 000000000446e71873 00da71f5bf8 0
000001bf 5bbd7b5cb595ee2834 044285ddd8f 0000000001589361d9 0056c4d2afd 0
000001c0 e53002312cab2c6237 02d2232319d 000000000513f6adc6 02cf8f4e9c9 0
000001c1 3921742da4f3bb35c7 1f9c7b8a2ce 00000000001ceaa7c0 0725ec0b947 0
000001c2 1e8cd68353b03ea13d 02e9153c1af 0000000000a7f21337 002ff7207a4 0
000001c3 ea890ca117e315f9a3 0e9f3d43b27 000000000100a34861 096253397dc 0
000001c4 2687eb7d4375a639ee 02f7453185e 0000000000cfdc6daf 02e9cb08bac 0
000001c5 3f8553c183f3e16157 08e3cf6a82b 000000000072531d11 04e4a82577c 0
000001c6 b96eec0a2ab373d202 0dde46c105c 0000000000d5efd1d4 06d7eb729d2 0
000001c7 3fcfe73ee3e17ba73c 011f88f5c32 00000000038d049307 010c8d76bde 0
000001c8 a51d0fd1f209205c4e 06ac3205f5b 00000000018beaf5cf 027b4832ab9 0
000001c9 5441b53711eb0644f2 13c30c35cf7 00000000004437aab5 0772018844f 0
000001ca 045f9baaf44a513717 1900343bcb4 000000000002cc86bd 078a518ae33 0
000001cb 6b360c588cd1c20fd5 16cfc598cc2 00000000004b329546 0255e74a8c9 0
000001cc 360d7066bcb74adc43 0dccae59371 00000000003eabf2a4 06edc5c95df 0
000001cd b079d378aacec3303c 164b0ef6f7c 00000000007ea879a8 0f554906adc 0
000001ce d66d2df1161c329c5a 090f2c9335c 00000000017ab55df5 01381f0094e 0
000001cf 320ba557c9abe3be3f 0a0087af1d6 0000000000500e63e9 08e4ec3e079 0
000001d0 3f2692d4fbedfc805b 17c365aa184 00000000002a85155c 04d6496a0eb 0
000001d1 f036ad476f8d34b3ea 170c59d254a 0000000000a6c15be8 15681bf9ada 0
000001d2 4c3be4b7fab7cb2698 186d1f1ea50 000000000031ef8d19 17ae86d34c8 0
000001d3 393a5f331a81039e16 1fd47c24b03 00000000001cc44deb 00e6eccdb55 0
000001d4 5eeaceb3d01aa496b9 0591c6dcd6c 000000000110ae1909 0030250d1ed 0
000001d5 2d2982c717f779e326 08c470e69be 0000000000526b3797 030e6d7b214 0
000001d6 a3f54b851905d5d384 0f90b2edc33 0000000000a889b2a3 02b0299290b 0
000001d7 f40cdba51499fc5f1b 1f1d27cfb63 00000000007d80164e 012b1cd44f1 0
000001d8 d174f4b17d99192926 0322bd3a3ed 00000000042cc27d3c 01206da049a 0
000001d9 7b9cae326c1cccd711 18a4861a600 000000000050424430 037ce65b711 0
000001da 7d1db7cb0a6b283d4a 022ce70de7d 0000000003983985e4 017293624f6 0
000001db 15f95406596c55147d 0b94d3a8188 00000000001e5b90ab 027f20c0ea5 0
000001dc c34a574a874dda6fa5 1a36a4d39f8 000000000077333a1d 199ef90ae8d 0
000001dd beab6122fa0338f1ec 1ebadca574a 000000000063466108 1ad6d972d9c 0
000001de 36238ad00df18117b1 0e8108d0445 00000000003bb90701 0ce08f9306c 0
000001df 0de5a9ba8df6719df0 101c28f73fc 00000000000dcd5efd 09c554975e4 0
000001e0 c11b54718feb5e7f40 05e0cf2e05a 00000000020d9ffb46 0345516e8a4 0
000001e1 82dc6199b94e4407c2 1a6e3af2635 00000000004f37c3ea 05335adbc50 0
000001e2 c00cf22c4b72899be3 075706e2348 0000000001a2a44acc 00bda72ae83 0
000001e3 bdb61707052bc64e15 17224322c01 00000000008335a5e4 120f9857831 0
000001e4 557bce6d73cf87fab1 1332e734faf 0000000000473d9b53 02869332ff4 0
000001e5 d28922351d282047c2 16cd8613bbc 000000000093b9dc53 14e526859ce 0
000001e6 a037170e7411ab9c3f 183c76a5885 000000000069c4ed80 13895b838bf 0
000001e7 10fa8f2166d15231ac 117323e39c1 00000000000f916fe3 06b43c94c89 0
000001e8 ebfc23d02486ccc3e2 1d19e03c2ec 000000000081bf110e 12848926efa 0
000001e9 a3bab12206340c3cd6 174edf37005 00000000007064a069 03e833c2ac9 0
000001ea e3cffe3fc1ac9c8dbb 0ebfd74d173 0000000000f7210772 097a80a2385 0
000001eb 52ab040fab0283eeee 17c8277afaf 0000000000379e181a 02d82e1af28 0
000001ec f49f2102537a5b0360 1c6c8c781e2 000000000089b2d2e2 0e8508af5dc 0
000001ed a288038ba621a07148 0c7765fa361 0000000000d099cd78 07499fe2ed0 0
000001ee 34786435ecc3d903c7 002c0084411 000000001314482eea 0004747be3d 0
000001ef f2ccb408c16e4377f4 0e866e90544 00000000010b741208 02d85cc85d4 0
000001f0 2b8ffa5156fb14846f 099340004f3 000000000048cac751 009437c0e8c 0
000001f1 421e80f966c27f2ba4 17ba1112eb2 00000000002c9641d8 1198ad89374 0
000001f2 2571ff326a186dba27 0b780f70359 0000000000343d1aea 00b4018a0cd 0
000001f3 0587e39d1b8acfbc51 15949dc4912 00000000000419c0bc 07cab7a9319 0
000001f4 6e499127633fc94fbc 1ae64b207c2 0000000000419975a2 0a344a2bcf8 0
000001f5 a9d37c58a5882ac023 184dd33526e 00000000006fcd1e41 126a663ee35 0
000001f6 fe77f38d64acb7397d 06eedaa3d5b 00000000024b42e8ea 009ad0aac4f 0
000001f7 d9cb31b8dd7d942518 0864375f0d6 00000000019f445326 0515a250354 0
000001f8 44e100a2bd959484fb 0d03206dc3c 000000000054b1c967 0b01c6accd7 0
000001f9 b9a6207244980f5b3d 16c240b34aa 000000000082840b5e 07d6506b6d1 0
000001fa 14c64912bb0492a83b 01bad4df2ab 0000000000c027d6af 0102b61d356 0
000001fb 02a4322603589700f8 01dad6e42cd 000000000016c8ea75 00a7dfb1747 0
000001fc 76d811f6f2e1c65834 01b11a16296 000000000463f357bf 01a4b7ad04a 0
000001fd 7fb670b908f0a319b2 0b0f1dcd6a7 0000000000b8c5a1db 054ef3571d5 0
000001fe 567902315e33860dcd 075260d6216 0000000000bcf712e7 00a2152fff3 0
000001ff 79163775c7b8dbb2bc 06f8ac8ca26 000000000115e7ea06 065691639d8 0
00000200 2ea9dcc8cf06effe37 1ec28dd2dd8 00000000001845b7a2 03d73fb9387 0
00000201 11c20415ec59a64ab1 08f219ba5b3 00000000001fc2db94 06886445e35 0
00000202 942050c68d8c5cf347 094ce47c20a 0000000000fed4b7a7 013139038c1 0
00000203 4cf400c8ae9fd34c38 02ad0f71ec2 0000000001cc1b0430 00ebe8c7fd8 0
00000204 c8d091971962ce43c4 0c237c57c7a 000000000108b20428 033392ce8b4 0
00000205 be4d6124f5970d1256 19eb940e634 000000000075783129 172d3384002 0
00000206 45c231c4c2c2a7c2cb 1db3db48b46 00000000002593bed2 0510dfd8f5f 0
00000207 e191b3243dd89a9505 10a9f78d4d7 0000000000d894f6c1 08d0daf84ee 0
00000208 daffb76cdd02c622dd 04dc4c6bd9d 0000000002d0e75bdd 028d522a354 0
00000209 986a61ad84136a5b5a 104198ef967 000000000096035a29 01071a133db 0
0000020a 1f0f3d27fa22952fa9 1ac44e1feed 00000000001290e4a7 033dccccf0e 0
0000020b 61cc1b79e8428ca969 058842c2f1e 00000000011ad77ead 006934e0e23 0
0000020c 10f1dec500d67bb2b8 03fffa856f5 000000000043c7d7ea 02d0e2173c6 0
0000020d 7b14eda6f773230d91 0f81cabed74 00000000007efea9d1 005d9ec9ddd 0
0000020e d3e7d797c09b387dd7 10ce38a2598 0000000000c9bf8b58 02ffcea0997 0
0000020f 2ca9d131af1574559f 0599e6b5c3c 00000000007f952fc8 05728b942bf 0
00000210 ffadb537933b8936de 12a18c478e6 0000000000db927083 0b8e4eeb92c 0
00000211 43398bbc08728d7fef 0eae11b82d4 000000000049450d50 07afd2bd9af 0
00000212 f3feac1d50eb61fb2b 1f108347857 00000000007dabdb6b 1bebd6441ce 0
00000213 a4507946a4315b717a 0a2fead3e06 000000000102128b6d 045487ec6ec 0
00000214 ed4ce511182ff39a55 14296a99924 0000000000bc51252d 07d4c9d7b01 0
00000215 4e94f383c89c5537b9 018c993b5ab 00000000032b945305 00808b03a62 0
00000216 c58af671f1f65d6143 023f8f19a1a 00000000057dd3492b 0078b6914e5 0
00000217 0cfa4da83b2e0c8876 03e3761040c 000000000035663376 0073abe46ee 0
00000218 e518b618593568c375 1fee389c89a 000000000072cc22c8 1deb6679725 0
00000219 15c5ff5fd950772f7c 0b0675e1a0c 00000000001f991328 03828a8399c 0
0000021a 8853fb1b2bb0abe6f6 042e5298bb7 000000000209b628b1 03bfe03b56f 0
0000021b a07448e70ab34de583 047765d2567 00000000023ecbcce1 02fd6f4f1fc 0
0000021c 7820a61f3bacfda8f9 1782296e11e 000000000051c273d1 10c91f3657b 0
0000021d 7b689eadf52709a0e1 1d4186ec008 0000000000437de8d9 0b237399a19 0
0000021e a7cbe808596cf0fb5e 038e99f45b5 0000000002f2c51726 009b1c05f80 0
0000021f 4d1daad22347549ce8 106982492dd 00000000004b2de959 0ea89196913 0
00000220 697e4ce8b34e764974 05938d8ea68 00000000012eafb535 03a3eba39ec 0
00000221 da4c9574b7fa206704 0e1680661c9 0000000000f7ed9cb9 02e73d840c3 0
00000222 2a58983efb81fc10d1 0c340a4be8c 000000000037855981 09795fd6045 0
00000223 a925c323d6a3a1c428 09ef73b8afd 0000000001106594b2 035aa0fdc3e 0
00000224 030332bac40e92cbd9 0b44a38f72a 000000000004470d23 0afcf95df1b 0
00000225 f04665981ffb2c164c 160101ca04f 0000000000aeb6d646 113fb2c36b2 0
00000226 58c96627a3e05accb5 1a58fd9f47d 000000000035eac783 0417b8385be 0
00000227 5118225755ca9f34cc 11d34fa5745 000000000048ca2b33 089eba53b0d 0
00000228 532253438ba8a83074 16ae506e78a 00000000003aa56169 0039b25eeda 0
00000229 ebe699c4c5c84a4bec 15e21dec82d 0000000000ac7ab835 14703d8829b 0
0000022a dbe44cc4c244653ddd 16ba5f8b966 00000000009acc79b5 07842a0f2bf 0
0000022b c5cc1e84bad67b9b58 1d312a3ba4f 00000000006c695fce 13656315ec6 0
0000022c 0b926c724e1a6fa42a 0924af7f7e6 0000000000143ffd14 0653577f832 0
0000022d 038c1c03130c8da275 00d685946df 000000000043bb1b2c 00090d6ef21 0
0000022e c58dc62fca7989f0d0 03fb1793ab4 00000000031a05574c 02129155760 0
0000022f 66f997e50ad4773f55 0294bd8bc10 00000000027e5a511f 02914176965 0
00000230 76628407730b02fc5c 06c5a7d35a6 000000000117b35108 06a2c0dc92c 0
00000231 5a7f7fc270edadc784 02b5e44741e 000000000216345196 015debc3ff0 0
00000232 f2bfc1cae4751c7455 1fd26d4d646 00000000007a0db3b1 1c98c935bef 0
00000233 b2b6b7846104632073 01b2d2a46ef 000000000693787e4b 0097d0eb66e 0
00000234 40cc1265bf9a68db33 082bc1dd9ad 00000000007ee22287 0551f0816f8 0
00000235 f1fe19133196933271 1a7e239f55d 00000000009226186c 09f4150f735 0
00000236 1ae5b535817d7334f0 092a657208d 00000000002ef41338 03046959f18 0
00000237 9a0fb86a91b8ca49ef 07c59fdb165 00000000013d29c349 0445725c522 0
00000238 1b783e8330baae19f9 0ad730e5bb8 0000000000288b21a5 0702bb24461 0
00000239 18312641cd369b7ec5 08d2a9bf4e6 00000000002bdf0ac7 06a097523fb 0
0000023a e1e86a8535ef339f6e 112fbf5cf17 0000000000d24fcfb9 00652045ecf 0
0000023b 7a2a4cab8156f71b39 180ec6c3700 0000000000513f8284 0eff23cbf39 0
0000023c a4241af390b1d30cda 044f3603e7d 0000000002616c2dbf 015784c7497 0
0000023d d71042bdd7868001dc 162b4f2dd16 00000000009b375b87 06df41c9942 0
0000023e a050fad411057391d5 151f9e55343 0000000000796e7c44 05b1e6b0009 0
0000023f 73f6e391a30466a884 0bdf45fa6df 00000000009c48bd6b 03c6f81464f 0
00000240 07ee0505a8973720f0 06fb3436de9 0000000000122c7f21 002c1f35ee7 0
00000241 d3ec10fb1e93def9f0 08e8166c56f 00000000017cb39dfe 071583502ce 0
00000242 f1ba6f9038062b4108 049671aa094 00000000034b0da9a7 023ac46cc7c 0
00000243 46368dbb6d551d9935 0aac1a1f415 00000000006943aa5a 0503798d7d3 0
00000244 6d4ecbc1bcda19a424 007171168a6 000000000f6abca19e 00314a2a7b0 0
00000245 35ab20f701b31a6dff 142b3fb2153 00000000002a933c9e 0fc01a368c5 0
00000246 4a032685a736af4ae6 0de36286464 000000000055442a4f 022012fe80a 0
00000247 62481c57d4f66ad9f0 13a52b94fe9 0000000000500b9d16 126f57916ea 0
00000248 1dfd2b3259e4190dac 0a0ebe62920 00000000002fb521a6 0504ded42ec 0
00000249 dae6e4bf91f9388888 1aee27ecf4b 0000000000820e2f82 0fa40aa7f72 0
0000024a 85cb9528fa1c914d05 1b1b5ff57cf 00000000004ef92a1b 1428be41430 0
0000024b a2c1c3d3b4ccc94210 1276e472fd8 00000000008d08b00e 0285d402440 0
0000024c b4edd3e28df3510174 0cc957fe484 0000000000e2666ae1 02604b28170 0
0000024d 3b05bc1b512ef8c3b2 0f0e99f8cd4 00000000003eb7ff85 048de416d8e 0
0000024e b4b6abd1f06d79e898 1876bb2a04b 00000000007631123a 09c3761519a 0
0000024f e0187574edc6e4bcae 0b523693fe5 00000000013cb5f535 040df0b5945 0
00000250 d959fd1fa13f6ca996 0bdedbd5dc1 000000000124f66a0b 01f6401b84b 0
00000251 9475e36646a3dc0f2c 15c9a1f9aba 00000000006d0611de 01e10d187e0 0
00000252 51e806df58cfc37f93 141a50c80b4 00000000004130a559 11f89b6bcff 0
00000253 8d78392c04a21cc5cc 178678b69aa 000000000060375b93 07f2af9ab2e 0
00000254 c7fa5dac5a025b18f3 1f7073b5a6a 000000000065c5b894 0fec57ca3ab 0
00000255 411b44bd3fd76eb9f8 01c91dadab1 0000000002476385c3 00a60a93025 0
00000256 d1b2b2eab8ce8d254e 07717a25e02 0000000001c2c3f1d5 0752a6f0ba4 0
00000257 36bb7bdf992ec9e09d 0f0696c383e 00000000003a47fb6d 01d8b5f2437 0
00000258 1f752e318739c478de 140bd05b255 0000000000191bb68a 03b2bf2e90c 0
00000259 ee28a758f300a5d9ed 11229806ca4 0000000000de61bafc 10b7527c07d 0
0000025a 14571d66728c84b0fd 0cd7d6d2bae 000000000019570a1b 082382a49a3 0
0000025b 558788ecc1e9f6b1d0 0975f400714 000000000090a5a9fe 07053df77f8 0
0000025c ee3c8c0f00589a392e 16b035a69fb 0000000000a801a7a2 1311c456b58 0
0000025d accea6f909a3ef1a59 12618fa2705 0000000000966bf3b1 091aed960e4 0
0000025e 74182ce99482e03824 026d29c8fa1 0000000002fd893716 001cc67494e 0
0000025f fca5d12eebbe582639 1ebf583c306 000000000083784cd8 061fc75d129 0
00000260 24ffb4059466cd383c 1651555c978 00000000001a8672ce 15f633da9ac 0
00000261 dc9a44593a7e1d0d23 02d34680dc4 0000000004e14ce8e0 020fc6761a3 0
00000262 04b4ed2399f4e087eb 13ff973eb81 000000000003c404a2 0b578137c49 0
00000263 71ae6671f0f230927d 1c2e4a04b38 0000000000408b3d73 11334da7055 0
00000264 cc34f7dd53a989c2e1 140c9fa1e69 0000000000a2f6b725 0fd01c04eb4 0
00000265 24028210b2da663fd4 028d51de5d2 0000000000e1c3994e 01f6bf9b7d8 0
00000266 5532443263359fa36e 0d9c5eadff9 00000000006426bd58 00e4291d0d6 0
00000267 367717dc75904eadc8 1a447479d10 0000000000212d0453 03fa9d28198 0
