# row_id profile index ia ib ic theta_e we id_ref iq_ref vdc pi_reset uq_zero_en xd_old xq_old du_d_old du_q_old sat_old i_alpha i_beta sine cosine id iq ud_raw uq_raw ud_hi uq_hi ud_lim uq_lim scale limited sat_flag xd_next xq_next du_d_next du_q_next sat_next v_alpha v_beta sector overmodulated t1 t2 L M H duty_u duty_v duty_w error_code
0000000000000092 0000000000000000 0000000000000092 0000000000008851 0000000000007bac fffffffffffe8da0 000000000000acbb ffffffffffc4034c 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb5caf0fa 0000000056b019d3 00000000dbb8d98f ffffffff6cf6056f 0000000000000001 000000000000ad1d 0000000000011d3d ffffffffffff1c22 ffffffffffff8b53 fffffffffffeb335 0000000000001816 00000000d23f38a9 ffffffff471c2d86 0000000004aeb14e fffffffffbe1e078 0000000000025759 fffffffffffdf0f0 0000000005b38c04 0000000000000001 0000000000000001 ffffffffb07ab0fe 0000000050529ccc 00000000cd90875b ffffffff4b3a4d0e 0000000000000001 fffffffffffd19b2 fffffffffffedabc 0000000000000004 0000000000000000 0000000054a9309f 000000008f3f87da 000000000e0ba3c4 0000000062b4d463 00000000f1f45c3d 0000000000f1f45c 000000000062b4d4 00000000000e0ba4 0000000000000000
0000000000000093 0000000000000000 0000000000000093 000000000001f052 0000000000012a12 000000000001f481 00000000000019e2 ffffffffffec7b5f 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb07ab0fe 0000000050529ccc 00000000cd90875b ffffffff4b3a4d0e 0000000000000001 00000000000040b0 ffffffffffff8b20 00000000000097de 000000000000ce17 ffffffffffffeebe ffffffffffff7b89 00000000b75ed130 ffffffff50dac655 00000000048250e6 fffffffffbb175cc 0000000000024128 fffffffffffdd8bb 00000000064b84ee 0000000000000001 0000000000000001 ffffffffab137cbf 0000000052274b1c 00000000b2dc804a ffffffff55295089 0000000000000001 00000000000317aa ffffffffffff9a98 0000000000000002 0000000000000000 00000000b7479b4f 000000001d463826 0000000015b91646 00000000cd00b195 00000000ea46e9bb 000000000015b916 0000000000ea46ea 0000000000cd00b2 0000000000000000
0000000000000094 0000000000000000 0000000000000094 0000000000002226 fffffffffffe100c 0000000000007e23 00000000000054f5 ffffffffffe421ed 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffab137cbf 0000000052274b1c 00000000b2dc804a ffffffff55295089 0000000000000001 000000000000920a fffffffffffe98d7 000000000000dee3 ffffffffffff8213 fffffffffffe7f76 0000000000003185 00000000cb0e82a2 ffffffff453eac16 000000000496e664 fffffffffbc76bef 0000000000024b73 fffffffffffde3b6 0000000005c93bd1 0000000000000001 0000000000000001 ffffffffae69f1f9 0000000050501193 00000000c6779c3e ffffffff49774027 0000000000000001 000000000000b570 000000000003093b 0000000000000001 0000000000000000 0000000042d225cd 000000009d8a25cd 000000000fd1da33 0000000052a40000 00000000f02e25cd 000000000052a400 00000000000fd1da 0000000000f02e26 0000000000000000
0000000000000095 0000000000000000 0000000000000095 ffffffffffff25e2 000000000001e4eb fffffffffffdf6bc 0000000000007b6f ffffffffffe595e3 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffae69f1f9 0000000050501193 00000000c6779c3e ffffffff49774027 0000000000000001 ffffffffffff7ab4 00000000000244eb 0000000000001cb4 ffffffffffff019d 000000000000c597 fffffffffffdcdb0 00000000a67e2a39 ffffffff6d18bf9e 0000000004acf135 fffffffffbdfe3c4 0000000000025679 fffffffffffdeff2 0000000007306c3e 0000000000000001 0000000000000001 ffffffffa870ef93 000000005679b2d7 00000000a1d13904 ffffffff7138dbda 0000000000000001 fffffffffffde881 0000000000024fd4 0000000000000005 0000000000000000 00000000aad9d5a0 0000000030741868 00000000125908fc 00000000bd32de9c 00000000eda6f704 0000000000eda6f7 0000000000125909 0000000000bd32df 0000000000000000
0000000000000096 0000000000000000 0000000000000096 0000000000005e14 0000000000018c9c fffffffffffea6be 0000000000008ad8 ffffffffffe16ecc 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffa870ef93 000000005679b2d7 00000000a1d13904 ffffffff7138dbda 0000000000000001 0000000000002d9a 000000000001ac51 ffffffffffffbcab ffffffffffff0903 ffffffffffff635a fffffffffffe6ec1 00000000b8b3a583 ffffffff67d4cce1 0000000004cfffac fffffffffc0900c9 0000000000026800 fffffffffffe0480 0000000006ab92a2 0000000000000001 0000000000000001 ffffffffad13f2d7 0000000053321462 00000000b3e3a5d7 ffffffff6bcbcc18 0000000000000001 fffffffffffd2834 000000000001479e 0000000000000005 0000000000000000 000000005e93df05 0000000086a9c36a 000000000d612ec9 000000006bf50dce 00000000f29ed138 0000000000f29ed1 00000000000d612f 00000000006bf50e 0000000000000000
0000000000000097 0000000000000000 0000000000000097 fffffffffffd9b97 0000000000020790 fffffffffffdf142 0000000000000fcf ffffffffffa9c647 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffad13f2d7 0000000053321462 00000000b3e3a5d7 ffffffff6bcbcc18 0000000000000001 fffffffffffe6a1e 0000000000025c15 00000000000060c9 000000000000ed00 ffffffffffff6ca0 000000000002c8b3 00000000bdb61ce4 ffffffff10e16ea8 0000000003e01d63 fffffffffb1d803f 000000000001f00f fffffffffffd8ec0 00000000053ac71f 0000000000000001 0000000000000001 ffffffffae03b2c7 0000000046b038f9 00000000b9d5ff81 ffffffff15c3ee69 0000000000000001 000000000002b7a1 fffffffffffe78b3 0000000000000002 0000000000000000 00000000756df26f 0000000070f6468a 000000000ccde384 00000000823bd5f3 00000000f3321c7d 00000000000ccde4 0000000000f3321c 0000000000823bd6 0000000000000000
0000000000000098 0000000000000000 0000000000000098 fffffffffffdb90e fffffffffffd97c4 fffffffffffdba2d 000000000000ed0a ffffffffffe84e75 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffae03b2c7 0000000046b038f9 00000000b9d5ff81 ffffffff15c3ee69 0000000000000001 0000000000000ab9 ffffffffffffec22 ffffffffffff8d13 000000000000e4c1 0000000000001280 fffffffffffff310 00000000b27fcdc1 ffffffff3e7935dd 00000000043a3fe4 fffffffffb6aa3a6 0000000000021d20 fffffffffffdb552 00000000061023f8 0000000000000001 0000000000000001 ffffffffac39dab5 00000000521ae5bf 00000000ae458ddd ffffffff430e9237 0000000000000001 000000000000dc28 fffffffffffd00d6 0000000000000006 0000000000000000 0000000037b0335f 00000000a5c4335f 000000001145cca1 0000000048f60000 00000000eeba335f 000000000048f600 0000000000eeba33 00000000001145cd 0000000000000000
0000000000000099 0000000000000000 0000000000000099 fffffffffffe688f fffffffffffefc20 ffffffffffff11cb 000000000000e799 fffffffffffe3891 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffac39dab5 00000000521ae5bf 00000000ae458ddd ffffffff430e9237 0000000000000001 ffffffffffff9666 fffffffffffff37d ffffffffffff6fa9 000000000000d36d ffffffffffffafd7 ffffffffffffba20 00000000b7703724 ffffffff50de7f62 00000000048290d6 fffffffffbb1b8c0 0000000000024148 fffffffffffdd8dc 00000000064b4551 0000000000000001 0000000000000001 ffffffffada9ec72 0000000054fd961c 00000000b2eda64e ffffffff552cc6a2 0000000000000001 000000000000a605 fffffffffffcf356 0000000000000006 0000000000000000 00000000472bc444 000000009a2e4444 000000000f52fbbc 00000000567ec000 00000000f0ad0444 0000000000567ec0 0000000000f0ad04 00000000000f52fc 0000000000000000
000000000000009a 0000000000000000 000000000000009a 000000000001a1d1 0000000000019a35 000000000000a9d7 000000000000b4e2 00000000004448ef 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000001 ffffffffada9ec72 0000000054fd961c 00000000b2eda64e ffffffff552cc6a2 0000000000000001 0000000000005532 0000000000008ac6 ffffffffffff097c ffffffffffffbaf7 ffffffffffff6365 0000000000002c9e 00000000be0c0e6c 0000000000000000 00000000063c420c 0000000000000000 0000000000031e21 0000000000000000 00000000086636f3 0000000000000001 0000000000000001 ffffffffaee0bfcd 0000000000000000 00000000b7cfcc60 0000000000000000 0000000000000001 ffffffffffff28c5 fffffffffffcff71 0000000000000006 0000000000000000 00000000a4bc7a48 00000000391efa48 00000000111245b8 00000000b5cec000 00000000eeedba48 0000000000b5cec0 0000000000eeedba 0000000000111246 0000000000000000
000000000000009b 0000000000000000 000000000000009b 0000000000010f57 0000000000024f73 0000000000007fd5 0000000000001a38 ffffffffffb10689 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffaee0bfcd 0000000000000000 00000000b7cfcc60 0000000000000000 0000000000000001 ffffffffffffc522 0000000000010bab 000000000000999a 000000000000cccd 0000000000007182 000000000000f975 00000000ad28cb2b fffffffeddfd06e6 0000000003325219 fffffffffaa574be 0000000000019929 fffffffffffd52ba 0000000004b9cfa2 0000000000000001 0000000000000001 ffffffffac9d606a ffffffffda23fca0 00000000a9f67912 fffffffee3579228 0000000000000001 000000000002e27f fffffffffffed147 0000000000000002 0000000000000000 000000008cee5984 00000000576417a0 000000000dd6c76e 000000009ac520f2 00000000f2293892 00000000000dd6c7 0000000000f22939 00000000009ac521 0000000000000000
000000000000009c 0000000000000000 000000000000009c fffffffffffebfb6 fffffffffffefb91 0000000000026bec 00000000000017f2 ffffffffffd96979 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffac9d606a ffffffffda23fca0 00000000a9f67912 fffffffee3579228 0000000000000001 fffffffffffeb2a4 fffffffffffe03bb 0000000000008de6 000000000000d513 fffffffffffdd0cf ffffffffffff11bc 00000000d85b2ddc fffffffedf7c282c 0000000003bdab68 fffffffffb02edff 000000000001ded6 fffffffffffd8177 00000000046d25b5 0000000000000001 0000000000000001 ffffffffb3595dbf fffffffff1ba5c7c 00000000d49d8274 fffffffee4793a2d 0000000000000001 000000000002f07b fffffffffffef5f3 0000000000000002 0000000000000000 0000000095b859db 000000004ccdeee3 000000000ebcdba1 00000000a475357c 00000000f143245f 00000000000ebcdc 0000000000f14324 0000000000a47535 0000000000000000
000000000000009d 0000000000000000 000000000000009d ffffffffffff60e4 fffffffffffe8116 0000000000006cdb 000000000000518d 0000000000432d2a 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb3595dbf fffffffff1ba5c7c 00000000d49d8274 fffffffee4793a2d 0000000000000001 fffffffffffff148 fffffffffffee414 000000000000e8a0 ffffffffffff9520 ffffffffffff0426 00000000000083e8 00000000ca254056 fffffffeec3a5a05 0000000003afb42e fffffffffaf8933f 000000000001d7da fffffffffffd7c4a 0000000004ab1ec3 0000000000000001 0000000000000001 ffffffffaeb52735 0000000005a97f43 00000000c6758c28 fffffffef141c6c6 0000000000000001 00000000000183f2 000000000002b981 0000000000000001 0000000000000000 0000000003afcde9 00000000c5a8cde9 000000001b53b217 000000001f038000 00000000e4ac4de9 00000000001f0380 00000000001b53b2 0000000000e4ac4e 0000000000000000
000000000000009e 0000000000000000 000000000000009e 0000000000011cb4 00000000000184fe 000000000001bf7b 000000000000274a ffffffffffc0d86d 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffaeb52735 0000000005a97f43 00000000c6758c28 fffffffef141c6c6 0000000000000001 ffffffffffffa6fa ffffffffffffde3b 000000000000d250 00000000000091f5 ffffffffffffb180 00000000000035e2 00000000b9dadac8 fffffffef366ea81 00000000038c489f fffffffffadf5898 000000000001c624 fffffffffffd6fac 0000000004e3163c 0000000000000001 0000000000000001 ffffffffab4ae3a8 0000000017c309e9 00000000b64e9229 fffffffef88791e9 0000000000000001 0000000000031e1f fffffffffffffee4 0000000000000002 0000000000000000 00000000c75ec264 000000000051fc6f 000000001c27a097 00000000e38662fb 00000000e3d85f6a 00000000001c27a1 0000000000e3d85f 0000000000e38663 0000000000000000
000000000000009f 0000000000000000 000000000000009f fffffffffffefe12 0000000000009643 fffffffffffe566c 000000000000519e 000000000018ff17 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffab4ae3a8 0000000017c309e9 00000000b64e9229 fffffffef88791e9 0000000000000001 ffffffffffffafd2 0000000000014c76 000000000000e876 ffffffffffff94c5 0000000000014f7a ffffffffffffbd8d 000000009a329ecd ffffffff1a2e1d7f 0000000003795f33 fffffffffad275ab 000000000001bcb0 fffffffffffd693b 0000000005c48a5e 0000000000000001 0000000000000001 ffffffffa7467f08 0000000029856897 0000000096b93f9a ffffffff1f5ba7d4 0000000000000001 0000000000019f90 000000000002a96a 0000000000000003 0000000000000000 00000000058a3465 00000000c4b67f7f 000000001adfa60e 000000002069da73 00000000e52059f2 00000000001adfa6 00000000002069da 0000000000e5205a 0000000000000000
00000000000000a0 0000000000000000 00000000000000a0 0000000000020f3d 0000000000004374 fffffffffffeb8b9 000000000000bb0e 00000000001c3fbd 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffa7467f08 0000000029856897 0000000096b93f9a ffffffff1f5ba7d4 0000000000000001 000000000001b61b 000000000000e3e5 ffffffffffff01e4 ffffffffffffe0f5 fffffffffffee8aa 000000000001973c 00000000bfe8c27e ffffffff0be34dde 0000000003da8ace fffffffffb191998 000000000001ed45 fffffffffffd8c8d 0000000005240308 0000000000000001 0000000000000001 ffffffffaf4445ef 000000002f21219a 00000000bc0e37b0 ffffffff10ca3446 0000000000000001 fffffffffffd555f fffffffffffe6275 0000000000000004 0000000000000000 00000000776209d8 000000006ef81cee 000000000cd2ec9d 000000008434f675 00000000f32d1363 0000000000f32d13 00000000008434f6 00000000000cd2ed 0000000000000000
00000000000000a1 0000000000000000 00000000000000a1 000000000001328f ffffffffffff6d75 000000000001daa5 000000000000cc26 ffffffffffab1448 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffaf4445ef 000000002f21219a 00000000bc0e37b0 ffffffff10ca3446 0000000000000001 0000000000005f02 fffffffffffe995c ffffffffffff0b48 0000000000004b28 00000000000172bb fffffffffffff188 000000009bbabd0f ffffffff1df66f8e 0000000003899fbc fffffffffadd827a 000000000001c4d0 fffffffffffd6ec1 0000000005d0bbed 0000000000000001 0000000000000001 ffffffffa9c5ffc2 000000003b8e2e3c 0000000098311d53 ffffffff2318ed14 0000000000000001 fffffffffffe10a7 fffffffffffd8e30 0000000000000004 0000000000000000 00000000b4a96125 000000002182e535 0000000014e9dcd3 00000000c9933df8 00000000eb16232d 0000000000eb1623 0000000000c9933e 000000000014e9dd 0000000000000000
00000000000000a2 0000000000000000 00000000000000a2 000000000000069e fffffffffffeb43f 000000000000b952 0000000000009e39 00000000003ec5d3 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffa9c5ffc2 000000003b8e2e3c 0000000098311d53 ffffffff2318ed14 0000000000000001 0000000000003539 fffffffffffed578 ffffffffffff5311 ffffffffffff433e 000000000000a26c 0000000000010012 00000000a43ba370 ffffffff2d572e79 0000000003d5726a fffffffffb151c6b 000000000001eab9 fffffffffffd8a8e 0000000005f9d772 0000000000000001 0000000000000001 ffffffffad61a304 0000000041d0b543 00000000a0663106 ffffffff3242120e 0000000000000001 fffffffffffcecf8 000000000000849e 0000000000000005 0000000000000000 000000002648cc96 00000000b19de222 00000000140ca8a4 000000003a55753a 00000000ebf3575c 0000000000ebf357 0000000000140ca9 00000000003a5575 0000000000000000
00000000000000a3 0000000000000000 00000000000000a3 000000000001d67e 000000000000b346 000000000001f17a 0000000000004168 000000000059a3f7 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffad61a304 0000000041d0b543 00000000a0663106 ffffffff3242120e 0000000000000001 0000000000005814 ffffffffffff4849 000000000000ffd9 fffffffffffff72b ffffffffffff455b ffffffffffffae50 00000000bff423bc ffffffff4e0b6d4c 00000000049299cf fffffffffbc2c40a 000000000002494d fffffffffffde162 0000000006192d84 0000000000000001 0000000000000001 ffffffffb29458b6 00000000482b7e20 00000000bb6189ed ffffffff5248a942 0000000000000001 0000000000020a1a 0000000000025bac 0000000000000003 0000000000000000 000000002b653a07 00000000ae451f51 00000000132ad354 000000003e900d5b 00000000ecd52cac 0000000000132ad3 00000000003e900d 0000000000ecd52d 0000000000000000
00000000000000a4 0000000000000000 00000000000000a4 fffffffffffe3327 fffffffffffd9d6f fffffffffffe13d4 00000000000026da ffffffffffcaf730 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb29458b6 00000000482b7e20 00000000bb6189ed ffffffff5248a942 0000000000000001 0000000000003c59 ffffffffffffbba5 000000000000d0bc 0000000000009435 ffffffffffffeb34 ffffffffffffa739 00000000b9aed204 ffffffff41022d07 000000000458b4f2 fffffffffb877b35 0000000000022c5a fffffffffffdc3be 0000000005fe1538 0000000000000001 0000000000000001 ffffffffb0d88728 00000000482f5cb9 00000000b5561d12 ffffffff457ab1d2 0000000000000001 00000000000314b1 0000000000007a55 0000000000000003 0000000000000000 00000000b38429ba 000000002350b22a 000000001495920e 00000000c819bbc8 00000000eb6a6df2 0000000000149592 0000000000c819bc 0000000000eb6a6e 0000000000000000
00000000000000a5 0000000000000000 00000000000000a5 ffffffffffffce9d fffffffffffd9a73 000000000000a309 0000000000004623 00000000002f5c20 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb0d88728 00000000482f5cb9 00000000b5561d12 ffffffff457ab1d2 0000000000000001 0000000000007540 fffffffffffe3fa4 000000000000fd1d ffffffffffffd9a9 fffffffffffe3323 ffffffffffffcf38 00000000d60aa7c0 ffffffff4c23ec19 0000000004c6149d fffffffffbfd1537 000000000002630a fffffffffffdfe8b 0000000005b5a4d1 0000000000000001 0000000000000001 ffffffffb46526db 000000004a6408c4 00000000d1449323 ffffffff5026d6e2 0000000000000001 000000000001a028 000000000002a90c 0000000000000003 0000000000000000 0000000005bdc5a2 00000000c49b5c9f 000000001ad36ee0 0000000020913482 00000000e52c9121 00000000001ad36f 0000000000209135 0000000000e52c91 0000000000000000
00000000000000a6 0000000000000000 00000000000000a6 ffffffffffff2dc4 fffffffffffe1354 000000000000d735 000000000000ba17 ffffffffffe137fb 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb46526db 000000004a6408c4 00000000d1449323 ffffffff5026d6e2 0000000000000001 ffffffffffffd055 fffffffffffe674f ffffffffffff02b3 ffffffffffffdaec 0000000000019b49 0000000000000c07 000000009e1d849d ffffffff3f4ee41f 0000000003f49170 fffffffffb2e011a 000000000001fa49 fffffffffffd9701 0000000006676b98 0000000000000001 0000000000000001 ffffffffaa48b111 0000000049e62937 000000009a28f32d ffffffff4420e305 0000000000000001 fffffffffffd542e fffffffffffe646b 0000000000000004 0000000000000000 0000000076d11e92 000000006f8cd17e 000000000cd107f8 0000000083a2268a 00000000f32ef808 0000000000f32ef8 000000000083a227 00000000000cd108 0000000000000000
00000000000000a7 0000000000000000 00000000000000a7 fffffffffffe4ba0 0000000000019433 00000000000161a0 000000000000c315 ffffffffffe8f662 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffaa48b111 0000000049e62937 000000009a28f32d ffffffff4420e305 0000000000000001 fffffffffffde078 0000000000001d33 ffffffffffff00bb 0000000000001352 ffffffffffffb9dd fffffffffffde439 00000000b4a52dcd ffffffff65b759bc 0000000004bdcf64 fffffffffbf35206 0000000000025ee8 fffffffffffdf9a9 0000000006b82446 0000000000000001 0000000000000001 ffffffffafa6b9e8 0000000050eba7c5 00000000afe75e69 ffffffff69c407b6 0000000000000001 fffffffffffe28f1 fffffffffffd7bb5 0000000000000004 0000000000000000 00000000b9ff23ec 0000000018c58de9 00000000169da716 00000000d09ccb02 00000000e96258eb 0000000000e96259 0000000000d09ccb 0000000000169da7 0000000000000000
00000000000000a8 0000000000000000 00000000000000a8 ffffffffffff7bde ffffffffffff8d45 000000000000aff8 0000000000001260 ffffffffffb6c1ee 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffafa6b9e8 0000000050eba7c5 00000000afe75e69 ffffffff69c407b6 0000000000000001 ffffffffffff937f ffffffffffff582a 0000000000006f94 000000000000e667 ffffffffffff5532 ffffffffffff983d 00000000c0f0beba ffffffff4816329c 0000000004836e48 fffffffffbb2a0e2 00000000000241b7 fffffffffffdd950 0000000005fd10c3 0000000000000001 0000000000000001 ffffffffb19a0f63 000000004c60c39d 00000000bc6d5072 ffffffff4c6391ba 0000000000000001 000000000002f7f8 ffffffffffff0c2d 0000000000000002 0000000000000000 000000009accdb90 0000000046635332 000000000f67e89f 00000000aa34c42f 00000000f0981761 00000000000f67e9 0000000000f09817 0000000000aa34c4 0000000000000000
00000000000000a9 0000000000000000 00000000000000a9 0000000000013ca1 00000000000237a8 0000000000026482 0000000000001e5e 00000000001c60ec 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb19a0f63 000000004c60c39d 00000000bc6d5072 ffffffff4c6391ba 0000000000000001 ffffffffffff49b2 ffffffffffffe61b 000000000000ad96 000000000000bc29 ffffffffffff6873 0000000000006895 00000000c1a44374 ffffffff437126d4 000000000477a30d fffffffffba66309 0000000000023bd2 fffffffffffdd332 0000000005e7ebff 0000000000000001 0000000000000001 ffffffffb0de92bd 000000004bc830b6 00000000bd2ca067 ffffffff47cac3cb 0000000000000001 0000000000031dd7 ffffffffffffea7c 0000000000000002 0000000000000000 00000000c45ac312 000000000636115b 000000001ab795ca 00000000df1258dc 00000000e5486a37 00000000001ab796 0000000000e5486a 0000000000df1259 0000000000000000
00000000000000aa 0000000000000000 00000000000000aa ffffffffffffef44 fffffffffffdaa1e 00000000000147c2 0000000000005ae6 0000000000587073 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb0de92bd 000000004bc830b6 00000000bd2ca067 ffffffff47cac3cb 0000000000000001 0000000000004ee3 fffffffffffde996 000000000000ca3d ffffffffffff630b fffffffffffe2973 0000000000010956 00000000d65fc9af ffffffff3fd924fa 0000000004a4a6a8 fffffffffbd6910c 0000000000025253 fffffffffffdeb49 00000000058b74ae 0000000000000001 0000000000000001 ffffffffb2f0da95 000000004a9dfd95 00000000d1bb2307 ffffffff440293ee 0000000000000001 0000000000003874 0000000000031c20 0000000000000001 0000000000000000 0000000064cb49ba 00000000810549ba 000000000d17b646 0000000071e30000 00000000f2e849ba 000000000071e300 00000000000d17b6 0000000000f2e84a 0000000000000000
00000000000000ab 0000000000000000 00000000000000ab ffffffffffff6d7e 0000000000024f2f 0000000000003876 000000000000e541 000000000050e265 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb2f0da95 000000004a9dfd95 00000000d1bb2307 ffffffff440293ee 0000000000000001 fffffffffffec671 00000000000134b8 ffffffffffff63be 000000000000cac7 fffffffffffe4b32 0000000000003525 00000000d6681808 ffffffff4c2aea7b 0000000004c704b8 fffffffffbfe3338 0000000000026382 fffffffffffdff1a 0000000005b44684 0000000000000001 0000000000000001 ffffffffb096a77c 000000004c2c5265 00000000d1a11350 ffffffff502cb743 0000000000000001 000000000000ab50 fffffffffffcf47b 0000000000000006 0000000000000000 0000000045aeba1d 000000009b56ba1d 000000000f7d45e3 00000000552c0000 00000000f082ba1d 0000000000552c00 0000000000f082ba 00000000000f7d46 0000000000000000
00000000000000ac 0000000000000000 00000000000000ac fffffffffffee4be fffffffffffe439b 0000000000008b1c 000000000000ee69 ffffffffffae30f8 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffb096a77c 000000004c2c5265 00000000d1a11350 ffffffff502cb743 0000000000000001 ffffffffffffa8ec fffffffffffeaf1e ffffffffffff94dc 000000000000e880 0000000000003de8 fffffffffffea999 00000000b1bca158 ffffffff522899a6 0000000004752931 fffffffffba3d989 0000000000023a95 fffffffffffdd1ed 00000000066ba675 0000000000000001 0000000000000001 ffffffffa9a3b8d4 000000004ef5458d 00000000ad477827 ffffffff5684c01d 0000000000000001 0000000000011ca4 fffffffffffd165b 0000000000000006 0000000000000000 000000002476117e 00000000b2c8117e 000000001460ee82 0000000038d70000 00000000eb9f117e 000000000038d700 0000000000eb9f11 00000000001460ef 0000000000000000
00000000000000ad 0000000000000000 00000000000000ad fffffffffffde1f1 000000000000610a 000000000001438e 00000000000060fe ffffffffffb1984a 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffa9a3b8d4 000000004ef5458d 00000000ad477827 ffffffff5684c01d 0000000000000001 fffffffffffe0a6d ffffffffffff7d39 000000000000b098 ffffffffffff46a9 00000000000110eb 000000000001b8ad 000000009d41e32c ffffffff1fd2b033 000000000394b2b3 fffffffffae53559 000000000001ca59 fffffffffffd729b 0000000005d44c05 0000000000000001 0000000000000001 ffffffffa801d026 00000000493984fc 0000000099ad3079 ffffffff24ed7ada 0000000000000001 00000000000076e3 0000000000031539 0000000000000001 0000000000000000 0000000054308042 000000008fa20042 000000000e16bfbe 0000000062474000 00000000f1e94042 0000000000624740 00000000000e16c0 0000000000f1e940 0000000000000000
00000000000000ae 0000000000000000 00000000000000ae ffffffffffffc0ea 000000000001712d fffffffffffe8017 0000000000002dea ffffffffffe812de 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffa801d026 00000000493984fc 0000000099ad3079 ffffffff24ed7ada 0000000000000001 ffffffffffffdadb 000000000001b2cb 000000000000e72b 0000000000006dfc 00000000000178a9 000000000000dc57 0000000094277e15 ffffffff30f57e3d 0000000003a0eaea fffffffffaedddb9 000000000001d075 fffffffffffd76ef 0000000006451a77 0000000000000001 0000000000000001 ffffffffa955b0ee 000000004f730473 000000009086932b ffffffff3607a084 0000000000000001 00000000000311a6 0000000000008c8c 0000000000000003 0000000000000000 00000000b02062fd 000000002892d38b 0000000013a664bc 00000000c3c6c7b9 00000000ec599b44 000000000013a665 0000000000c3c6c8 0000000000ec599b 0000000000000000
00000000000000af 0000000000000000 00000000000000af fffffffffffe0c63 0000000000026d29 ffffffffffffa81e 00000000000057bd ffffffffffd724d7 00000000000f0000 fffffffffff10000 0000000000060000 0000000000000000 0000000000000000 ffffffffa955b0ee 000000004f730473 000000009086932b ffffffff3607a084 0000000000000001 fffffffffffe0129 000000000001995d 000000000000d5c7 ffffffffffff732a 0000000000026ee1 000000000000c961 0000000084bd2b25 ffffffff35dd6618 00000000036c33b8 fffffffffac9b7b2 000000000001b61a fffffffffffd64dc 000000000699d753 0000000000000001 0000000000000001 ffffffffaa368db9 00000000526dd2c6 000000008150f76d ffffffff3b13ae66 0000000000000001 0000000000013c17 000000000002dcde 0000000000000001 0000000000000000 000000001ac13439 00000000b8ccb439 0000000016390bc7 0000000030fa4000 00000000e9c6f439 000000000030fa40 000000000016390c 0000000000e9c6f4 0000000000000000
