parameter_profile,case_id,time_s,ia,ib,ic,theta_e,id_ref,iq_ref,we,pi_reset,uq_zero_en,vdc,i_alpha,i_beta,id,iq,ud_raw,uq_raw,ud_lim,uq_lim,v_alpha,v_beta,sector,t1,t2,duty_a,duty_b,duty_c,du_d_z,du_q_z,sat_flag_z,kp,ki
MIL_PI_override,sector_135,0.0035,0,0,0,0,-0.707106781186547,0.707106781186548,0,0,0,48,0,0,0,0,-3.08475333292631,3.08475333292631,-3.08475333292631,3.08475333292631,-3.08475333292631,3.08475333292631,5,1.11314609332535e-05,4.07444502724017e-06,5760.29529802468,4239.70470197532,5352.85079530067,0,0,0,4.3625,5925
MIL_PI_override,sector_195_reset1,0.0036,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_195_reset2,0.0037,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_195,0.0038,0,0,0,0,-0.965925826289068,-0.25881904510252,0,0,0,48,0,0,0,0,-4.21385141718606,-1.12909808425974,-4.21385141718606,-1.12909808425974,-4.21385141718606,-1.12909808425974,4,4.0743974828048e-06,1.11312045516878e-05,5760.28010172463,4647.15964655585,4239.71989827537,0,0,0,4.3625,5925
MIL_PI_override,sector_255_reset1,0.0039,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_255_reset2,0.004,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_255,0.0041,0,0,0,0,-0.258819045102521,-0.965925826289068,0,0,0,48,0,0,0,0,-1.12909808425975,-4.21385141718606,-1.12909808425975,-4.21385141718606,-1.12909808425975,-4.21385141718606,6,1.11309217784849e-05,4.07405875186148e-06,5352.84315133117,5760.24902651732,4239.75097348268,0,0,0,4.3625,5925
MIL_PI_override,sector_315_reset1,0.0042,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_315_reset2,0.0043,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sector_315,0.0044,0,0,0,0,0.707106781186547,-0.707106781186548,0,0,0,48,0,0,0,0,3.08475333292631,-3.08475333292631,3.08475333292631,-3.08475333292631,3.08475333292631,-3.08475333292631,2,4.07444502724017e-06,1.11314609332535e-05,4239.70470197532,5760.29529802468,4647.14920469934,0,0,0,4.3625,5925
MIL_PI_override,edge_1_0_reset1,0.0045,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_1_0_reset2,0.0046,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_1_0,0.0047,0,0,0,0,1,0,0,0,0,48,0,0,0,0,4.3625,0,4.3625,0,4.3625,0,2,1.36328125e-05,-0,4318.359375,5681.640625,5681.640625,0,0,0,4.3625,5925
MIL_PI_override,edge_1_1.732_reset1,0.0048,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_1_1.732_reset2,0.0049,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_1_1.732,0.005,0,0,0,0,1,1.732,0,0,0,48,0,0,0,0,4.3625,7.55585,4.3625,7.55585,4.3625,7.55585,3,7.99791666666883e-10,2.72655995520833e-05,3636.6800328125,3636.76001197917,6363.3199671875,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_1.732_reset1,0.0051,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_1.732_reset2,0.0052,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_1.732,0.0053,0,0,0,0,-1,1.732,0,0,0,48,0,0,0,0,-4.3625,7.55585,-4.3625,7.55585,-4.3625,7.55585,1,2.72648252083333e-05,-7.99791666666883e-10,6363.28125,3636.79872916667,6363.20127083333,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_0_reset1,0.0054,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_0_reset2,0.0055,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_0,0.0056,0,0,0,0,-1,0,0,0,0,48,0,0,0,0,-4.3625,0,-4.3625,0,-4.3625,0,4,-0,1.36328125e-05,5681.640625,4318.359375,4318.359375,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_-1.732_reset1,0.0057,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_-1.732_reset2,0.0058,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_-1_-1.732,0.0059,0,0,0,0,-1,-1.732,0,0,0,48,0,0,0,0,-4.3625,-7.55585,-4.3625,-7.55585,-4.3625,-7.55585,6,2.72648252083333e-05,-7.99791666666883e-10,6363.28125,6363.20127083333,3636.79872916667,0,0,0,4.3625,5925
MIL_PI_override,edge_1_-1.732_reset1,0.006,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_1_-1.732_reset2,0.0061,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,edge_1_-1.732,0.0062,0,0,0,0,1,-1.732,0,0,0,48,0,0,0,0,4.3625,-7.55585,4.3625,-7.55585,4.3625,-7.55585,2,7.99791666666883e-10,2.72655995520833e-05,3636.6800328125,6363.3199671875,3636.76001197917,0,0,0,4.3625,5925
MIL_PI_override,feedforward_reset1,0.0063,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,feedforward_reset2,0.0064,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,feedforward,0.0065,0.2,-0.1,-0.1,0.3,0.5,0.4,100,0,0,48,0.2,0,0.191066365401038,-0.0591037512790529,1.35803658553617,16.1361811957173,1.35803658553617,16.1361811957173,-3.47116862752689,15.8167327454883,1,3.93834239560068e-05,1.76886200339637e-05,6084.74019610215,2146.39780050148,7853.60219949852,0,0,0,4.3625,5925
MIL_PI_override,sat_start_reset1,0.0066,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sat_start_reset2,0.0067,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,sat_start,0.0068,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,130.875,-87.25,20.7526086012026,-13.8350724008017,23.0873655185981,-9.43631283207613,2,5.51233361777483e-05,3.4051328034248e-05,541.266789400181,9458.73321059982,6053.60040717501,0,0,0,4.3625,5925
MIL_PI_override,sat_hold_1,0.0069,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,148.65,-99.1,20.7526086169791,-13.8350724113194,23.0873655361495,-9.43631283924977,2,5.5123336219654e-05,3.40513280601344e-05,541.266786010576,9458.73321398942,6053.60040797598,110.122391398797,-73.4149275991983,1,4.3625,5925
MIL_PI_override,sat_hold_2,0.007,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,144.400521720241,-96.2670144801604,20.7526086135607,-13.8350724090405,23.0873655323465,-9.43631283769541,2,5.5123336210574e-05,3.40513280545254e-05,541.266786745028,9458.73321325497,6053.60040780243,127.897391383021,-85.2649275886806,1,4.3625,5925
MIL_PI_override,sat_hold_3,0.0071,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,136.596043443636,-91.0640289624242,20.7526086067285,-13.8350724044857,23.0873655247457,-9.43631283458878,2,5.51233361924263e-05,3.40513280433151e-05,541.266788212933,9458.73321178707,6053.60040745556,123.64791310668,-82.4319420711199,1,4.3625,5925
MIL_PI_override,sat_hold_4,0.0072,0,0,0,0.2,30,-20,0,0,0,48,0,0,0,0,129.6414608223,-86.4276405482002,20.7526085999472,-13.8350723999648,23.0873655172015,-9.4363128315053,2,5.51233361744138e-05,3.40513280321882e-05,541.266789669902,9458.7332103301,6053.60040711128,115.843434836908,-77.2289565579386,1,4.3625,5925
MIL_PI_override,recovery_1,0.0073,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-6.6272261450812,4.41815076338746,-6.6272261450812,4.41815076338746,-6.6272261450812,4.41815076338746,5,1.59430811192988e-05,1.27390013677672e-05,6434.1041243533,3565.8958756467,5160.20398757658,108.888852222353,-72.5925681482354,1,4.3625,5925
MIL_PI_override,recovery_2,0.0074,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-28.4049965895518,18.9366643930345,-20.7526081252458,13.8350720834972,-20.7526081252458,13.8350720834972,5,4.99244340746364e-05,3.98911245074169e-05,9490.77792910266,509.222070897338,5501.66547836098,0,0,0,4.3625,5925
MIL_PI_override,recovery_3,0.0075,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-28.4049965895518,18.9366643930345,-20.7526081252458,13.8350720834972,-20.7526081252458,13.8350720834972,5,4.99244340746364e-05,3.98911245074169e-05,9490.77792910266,509.222070897338,5501.66547836098,-7.65238846430606,5.10159230953737,1,4.3625,5925
MIL_PI_override,recovery_4,0.0076,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-26.8745188966906,17.9163459311271,-20.7526080906268,13.8350720604179,-20.7526080906268,13.8350720604179,5,4.99244339913538e-05,3.98911244408716e-05,9490.77792161127,509.222078388733,5501.66547752411,-7.65238846430606,5.10159230953737,1,4.3625,5925
MIL_PI_override,q_zero,0.0077,0.1,-0.05,-0.05,0,1,1,30,0,1,48,0.1,0,0.1,0,-21.4177912038294,0,-21.4177912038294,0,-21.4177912038294,0,4,-0,6.69305975119669e-05,8346.52987559834,1653.47012440166,1653.47012440166,-6.12191080606379,4.08127387070919,1,4.3625,5925
MIL_PI_override,reset_after_sat,0.0078,0,0,0,0,20,20,0,1,0,48,0,0,0,0,0,0,0,0,0,0,2,0,-0,5000,5000,5000,0,0,0,4.3625,5925
MIL_PI_override,release,0.0079,0,0,0,0,0.2,-0.2,0,0,0,48,0,0,0,0,0.8725,-0.8725,0.8725,-0.8725,0.8725,-0.8725,2,1.15242708333333e-06,3.14845260416667e-06,4784.956015625,5215.043984375,4900.19872395833,0,0,0,4.3625,5925
