row_index,parameter_profile,case_id,ia_raw,ib_raw,ic_raw,theta_u16,i_alpha_raw,i_beta_raw,sin_raw,cos_raw,id_raw,iq_raw,ud_lim_raw,uq_lim_raw,v_alpha_raw,v_beta_raw,ia_A,ib_A,ic_A,theta_rad,i_alpha_A,i_beta_A,id_A,iq_A,v_alpha_V,v_beta_V,step6a_i_alpha,step6a_i_beta,step6a_id,step6a_iq,step6a_v_alpha,step6a_v_beta
142,MIL_PI_override,edge_1_-1.732,0,0,0,0,0,0,0,65536,0,0,142950,-247590,142950,-247590,0,0,0,0,0,0,0,0,4.36248779297,-7.55584716797,0,0,0,0,4.3625,-7.55585
143,MIL_PI_override,feedforward_reset1,0,0,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,MIL_PI_override,feedforward_reset2,0,0,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,MIL_PI_override,feedforward,6554,-3277,-3277,3129,6554,0,19361,62611,6261,-1936,44500,528750,-113692,518297,0.200012207031,-0.100006103516,-0.100006103516,0.3,0.200012207031,0,0.191070556641,-0.05908203125,-3.46960449219,15.8171691895,0.2,0,0.191066365401038,-0.0591037512790529,-3.47116862752689,15.8167327454883
146,MIL_PI_override,sat_start_reset1,0,0,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,MIL_PI_override,sat_start_reset2,0,0,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,MIL_PI_override,sat_start,0,0,0,2086,0,0,13007,64232,0,0,680021,-453348,756467,-309363,0,0,0,0.2,0,0,0,0,23.0855407715,-9.44100952148,0,0,0,0,23.0873655185981,-9.43631283207613
149,MIL_PI_override,sat_hold_1,0,0,0,2086,0,0,13007,64232,0,0,680021,-453348,756467,-309363,0,0,0,0.2,0,0,0,0,23.0855407715,-9.44100952148,0,0,0,0,23.0873655361495,-9.43631283924977
150,MIL_PI_override,sat_hold_2,0,0,0,2086,0,0,13007,64232,0,0,680021,-453348,756467,-309363,0,0,0,0.2,0,0,0,0,23.0855407715,-9.44100952148,0,0,0,0,23.0873655323465,-9.43631283769541
151,MIL_PI_override,sat_hold_3,0,0,0,2086,0,0,13007,64232,0,0,680021,-453348,756467,-309363,0,0,0,0.2,0,0,0,0,23.0855407715,-9.44100952148,0,0,0,0,23.0873655247457,-9.43631283458878
152,MIL_PI_override,sat_hold_4,0,0,0,2086,0,0,13007,64232,0,0,680021,-453348,756467,-309363,0,0,0,0.2,0,0,0,0,23.0855407715,-9.44100952148,0,0,0,0,23.0873655172015,-9.4363128315053
153,MIL_PI_override,recovery_1,0,0,0,0,0,0,0,65536,0,0,-217161,144774,-217161,144774,0,0,0,0,0,0,0,0,-6.6272277832,4.41815185547,0,0,0,0,-6.6272261450812,4.41815076338746
154,MIL_PI_override,recovery_2,0,0,0,0,0,0,0,65536,0,0,-680021,453348,-680021,453348,0,0,0,0,0,0,0,0,-20.7525939941,13.8350830078,0,0,0,0,-20.7526081252458,13.8350720834972
155,MIL_PI_override,recovery_3,0,0,0,0,0,0,0,65536,0,0,-680021,453348,-680021,453348,0,0,0,0,0,0,0,0,-20.7525939941,13.8350830078,0,0,0,0,-20.7526081252458,13.8350720834972
156,MIL_PI_override,recovery_4,0,0,0,0,0,0,0,65536,0,0,-680021,453348,-680021,453348,0,0,0,0,0,0,0,0,-20.7525939941,13.8350830078,0,0,0,0,-20.7526080906268,13.8350720604179
157,MIL_PI_override,q_zero,3277,-1638,-1638,0,3277,0,0,65536,3277,0,-701818,0,-701818,0,0.100006103516,-0.0499877929688,-0.0499877929688,0,0.100006103516,0,0.100006103516,0,-21.4177856445,0,0.1,0,0.1,0,-21.4177912038294,0
158,MIL_PI_override,reset_after_sat,0,0,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,MIL_PI_override,release,0,0,0,0,0,0,0,65536,0,0,28590,-28590,28590,-28590,0,0,0,0,0,0,0,0,0.872497558594,-0.872497558594,0,0,0,0,0.8725,-0.8725
