# i_alpha_raw i_beta_raw theta_u16 sin_raw cos_raw id_raw iq_raw
144609 -194703 28356 26902 -59760 -211788 118182
259094 -180904 64265 -7972 65049 279174 -148043
84901 -41075 9189 50548 41711 22355 -91627
52737 54758 40862 -45895 -46783 -75994 -2157
-247383 -20443 5190 31270 57595 -227162 100071
-236464 -204520 17258 65307 -5473 -184058 252717
-63674 -167670 58148 -42635 49772 60721 -168762
222715 -80437 49364 -65522 1332 84946 221033
98234 -152089 60766 -28948 58796 155311 -93056
-158248 8146 17320 65272 -5873 22295 156881
-225432 -8571 57981 -43431 49079 -163143 -155813
150 -234687 58290 -41963 50340 150386 -180173
-6736 -140958 12620 61315 23140 -134258 -43468
-261210 -108461 511 3191 65458 -266180 -95613
-203016 -178959 26560 36744 -54267 67770 262012
76540 -75973 13313 62714 19024 -50483 -95298
-4609 -155518 7475 43034 49427 -105596 -114265
-174903 -262041 20820 59698 -27040 -166534 267440
-172790 185330 27484 31798 -57305 241010 -78216
44901 -250541 54375 -57499 31446 241361 -80822
-223113 -208092 25399 42558 -49837 34535 303130
-146842 -134990 64404 -7099 65150 -131355 -150101
132308 130226 61856 -22645 61499 79160 167921
205799 198633 60416 -30893 57798 87866 272191
174141 -240440 14036 63882 14629 -195500 -223417
-132200 101148 62833 -16800 63346 -153711 63879
-212255 -74686 21213 58640 -29264 27952 223270
131603 108651 55220 -54755 36012 -18462 169657
71267 15997 18630 64025 -13991 414 -73039
78638 -175830 29076 22716 -61473 -134709 137672
127072 -99266 16067 65505 2010 -95322 -130056
-81962 84422 2473 15387 63704 -59850 101306
239615 250424 38765 -35633 -55002 -337260 -79889
-240773 -93988 51917 -63248 17164 27648 -256983
-111795 -108193 55176 -54906 35781 29607 -152732
112241 5191 32875 -653 -65533 -112288 -4072
252179 4745 4190 25613 60324 233978 -94190
-233208 -165425 26741 35802 -54893 104964 265961
213172 -125462 7592 43600 48929 75686 -235489
-50611 240170 10128 54097 36993 169681 177345
51983 221935 18186 64563 -11254 209713 -89322
161544 176323 60120 -32521 56898 52755 233246
136414 -46079 16702 65506 -1985 -50190 -134956
-97248 -55558 42296 -51881 -40042 103400 -43040
169319 -240589 43544 -56289 -33563 119929 268641
-152288 63724 38433 -33865 -56108 97451 -133250
60173 -197296 7656 43899 48660 -87480 -186797
199794 240958 11418 58242 30048 305745 -67079
177932 172735 52180 -62794 18759 -114577 219931
57129 -191002 23915 49195 -43299 -181121 83309
-135218 -87264 38686 -35210 -55274 160928 952
261697 -190433 7772 44438 48169 63221 -317417
-181239 199986 58696 -39962 51942 -265591 47989
252845 -167071 43063 -54672 -36138 -49 303057
242416 248709 46491 -63410 -16557 -301885 171718
50312 -234237 12837 61781 21865 -204030 -125579
103454 -82921 27158 33584 -56277 -131331 18191
-58128 -196465 54960 -55636 34636 136066 -153179
171093 -123878 37972 -31358 -57547 -90963 190642
-211585 -98644 33504 -4621 -65373 218014 83480
-91287 95947 23508 50835 -41362 132039 10254
254436 154720 62981 -15900 63578 209297 211827
-138356 144369 12996 62109 20915 92665 177195
80518 -9789 52017 -63081 17770 31255 74847
-162781 96567 29479 20343 -62299 184716 -41269
-3070 -104725 34675 -11897 -64447 22030 102427
-210831 231804 58911 -38898 52744 -307263 61422
119186 204580 1311 8197 65021 143838 188065
-245839 141563 61965 -22007 61730 -279099 50789
96383 -116554 45792 -62165 -20748 80045 128325
39736 -105569 28759 24591 -60747 -76445 82945
238599 27168 16885 65461 -3140 15705 -239628
-186265 90918 35430 -16533 -63416 157303 -134967
-38980 185284 21620 57450 -31534 181179 -54983
146723 10099 30273 15534 -63668 -140147 -44589
-103983 212375 232 1458 65520 -99233 214636
218122 -221972 58480 -41029 51104 309055 -36535
-106010 32879 48150 -65233 -6299 -22538 -108680
-8298 76328 6322 37324 53869 36649 67466
-112740 247571 59097 -37941 53436 -235252 136593
-2802 -79204 30586 13622 -64105 -13722 78057
46338 -14907 1046 6549 65208 44616 -19463
166984 -230258 11178 57535 31380 -122191 -256850
-207183 -250858 32228 3391 -65448 193925 261241
78671 55076 20671 60086 -26167 19084 -94119
-97766 155979 53178 -60719 24661 -181303 -31886
44177 -224717 54589 -56835 32630 216878 -73574
-114234 -7095 2535 15753 63614 -112589 20572
-120948 234564 5107 30805 57845 3502 263888
-205452 -245787 45345 -61217 -23398 302941 -104160
106914 -66794 50611 -64899 9119 81021 96581
-173802 89656 54486 -57158 32062 -163223 -107721
-143781 -218160 32499 1709 -65514 138044 221836
141536 -244357 41038 -46677 -46002 74690 272330
-173436 130191 29604 19577 -62544 204409 -72438
-193574 -74568 10017 53697 37572 -172074 115855
121776 -170854 53916 -58818 28903 207046 33942
-33628 158132 13866 63633 15680 145494 70486
-46474 228549 49663 -65458 3191 -230540 -35290
-118666 188854 62565 -18422 62894 -166969 147884
-40308 -200946 29368 20987 -62085 -26165 203273
103707 243780 22880 53232 -38228 137518 -226437
-86485 116688 6604 38777 52833 -678 145242
-95670 128214 45279 -61063 -23797 -84724 -135696
-128214 -154765 35653 -17891 -63047 165595 113885
-141786 140371 49847 -65392 4345 -149463 -132168
-123905 -159251 44024 -57774 -30938 198882 -34051
12296 181218 24587 46305 -46376 119340 -136925
172808 75391 2904 18012 63012 186873 24993
-168075 218813 6827 39882 52003 -209 275911
-235673 -188553 57049 -47637 45007 -24793 -300796
-258885 174937 11715 59071 28383 45559 309110
-230085 -222744 52097 -62943 18253 149848 -283020
-123195 161659 18234 64510 -11551 180842 92773
-96565 -468 49895 -65371 4646 -6379 -96355
-251863 160494 50886 -64635 10833 -199920 -221871
-153957 -151910 16865 65467 -3015 -144667 160784
63085 -171754 35521 -17091 -63268 -16110 182262
-135832 124938 14777 64759 10063 102600 153406
-136551 127048 52136 -62872 18494 -160418 -95148
-127531 -162883 8583 48032 44585 -206140 -17343
-218512 121895 24999 44438 -48169 243260 58574
103653 -193339 27438 32062 -57158 -184989 117913
-207262 -183174 687 4295 65395 -218821 -169197
89078 245282 30026 17043 -63281 -22226 -260007
-203847 104581 12262 60480 25242 17999 228401
33158 -169316 48317 -65326 -5247 166119 46608
186463 -108599 61811 -22928 61394 212672 -36501
89051 113777 25385 42616 -49788 6333 -144344
-127973 -206359 40738 -45335 -47325 235162 60490
53795 96649 10578 55636 34636 110480 5411
-194630 -193420 46948 -64078 -13745 229937 -149734
226872 -99782 886 5548 65301 217611 -118630
70658 248694 43972 -57619 -31225 -252316 -56369
-100338 -35909 14479 64443 11922 -53563 92132
-171231 256133 33657 -5573 -65299 148831 -269768
109117 -96282 2205 13745 64078 86496 -117025
-45662 -122456 10620 55781 34401 -128197 -25414
-22431 135377 12469 60971 24031 117722 70509
40959 -197846 6596 38736 52863 -83901 -183797
-206518 31564 25725 40970 -51151 180920 104469
-227039 111618 59575 -35464 55111 -251324 -28997
-85698 -41360 64926 -3843 65423 -83125 -46314
-19889 -165481 41164 -47238 -45426 133064 100367
243258 -210593 64485 -6599 65203 263227 -185029
55375 -179014 16256 65531 804 -178321 -57567
-182509 181789 8566 47964 44659 8677 257452
-78976 -144183 11526 58550 29443 -164295 5781
-236184 125325 46991 -64131 -13499 -73989 -256935
-103330 -206744 45720 -62020 -21177 229042 -30980
243212 210639 40283 -43223 -49262 -321740 2073
75260 -112182 6318 37303 53883 -1976 -135073
-144239 -209923 53059 -60999 23961 142654 -211005
161418 96046 23345 51479 -40557 -24449 -186233
-242377 -186853 51282 -64177 13278 133871 -275208
224203 -25685 55006 -55489 34870 141040 176165
-18228 123981 52079 -62978 18132 -124185 16786
-193593 208073 61764 -23187 61297 -254688 126120
250053 -255168 48005 -65139 -7199 226154 276568
-237526 95275 60379 -31115 57679 -254284 -28919
-194450 -249572 50617 -64892 9168 219917 -227452
174367 -32711 33236 -2940 -65470 -172724 40500
-256186 4352 20873 59562 -27337 110818 231018
-85026 -216153 6001 35654 54989 -188938 -135109
-243767 -168879 39843 -41108 -51041 295782 -21378
48402 138110 61168 -26650 59873 -11942 145858
70298 -221167 38560 -34551 -55689 56865 224997
-108848 -132095 16747 65497 -2261 -128261 113341
-129304 186260 33356 -3693 -65432 118603 -193251
94597 -185859 19177 63202 -17334 -204260 -42069
159937 -142998 26900 34955 -55435 -211557 35652
-214361 45164 56588 -49575 42863 -174365 -132615
173000 -34090 12520 61090 23727 30857 -173606
-121658 -80474 34351 -9890 -64786 132410 61194
-8885 33169 10122 54069 37034 22344 26074
82705 145929 35794 -18735 -62801 -120971 -116196
-60187 245191 46893 -64004 -14089 -226520 -111491
79483 241700 659 4119 65406 94516 236225
239266 119300 60586 -29959 58288 158268 215484
185661 156226 54028 -58504 29533 -55797 236141
226679 214186 35415 -16435 -63442 -273149 -150496
85822 2030 37230 -27177 -59635 -78936 33742
15099 -192691 55615 -53363 38044 165665 -99564
-211224 29666 58769 -39603 52217 -186224 -104004
-223628 258306 36050 -20271 -62322 132764 -314809
108836 260312 45267 -61035 -23867 -282070 6560
57369 -181329 6662 39060 52624 -62008 -179796
88875 221917 49663 -65458 3191 -217325 99575
123008 106534 6391 37674 53625 161894 16459
212194 -124517 16623 65519 -1483 -129286 -209321
30921 -221429 10954 56848 32608 -176690 -136996
216145 -8792 38169 -32434 -56948 -183470 114611
73783 -217404 16139 65517 1558 -215587 -78930
6481 -173371 61275 -26051 60136 74863 -156509
-91263 -88140 3671 22575 61525 -116039 -51308
249559 -34117 47901 -65064 -7848 3986 251847
157528 -79278 26762 35696 -54961 -175290 -19316
-160503 92626 62609 -18156 62971 -179882 44535
-257322 190689 16761 65493 -2362 199838 250280
74136 68360 22120 55873 -34251 19535 -98932
-50470 106891 58313 -41847 50436 -107095 50036
95555 163094 41739 -49657 -42768 -185935 -34031
175649 246329 35840 -19024 -62714 -239591 -184734
-197341 -190400 18368 64354 -12391 -149654 229781
80592 161959 9368 51260 40833 176893 37874
215408 216901 6686 39181 52534 302347 45086
-105534 227483 54714 -56443 33303 -249549 24707
105532 119285 7857 44824 47809 158573 14840
-74493 -190900 21470 57904 -30694 -133780 155227
255084 63581 51633 -63692 15436 -1711 262882
-144463 227376 59643 -35104 55341 -243783 114624
172814 15046 39373 -38777 -52833 -148220 90123
-26746 79539 10663 55913 34187 53908 64310
-199630 -15418 54505 -57096 32171 -84564 -181489
-62220 -196926 30348 15069 -63780 15273 205956
-238430 -127870 47743 -64936 -8845 158879 -218989
-1083 35242 13959 63768 15118 34041 9183
196925 184379 3519 21676 61848 246826 108870
119547 45206 53726 -59340 27816 9808 127432
177998 -133432 60222 -31974 57207 220476 -29632
-90472 -23155 58520 -40833 51260 -56337 -74481
-124127 -71722 4628 28134 59190 -142897 -11490
-113488 -170448 37444 -28406 -59060 176153 104415
-211164 -67647 14165 64057 13844 -110727 192109
-133477 57967 47683 -64884 -9218 -38616 -140302
-162284 32279 12287 60538 25103 -32344 162272
-99578 -193969 7769 44419 48186 -204684 -75126
-127687 -93926 58887 -39020 52654 -46665 -151488
169383 38210 24540 46501 -46181 -92247 -147111
-25745 -31289 53664 -59499 27474 17614 -36490
197310 209812 9368 51260 40833 287044 -23603
-24076 141500 10901 56684 32891 110304 91840
197504 -194346 11272 57821 30849 -78499 -265736
-238462 -221538 24882 44971 -47672 21441 324784
17456 -138772 1154 7224 65137 2053 -139851
-24716 -169329 19846 61963 -21343 -152048 78514
239817 -251619 10280 54630 36201 -77276 -338899
-107906 141963 42535 -52773 -38858 -50336 -171065
45274 198316 58749 -39703 52141 -84123 185210
257219 -176546 27556 31402 -57523 -310362 31712
-57979 47052 20770 59832 -26742 66615 33733
143099 -64316 39000 -36868 -54182 -82126 133675
-77896 213344 36250 -21462 -61922 3734 -227089
68707 67293 26451 37324 -53869 -18151 -94443
-136620 -44072 25806 40577 -51463 79995 119197
3883 -79836 57604 -45172 47482 57842 -55166
22968 -209409 24536 46518 -46163 -164819 131203
-74873 133095 30433 14555 -63899 102562 -113142
168483 203359 40392 -43750 -48795 -261201 -38937
-238130 -59308 55618 -53349 38064 -90029 -228294
154334 -173076 60022 -33065 56583 220572 -71565
-122515 160003 6079 36054 54727 -14284 201014
259036 110873 51500 -63882 14629 -50253 277248
-120235 189953 35040 -14163 -63987 76342 -211447
-18284 250667 46060 -62677 -19144 -234391 -90710
242501 238788 47420 -64635 -10833 -275590 199696
-218772 -82694 19075 63372 -16703 -24206 232624
-209139 91308 10647 55860 34272 -31542 226010
156933 167466 51203 -64277 12785 -133634 186588
-36621 -93277 42675 -53290 -38146 97163 24515
-93246 67609 56507 -49919 42463 -111915 -27220
-144331 225203 55335 -54365 36598 -267416 6034
-260879 121136 15969 65484 2613 110638 265502
-17610 -66998 45086 -60614 -24917 68662 9185
-249421 215007 13058 62228 20557 125917 304274
223639 -115029 38794 -35781 -54906 -124562 218472
19175 52228 47803 -64986 -8471 -54268 12263
221810 22609 48736 -65484 -2613 -31435 220733
132273 6439 1955 12193 64392 131162 -18283
-120457 70536 51550 -63814 14922 -96110 -101231
-211101 217033 34301 -9591 -64830 177065 -245589
-29770 -155057 33445 -4244 -65398 39749 152803
102955 -106141 63378 -13475 64136 122580 -82705
53593 21253 60710 -29264 58640 38464 42948
-226230 131794 14554 64528 11452 90235 245781
243074 89931 50293 -65145 7149 -62879 251434
-66979 -199178 44877 -60106 -26121 209371 17958
11 -26239 33405 -3994 -65414 1588 26191
31507 -36320 33475 -4420 -65387 -28986 38362
-136166 13925 19138 63268 -17091 48954 127822
-197530 -214775 8819 49029 43487 -291751 5261
205653 28814 64577 -6023 65259 202136 47592
-154295 -109194 15029 64983 8496 -128275 138837
204482 204821 7216 41808 50468 288131 27282
34542 151041 37451 -28429 -59049 -96643 -121106
143451 -179967 9870 53158 38330 -62076 -221614
207592 -252433 2901 17987 63019 130336 -299714
-128049 -193040 3714 22834 61429 -187283 -136328
237864 233448 31736 6474 -65215 -213638 -255802
-161122 103294 34357 -9939 -64778 143593 -126535
37062 -109147 9221 50676 41556 -60898 -97868
-193186 -201832 36062 -20343 -62299 246295 131896
152393 115601 22560 54379 -36577 10867 -190969
36587 186913 1032 6474 65215 54872 182383
18135 146747 38438 -33886 -56095 -91399 -116230
-196202 92856 27129 33735 -56186 216008 21388
-141610 -22230 18840 63728 -15289 11420 142889
-147653 242426 5502 32978 56634 -5607 283796
38848 -146212 3239 20008 62407 -7645 -151091
114705 -11886 63327 -13794 64068 114637 12523
163531 -144010 62440 -19168 62670 198500 -89883
-215379 201754 18212 64532 -11427 236217 176901
121895 154080 23841 49493 -42958 36461 -193053
159165 41217 24439 46959 -45715 -81493 -142799
87328 -83594 50496 -64993 8421 94123 75863
-115372 -131231 22110 55913 -34187 -51778 166888
-78771 -48171 12741 61577 22433 -72224 57524
159862 -90475 60900 -28179 59168 183231 -12947
167637 153957 28522 25959 -60175 -92941 -207764
-45750 75393 38771 -35654 -54989 -2629 -88149
15 -240396 53204 -60653 24824 222490 -91044
244840 -252805 3139 19409 62596 158986 -313975
-221544 112696 7624 43750 48795 -89718 231805
92449 111577 20494 60518 -25149 67557 -128187
-81061 147518 37113 -26512 -59934 14455 -167701
-99995 24691 24113 48356 -44234 85711 57116
-13496 252375 32642 804 -65531 16591 -252190
115387 117529 30454 14433 -63927 -86671 -140055
192331 -87797 54937 -55715 34508 175912 117279
260865 -220174 25097 43974 -48593 -341158 -11785
61855 -257240 12518 61081 23750 -217337 -150873
-93218 -86096 32505 1659 -65515 91009 88428
15140 142700 22634 54125 -36951 109317 -92962
68314 125580 11977 59770 26879 142550 -10798
58388 -176209 5018 30316 58103 -29746 -183233
49859 -243423 57241 -46801 45877 208738 -134797
179990 28073 23279 51742 -40221 -88300 -159335
69229 -167566 31317 9094 -64902 -91811 156339
202956 15508 57935 -43656 48878 141038 146763
-70962 -41608 54300 -57714 31049 3022 -82205
-59346 -123568 6540 38452 53070 -120559 -65243
53052 167115 64440 -6874 65175 35231 171759
-236782 139282 47445 -64659 -10684 -98817 -256320
172879 -64833 38652 -35040 -55382 -111429 147221
-161433 108996 57746 -44530 48084 -192504 -29719
186736 225753 59401 -36368 54519 30067 291428
-81899 -120650 5697 34037 56004 -132648 -60567
155321 -58279 55121 -55098 35485 133097 99027
73625 -26601 32682 553 -65534 -73847 25979
-42345 -168146 57068 -47551 45099 92862 -146435
26266 96591 16654 65514 -1684 95884 -28739
35458 -192596 3274 20223 62338 -25703 -194139
-64828 -12374 52170 -62815 18687 -6625 -65665
59681 -193028 61417 -25219 60490 129365 -155200
45335 231857 891 5573 65299 64888 227163
237187 -6317 58384 -41498 50724 187580 145300
237608 209197 61065 -27245 59604 129132 289041
-197367 238498 4961 30003 58265 -66283 302394
75 168465 52242 -62685 19120 -161114 49221
-225597 -155194 12356 60710 24684 -228736 150531
213224 -81346 3793 23304 61253 170363 -151850
-260508 127803 27068 34058 -55991 288983 26193
-104431 -180322 47262 -64461 -11823 196204 -70187
-60220 -145736 49894 -65371 4646 141100 -70400
27656 -220546 15439 65265 5948 -217124 -47558
140178 126400 36427 -22504 -61551 -175058 -70579
8151 -256476 39315 -38472 -53055 143962 212416
-110797 126289 41111 -46994 -45679 -13332 -167474
-215694 -27282 31438 8346 -65002 210462 54528
-80008 177000 42242 -51665 -40320 -90313 -171970
-73923 87831 30213 15900 -63578 93024 -67272
-240643 -96799 30635 13327 -64167 215932 143713
4576 -101665 29036 22952 -61386 -39891 93625
174895 73591 42330 -52003 -39882 -164827 93996
11185 -134726 6226 36827 54210 -66455 -117728
-183603 -149690 42807 -53769 -37469 227785 -65055
94623 124916 25913 40042 -51881 1415 -156703
253526 -161211 6435 37900 53465 113600 -278134
84579 -209058 18069 64684 -10535 -219936 -49873
113541 -206249 38533 -34401 -55781 11623 235149
125528 -32248 26235 38432 -53085 -120590 -47492
218236 258976 63942 -9989 64770 176212 289213
-144082 62746 19332 62936 -18277 100439 120867
196612 -30237 30659 13180 -64197 -198676 -9922
143313 -208189 29213 21913 -61764 -204676 148287
220640 -214724 45404 -61350 -23046 123420 282056
-112586 104568 39230 -38044 -53363 30971 -150502
168347 -149970 20470 60576 -25010 -202865 -98374
42425 6394 33674 -5673 -65290 -42819 -2698
-82913 -199596 9682 52459 39282 -209466 -53268
177793 -189229 60019 -33087 56571 249007 -73581
240671 -172723 35119 -14629 -63882 -196042 222087
-31150 -83274 11399 58184 30160 -88267 -10668
180503 38188 49210 -65535 352 -37218 180705
186351 8475 48830 -65504 -2035 -14257 185997
40939 251318 8542 47861 44769 211504 141783
-13740 198680 18344 64382 -12243 197748 -23618
150020 -15769 18807 63780 -15069 -49841 -142374
-74936 -239241 25775 40735 -51339 -90002 233992
222861 -135919 19288 63012 -18012 -191936 -176922
138280 -91545 1395 8720 64953 124869 -109130
172418 115109 43277 -55409 -34998 -189398 84304
213540 -120306 33911 -7149 -65145 -199142 142882
-52475 165004 56787 -48761 43787 -157829 71202
-226051 55917 51895 -63288 17019 -112702 -203776
130416 -80650 39763 -40715 -51354 -52089 144220
-176728 -47990 24960 44604 -48015 96818 155442
-228632 192110 35531 -17140 -63255 170431 -245219
75447 68694 28447 26397 -59985 -41388 -93265
-150979 252782 49692 -65448 3391 -260255 -137697
244531 74969 22572 54337 -36639 -74551 -244657
43573 -96699 63852 -10535 64684 58551 -88437
217953 9865 61785 -23069 61341 200529 85954
140523 -160937 10719 56095 33886 -65094 -203493
-132934 -169278 63543 -12465 64340 -98311 -191473
-165706 -121825 38077 -31930 -57231 204062 25653
-75873 -142377 48140 -65228 -6349 149058 -61723
-173104 -25186 64292 -7798 65070 -168876 -45604
-107010 256701 18969 63535 -16070 275103 40797
-28456 -17449 62041 -21557 61889 -21133 -25838
-142720 35458 47221 -64415 -12070 -8566 -146809
-129272 217342 48795 -65497 -2261 -212753 -136693
-215634 -25148 54245 -57880 30738 -78927 -202238
172126 -206746 59591 -35380 55166 256503 -81109
-128296 -161542 49885 -65375 4596 152148 -139310
97845 59587 55673 -53144 38350 8937 114213
240295 66264 49935 -65353 4896 -48127 244574
35268 88578 39071 -37221 -53941 -79336 -52876
-418 258553 55029 -55409 34998 -218823 137721
240486 -103341 37216 -27108 -59667 -176204 193560
-171663 226393 17703 65015 -8247 246195 141809
-113329 95230 63711 -11427 64532 -128197 74011
199179 182068 46345 -63175 -17431 -228486 143578
16736 -95988 1412 8845 64936 3628 -97368
-95445 57575 30243 15729 -63621 106474 -32985
157684 -109739 64271 -7947 65052 169827 -89808
178981 174397 28624 25358 -60431 -97559 -230066
216449 -195629 57963 -43525 48995 291743 -2501
6024 -115383 24329 47430 -45226 -87663 75265
64965 -98953 62791 -17067 63275 88493 -78621
31482 -200910 52166 -62822 18663 201555 -27036
233089 -246388 11770 59222 28066 -122829 -316149
153983 19847 24384 47186 -45480 -92570 -124641
-188530 96000 61628 -23984 60990 -210585 20345
-95887 -231906 358 2236 65498 -103744 -228500
-209734 152904 1184 7423 65114 -191065 175675
-48893 -117918 19150 63248 -17164 -100996 78069
-64658 79327 9645 52323 39462 24400 99388
245198 15457 24808 45299 -47360 -166510 -180653
69438 -133428 31682 6824 -65180 -82954 125473
-44039 -44572 40269 -43167 -49311 62495 4530
203185 215150 35709 -18229 -62950 -255012 -150144
-89599 -202224 64119 -8895 64930 -61323 -212515
135473 -55213 29750 18711 -62808 -145598 14236
-54579 24510 59362 -36577 54379 -58967 -10124
16230 55394 58869 -39100 52594 -20024 54138
-234415 -43624 9882 53202 38269 -172298 164824
-230805 -158794 34300 -9591 -64830 251558 123306
64012 225168 42395 -52247 -39563 -218153 -84898
-198470 172144 38929 -36493 -54435 68995 -253501
-27885 -210185 10815 56405 33368 -195098 -83017
21016 -79713 37580 -29174 -58685 16666 80735
-203031 211826 40669 -45026 -47620 1994 -293409
71789 52720 43596 -56456 -33282 -81873 35069
192596 -196317 61976 -21936 61756 247198 -120529
-14919 -139834 49041 -65532 -704 139986 -13416
-10432 197721 10365 54920 35759 160001 116626
217843 -152370 40579 -44604 -48015 -55899 259899
-169089 179293 34990 -13844 -64057 127399 -210966
98910 -5238 1245 7798 65070 97583 -16970
200652 194605 35768 -18591 -62844 -247615 -129691
8692 236268 17662 65046 -7997 233441 -37458
149657 167529 23665 50211 -42117 32176 -222324
-213165 -186440 62892 -16435 63442 -159599 -233940
93400 40782 45929 -62430 -19936 -67261 76568
-35627 103313 58817 -39362 52398 -90536 61204
-127730 176084 46225 -62971 -18156 -133806 -171513
109122 33700 38682 -35189 -55288 -110153 30162
106695 17745 54447 -57280 31842 36330 101876
-23170 45871 38702 -35295 -55220 -5181 -51129
-10396 245563 6940 40458 51557 143417 199602
-251613 29294 9233 50724 41498 -136651 213294
149637 134744 28515 26005 -60156 -83886 -183059
-165356 -53031 50351 -65106 7498 33765 -170338
-38770 -35157 36821 -24824 -60653 49198 17852
130849 100570 23764 49805 -42597 -8619 -164809
220991 -258910 10441 55179 35358 -98764 -325754
-84271 -35090 53295 -60441 25335 -216 -91285
-11201 -87276 58449 -41186 50977 46136 -74927
-134323 -137411 25498 42079 -50243 14750 191591
-4664 -108805 10744 56186 33735 -95683 -52009
-90176 174908 3119 19288 62633 -34704 193700
193281 -89519 681 4270 65397 187038 -101922
-95539 -162030 34748 -12366 -64359 124397 141093
177965 205052 41732 -49641 -42787 -271508 928
-92632 48753 46619 -63608 -15778 -25017 -101644
38371 -254330 15742 65411 4044 -251477 -53992
78038 -245562 39701 -40419 -51588 90020 241429
179790 236881 14959 64923 8944 259202 -145780
-187842 82976 51162 -64325 12539 -117383 -168495
37303 258862 18876 63674 -15509 242680 -97502
-117681 55559 33971 -7523 -65103 110526 -68701
-194665 167260 62525 -18663 62822 -234235 104898
229983 64160 42170 -51386 -40675 -193046 140506
-163408 96509 24625 46127 -46554 184005 46458
-152326 -43704 46491 -63410 -16557 80770 -136343
37708 -71882 58074 -42996 49460 75618 -29510
-246491 215515 55755 -52848 38757 -319562 -71317
-226928 -113983 1221 7648 65088 -238678 -86721
-135171 -1274 62827 -16849 63333 -130300 -35983
-241327 130651 38885 -36263 -54589 128723 -242361
216256 131101 26431 37427 -53797 -102649 -231120
100094 86355 52910 -61333 23093 -45547 124104
122332 95437 57635 -45044 47603 23262 153403
-241920 76080 57705 -44714 47912 -228771 -109437
100216 134062 54054 -58436 29668 -74171 150048
107334 3631 19331 62943 -18253 -26407 -104099
-46000 162302 63294 -13991 64025 -79589 148740
-213072 91864 45671 -61914 -21486 -16931 -231414
76566 97643 1744 10907 64622 91749 83539
171472 -224669 44535 -59212 -28088 129498 251216
-14729 -226271 43038 -54589 -36263 196625 112934
161486 -64457 40335 -43469 -49045 -78098 155349
87803 245077 39916 -41478 -50740 -223090 -134175
-1961 154287 3859 23680 61108 53920 144571
-16530 122199 30015 17116 -63262 47871 -113642
-76728 46512 12858 61823 21747 18416 87815
25384 -231292 25578 41692 -50564 -166726 162304
245811 84527 22580 54309 -36681 -67536 -251011
205987 -4762 22346 55125 -35443 -115407 -170689
1224 79629 36038 -20199 -62346 -25707 -75376
17984 -69847 2339 14555 63899 2022 -72096
145916 -110619 48712 -65478 -2764 104367 150452
-109485 240380 53401 -60175 25959 -264084 -5314
-155879 30815 46420 -63301 -16970 10599 -158542
93096 -148692 32767 25 -65536 -93153 148656
-42764 -155391 3491 21510 61906 -91397 -132748
167812 89903 26332 37921 -53451 -84847 -170425
137669 -259697 27296 32826 -56722 -249232 155814
79948 -124299 47625 -64834 -9566 111298 97235
173522 167861 2218 13819 64062 205015 127497
198198 129040 30516 14040 -64014 -165950 -168504
142813 -261105 57674 -44861 47775 282842 -92584
202133 204324 19370 62872 -18494 138977 -251576
96743 -201898 11289 57869 30760 -132871 -180188
240315 -14472 34141 -8596 -64970 -236341 45868
-86326 -13203 5397 32412 56960 -81559 31219
180993 33704 18975 63529 -16095 -11778 -183728
227556 -42035 46176 -62886 -18446 -23713 230186
-130055 -99948 53223 -60614 24917 42994 -158288
251150 199506 13006 62125 20867 269090 -174554
50649 246973 18063 64692 -10485 235689 -89510
-98880 -78755 45504 -61568 -22457 107870 -65906
-47215 -144642 58712 -39882 52003 50557 -143507
44671 -129092 52713 -61756 21936 136598 -1115
104231 -115816 16008 65493 2362 -111983 -108337
-233534 222766 6435 37900 53465 -61692 316790
54445 148013 33000 -1458 -65520 -57725 -146766
-73577 -94338 52335 -62514 19672 67902 -98502
162652 168446 1428 8944 64923 184119 144673
-180145 31773 10656 55900 34208 -66929 170242
-143668 181270 49894 -65371 4646 -190999 -130456
-45678 26839 42273 -51789 -40161 6783 -52544
-177508 88930 30925 11526 -64514 190380 -56324
41800 -143205 60643 -29645 58448 102057 -108809
7998 -60427 39038 -37055 -54054 27570 54362
132740 -74548 18296 64438 -11946 -97495 -116927
-45984 -141977 29335 21201 -62012 -2418 149219
-49401 128670 5022 30338 58091 15775 136922
42012 -104058 17763 64967 -8621 -108681 -27959
64897 43583 58920 -38838 52788 26445 73565
-220276 -24735 14528 64501 11600 -63334 212419
201926 90209 14046 63894 14580 132872 -176798
-53343 -155490 39982 -41789 -50484 140240 85764
248501 -241191 11513 58516 29511 -103455 -330491
-105172 168922 35695 -18132 -62978 54331 -191427
154815 146015 11773 59233 28043 198218 -77445
-92736 216879 43570 -56367 -33433 -139227 -190402
-31211 -198093 59404 -36347 54533 83894 -182145
-31620 -57745 57373 -46216 46465 18303 -63240
52847 -250509 48070 -65182 -6799 243673 78550
1 0 0 0 32767 0 0
1 0 0 0 32768 1 0
1 0 0 0 32769 1 0
-1 0 0 0 32767 0 0
-1 0 0 0 32768 -1 0
-1 0 0 0 32769 -1 0
16777215 16777215 0 46341 46341 16777215 0
-16777216 -16777216 0 46341 46341 -16777216 0
