# kind profile index ia ib ic theta_e we id_ref iq_ref vdc pi_reset uq_zero_en foc_u foc_v foc_w cmp_u cmp_v cmp_w v_alpha v_beta sector
0000000000000000 0000000000000001 0000000000000005 0000000000008000 ffffffffffffc000 ffffffffffffc000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000917330 00000000006e8cd0 00000000006e8cd0 0000000000000438 000000000000058c 000000000000058c fffffffffffdd19a 0000000000000000 0000000000000004
0000000000000000 0000000000000001 0000000000000006 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000007 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000008 0000000000000000 0000000000006eda ffffffffffff9126 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000800000 000000000094261d 00000000006bd9e3 00000000000004e2 000000000000041d 00000000000005a7 0000000000000000 fffffffffffdd19a 0000000000000006
0000000000000000 0000000000000001 0000000000000009 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000000a 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000000b 0000000000008000 0000000000008000 0000000000008000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000000c 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000000d 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000000e 000000000000199a ffffffffffffd99a 0000000000000ccd 0000000000000000 0000000000000000 0000000000003333 ffffffffffffe666 0000000000180000 0000000000000000 0000000000000000 00000000007c32ec 0000000000828e28 000000000083cd14 0000000000000507 00000000000004c9 00000000000004bd 0000000000006fab 0000000000001143 0000000000000003
0000000000000000 0000000000000001 000000000000000f 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000010 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000011 000000000000199a ffffffffffffd99a 0000000000000ccd 0000000000004000 0000000000000000 0000000000003333 ffffffffffffe666 0000000000180000 0000000000000000 0000000000000000 0000000000800000 00000000007349a5 00000000008cb65b 00000000000004e2 000000000000055e 0000000000000466 0000000000000000 000000000001604e 0000000000000001
0000000000000000 0000000000000001 0000000000000012 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000013 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000014 000000000000199a ffffffffffffd99a 0000000000000ccd 0000000000008000 0000000000000000 0000000000003333 ffffffffffffe666 0000000000180000 0000000000000000 0000000000000000 00000000008ecfe5 000000000071301b 0000000000828e0c 0000000000000451 0000000000000573 00000000000004c9 fffffffffffeb0f5 000000000000f0a3 0000000000000005
0000000000000000 0000000000000001 0000000000000015 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000016 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000017 000000000000199a ffffffffffffd99a 0000000000000ccd 000000000000c000 0000000000000000 0000000000003333 ffffffffffffe666 0000000000180000 0000000000000000 0000000000000000 000000000088af15 00000000007e2125 00000000007750eb 000000000000048d 00000000000004f4 0000000000000537 ffffffffffff20a0 ffffffffffffa198 0000000000000004
0000000000000000 0000000000000001 0000000000000018 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000019 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000001a 000000000000199a ffffffffffffd99a 0000000000000ccd 0000000000000000 0000000000000000 0000000000003333 ffffffffffffe666 0000000000180000 0000000000000000 0000000000000000 00000000007c32ec 0000000000828e28 000000000083cd14 0000000000000507 00000000000004c9 00000000000004bd 0000000000006fab 0000000000001143 0000000000000003
0000000000000000 0000000000000001 000000000000001b 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000001c 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000001d 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000007ba3 0000000000002121 0000000000180000 0000000000000000 0000000000000000 00000000006c8983 0000000000890850 000000000093767d 00000000000005a0 000000000000048a 0000000000000424 0000000000021b5d 0000000000009086 0000000000000003
0000000000000000 0000000000000001 000000000000001e 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000001f 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000020 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000002121 0000000000007ba3 0000000000180000 0000000000000000 0000000000000000 000000000076f7a0 00000000006c89b9 0000000000937647 000000000000053a 00000000000005a0 0000000000000424 0000000000009086 0000000000021b5d 0000000000000001
0000000000000000 0000000000000001 0000000000000021 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000022 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000023 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 ffffffffffffa57e 0000000000005a82 0000000000180000 0000000000000000 0000000000000000 0000000000937690 00000000006c8970 0000000000890865 0000000000000424 00000000000005a0 000000000000048a fffffffffffe7529 0000000000018ad7 0000000000000005
0000000000000000 0000000000000001 0000000000000024 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000025 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000026 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 ffffffffffff845d ffffffffffffdedf 0000000000180000 0000000000000000 0000000000000000 000000000093767d 000000000076f7b0 00000000006c8983 0000000000000424 000000000000053a 00000000000005a0 fffffffffffde4a3 ffffffffffff6f7a 0000000000000004
0000000000000000 0000000000000001 0000000000000027 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000028 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000029 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 ffffffffffffdedf ffffffffffff845d 0000000000180000 0000000000000000 0000000000000000 0000000000890860 0000000000937647 00000000006c89b9 000000000000048a 0000000000000424 00000000000005a0 ffffffffffff6f7a fffffffffffde4a3 0000000000000006
0000000000000000 0000000000000001 000000000000002a 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000002b 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000002c 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000005a82 ffffffffffffa57e 0000000000180000 0000000000000000 0000000000000000 00000000006c8970 0000000000937690 000000000076f79b 00000000000005a0 0000000000000424 000000000000053a 0000000000018ad7 fffffffffffe7529 0000000000000002
0000000000000000 0000000000000001 000000000000002d 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000002e 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000002f 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000008000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 00000000006e8cd0 0000000000917330 0000000000917330 000000000000058c 0000000000000438 0000000000000438 0000000000022e66 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000030 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000031 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000032 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000008000 000000000000ddb2 0000000000180000 0000000000000000 0000000000000000 00000000005d1961 00000000005d19eb 0000000000a2e69f 0000000000000637 0000000000000637 000000000000038d 0000000000022e66 000000000003c725 0000000000000003
0000000000000000 0000000000000001 0000000000000033 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000034 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000035 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 ffffffffffff8000 000000000000ddb2 0000000000180000 0000000000000000 0000000000000000 0000000000a2e69f 00000000005d1961 0000000000a2e615 000000000000038d 0000000000000637 000000000000038d fffffffffffdd19a 000000000003c725 0000000000000005
0000000000000000 0000000000000001 0000000000000036 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000037 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000038 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 ffffffffffff8000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000917330 00000000006e8cd0 00000000006e8cd0 0000000000000438 000000000000058c 000000000000058c fffffffffffdd19a 0000000000000000 0000000000000004
0000000000000000 0000000000000001 0000000000000039 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000003a 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000003b 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 ffffffffffff8000 ffffffffffff224e 0000000000180000 0000000000000000 0000000000000000 0000000000a2e69f 0000000000a2e615 00000000005d1961 000000000000038d 000000000000038d 0000000000000637 fffffffffffdd19a fffffffffffc38db 0000000000000004
0000000000000000 0000000000000001 000000000000003c 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000003d 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000003e 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000008000 ffffffffffff224e 0000000000180000 0000000000000000 0000000000000000 00000000005d1961 0000000000a2e69f 00000000005d19eb 0000000000000637 000000000000038d 0000000000000637 0000000000022e66 fffffffffffc38db 0000000000000002
0000000000000000 0000000000000001 000000000000003f 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000040 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000041 000000000000199a fffffffffffff333 fffffffffffff333 0000000000000c39 0000000000640000 0000000000004000 0000000000003333 0000000000180000 0000000000000000 0000000000000000 00000000009bc1c0 000000000036f243 0000000000c90dbd 00000000000003d3 00000000000007ab 0000000000000219 fffffffffffe43e4 000000000007e895 0000000000000001
0000000000000000 0000000000000001 0000000000000042 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000043 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 0000000000000044 0000000000000000 0000000000000000 0000000000000000 0000000000000826 0000000000000000 00000000000f0000 fffffffffff60000 0000000000180000 0000000000000000 0000000000000000 00000000000dda56 0000000000f225aa 00000000009aeead 000000000000093d 0000000000000087 00000000000003db 00000000000b8af3 fffffffffffb478d 0000000000000002
0000000000000000 0000000000000001 0000000000000045 0000000000000000 0000000000000000 0000000000000000 0000000000000826 0000000000000000 00000000000f0000 fffffffffff60000 0000000000180000 0000000000000000 0000000000000000 00000000000dda56 0000000000f225aa 00000000009aeead 000000000000093d 0000000000000087 00000000000003db 00000000000b8af3 fffffffffffb478d 0000000000000002
0000000000000000 0000000000000001 0000000000000046 0000000000000000 0000000000000000 0000000000000000 0000000000000826 0000000000000000 00000000000f0000 fffffffffff60000 0000000000180000 0000000000000000 0000000000000000 00000000000dda56 0000000000f225aa 00000000009aeead 000000000000093d 0000000000000087 00000000000003db 00000000000b8af3 fffffffffffb478d 0000000000000002
0000000000000000 0000000000000001 0000000000000047 0000000000000000 0000000000000000 0000000000000000 0000000000000826 0000000000000000 00000000000f0000 fffffffffff60000 0000000000180000 0000000000000000 0000000000000000 00000000000dda56 0000000000f225aa 00000000009aeead 000000000000093d 0000000000000087 00000000000003db 00000000000b8af3 fffffffffffb478d 0000000000000002
0000000000000000 0000000000000001 0000000000000048 0000000000000000 0000000000000000 0000000000000000 0000000000000826 0000000000000000 00000000000f0000 fffffffffff60000 0000000000180000 0000000000000000 0000000000000000 00000000000dda56 0000000000f225aa 00000000009aeead 000000000000093d 0000000000000087 00000000000003db 00000000000b8af3 fffffffffffb478d 0000000000000002
0000000000000000 0000000000000001 0000000000000049 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000a4b68c 00000000005b4974 00000000008419ea 000000000000037b 0000000000000649 00000000000004ba fffffffffffcafb7 0000000000023586 0000000000000005
0000000000000000 0000000000000001 000000000000004a 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000f2f6c1 00000000000d093f 00000000008cd7c0 000000000000007f 0000000000000945 0000000000000465 fffffffffff59fab 000000000006eae4 0000000000000005
0000000000000000 0000000000000001 000000000000004b 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000f2f6c1 00000000000d093f 00000000008cd7c0 000000000000007f 0000000000000945 0000000000000465 fffffffffff59fab 000000000006eae4 0000000000000005
0000000000000000 0000000000000001 000000000000004c 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000f2f6c1 00000000000d093f 00000000008cd7c0 000000000000007f 0000000000000945 0000000000000465 fffffffffff59fab 000000000006eae4 0000000000000005
0000000000000000 0000000000000001 000000000000004d 0000000000000ccd fffffffffffff99a fffffffffffff99a 0000000000000000 00000000001e0000 0000000000008000 0000000000008000 0000000000180000 0000000000000000 0000000000000001 0000000000d5abd8 00000000002a5428 00000000002a5428 000000000000019d 0000000000000827 0000000000000827 fffffffffff54a85 0000000000000000 0000000000000004
0000000000000000 0000000000000001 000000000000004e 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000000a0000 00000000000a0000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000000 0000000000000001 000000000000004f 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 000000000000199a ffffffffffffe666 0000000000180000 0000000000000000 0000000000000000 00000000007a7e98 0000000000858168 00000000007d71e6 0000000000000518 00000000000004ac 00000000000004fb 0000000000006fb0 ffffffffffff9050 0000000000000002
0000000000000001 0000000000000001 0000000000000050 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000001 0000000000000000 0000000000800000 0000000000800000 0000000000800000 00000000000004e2 00000000000004e2 00000000000004e2 0000000000000000 0000000000000000 0000000000000002
0000000000000002 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 00000000007c0000 0000000000840000 0000000000840000 0000000000000509 00000000000004bb 00000000000004bb 0000000000008000 0000000000000000 0000000000000002
0000000000000002 0000000000000000 0000000000000001 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000840000 00000000007c0000 00000000007c0000 00000000000004bb 0000000000000509 0000000000000509 ffffffffffff8000 0000000000000000 0000000000000004
0000000000000002 0000000000000000 0000000000000002 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000800000 00000000007b619f 0000000000849e61 00000000000004e2 000000000000050f 00000000000004b5 0000000000000000 0000000000008000 0000000000000001
0000000000000002 0000000000000000 0000000000000003 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000800000 0000000000849e61 00000000007b619f 00000000000004e2 00000000000004b5 000000000000050f 0000000000000000 ffffffffffff8000 0000000000000006
0000000000000002 0000000000000000 0000000000000004 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000800000 000000000076c33e 0000000000893cc2 00000000000004e2 000000000000053c 0000000000000488 0000000000000000 0000000000010000 0000000000000001
0000000000000002 0000000000000000 0000000000000005 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 000000000075b0be 00000000008a4f42 000000000081125d 0000000000000547 000000000000047d 00000000000004d8 0000000000010000 ffffffffffff8000 0000000000000002
0000000000000002 0000000000000000 0000000000000006 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 000000000075b0be 000000000081125d 00000000008a4f42 0000000000000547 00000000000004d8 000000000000047d 0000000000010000 0000000000008000 0000000000000003
0000000000000002 0000000000000000 0000000000000007 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 00000000008a4f42 00000000007eeda3 000000000075b0be 000000000000047d 00000000000004ec 0000000000000547 ffffffffffff0000 ffffffffffff8000 0000000000000004
0000000000000002 0000000000000000 0000000000000008 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 00000000008a4f42 000000000075b0be 00000000007eeda3 000000000000047d 0000000000000547 00000000000004ec ffffffffffff0000 0000000000008000 0000000000000005
0000000000000002 0000000000000000 0000000000000009 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000180000 0000000000000000 0000000000000000 0000000000800000 0000000000893cc2 000000000076c33e 00000000000004e2 0000000000000488 000000000000053c 0000000000000000 ffffffffffff0000 0000000000000006
